O2,P8,T8,FC6,F4,F8,AF4,label
4613.85,4209.74,4224.62,4206.15,4277.44,4611.28,4376.41,1
4605.64,4184.62,4205.13,4191.79,4272.31,4588.72,4340,1
4592.31,4195.9,4236.41,4197.44,4270.26,4597.44,4340.51,1
4610.77,4202.56,4228.21,4195.38,4282.56,4607.18,4363.59,0
4614.87,4207.18,4244.1,4221.54,4286.67,4624.62,4369.74,0
4617.95,4208.72,4236.41,4214.36,4284.62,4610.26,4362.56,0
4595.9,4177.95,4225.64,4188.21,4261.03,4589.74,4344.62,0
4648.21,4225.64,4248.72,4223.08,4284.1,4626.67,4349.74,0
4623.08,4200,4219.49,4198.97,4282.05,4589.74,4350.26,0
4598.46,4188.72,4226.67,4177.95,4264.1,4592.31,4342.56,0
4689.23,4270.77,4318.46,4293.85,4363.08,4696.92,4441.54,0
4607.18,4182.05,4215.9,4183.59,4264.1,4588.72,4339.49,1
4612.82,4189.74,4235.38,4202.05,4274.87,4603.08,4358.97,1
4602.05,4192.31,4236.41,4195.38,4275.9,4603.08,4343.59,0
4605.13,4185.13,4208.21,4185.64,4253.33,4564.1,4323.59,0
4605.64,4207.69,4234.87,4180,4278.97,4600.51,4368.72,0
4623.59,4207.69,4216.41,4195.38,4263.59,4595.9,4340,0
4621.03,4207.69,4224.62,4203.59,4272.82,4604.1,4346.15,0
4654.87,4236.41,4255.9,4208.21,4301.03,4629.23,4382.56,1
4636.41,4213.85,4238.97,4191.28,4271.28,4599.49,4355.38,1
4600,4201.54,4257.44,4253.85,4315.9,4687.69,4481.03,1
4613.33,4193.85,4220.51,4207.18,4280,4603.59,4384.1,0
4615.9,4206.67,4221.03,4188.72,4269.23,4592.31,4341.54,0
4620.51,4201.54,4230.77,4220.51,4286.67,4618.97,4410.77,0
4592.31,4189.23,4230.26,4234.36,4313.33,4675.9,4488.72,0
4637.95,4197.95,4233.33,4218.97,4292.82,4625.64,4364.62,0
4597.95,4203.59,4248.72,4202.05,4272.31,4602.56,4345.64,1
4637.44,4205.13,4242.56,4196.92,4286.67,4617.95,4372.82,0
4655.38,4228.21,4271.79,4252.31,4315.9,4660,4415.9,0
4632.31,4223.59,4232.82,4205.13,4280,4597.44,4343.08,0
4590.77,4177.44,4225.13,4196.41,4264.1,4613.85,4327.69,1
4625.13,4201.03,4217.44,4187.18,4286.15,4602.05,4368.21,1
4613.33,4201.03,4224.62,4190.77,4272.82,4575.38,4340,1
4598.46,4188.21,4229.74,4195.38,4272.82,4600,4348.72,1
4595.38,4187.69,4226.67,4199.49,4278.97,4598.46,4351.79,0
4618.46,4213.33,4247.69,4217.44,4284.62,4620.51,4365.13,1
4605.64,4207.69,4238.46,4208.21,4275.9,4613.33,4351.79,0
4605.13,4192.31,4220.51,4204.62,4274.36,4596.41,4363.08,1
4623.08,4216.41,4247.18,4214.87,4306.67,4625.64,4390.77,1
4639.49,4227.18,4243.59,4206.67,4283.08,4592.31,4348.21,1
4641.03,4233.85,4241.54,4197.44,4283.59,4625.64,4350.26,1
4611.79,4209.74,4228.21,4196.92,4268.72,4594.36,4327.69,0
4612.82,4197.44,4224.62,4192.82,4273.85,4578.97,4324.1,0
4633.85,4223.08,4243.08,4207.18,4285.13,4591.79,4355.9,1
4589.23,4185.13,4215.38,4196.41,4275.38,4613.85,4334.36,1
4622.05,4207.18,4248.72,4231.28,4287.69,4635.38,4381.54,0
4596.92,4181.54,4184.62,4151.28,4262.05,4522.56,4313.33,1
4605.13,4188.21,4220,4194.36,4284.62,4605.64,4375.9,0
4614.36,4200,4225.13,4214.87,4280.51,4616.92,4352.82,0
4624.62,4215.9,4251.79,4244.62,4294.36,4671.28,4420,1
4609.74,4198.97,4211.79,4174.87,4273.85,4581.03,4334.36,1
4608.21,4196.92,4218.46,4198.97,4270.77,4591.79,4344.62,1
4588.72,4185.13,4186.67,4136.41,4249.74,4500,4290.77,0
4576.41,4172.82,4211.28,4148.21,4277.95,4620.51,4407.69,0
4622.56,4211.79,4224.1,4195.38,4274.87,4575.9,4348.21,1
4601.54,4177.44,4201.03,4184.1,4263.08,4583.08,4352.31,0
4592.82,4181.54,4206.67,4183.59,4277.95,4595.38,4349.74,1
4611.79,4200,4233.33,4194.36,4258.97,4594.36,4354.87,0
4616.41,4213.85,4244.62,4199.49,4272.31,4598.97,4349.23,0
4606.15,4190.77,4217.95,4190.26,4260.51,4597.95,4332.31,0
4608.72,4191.79,4230.26,4203.08,4272.82,4590.26,4335.38,0
4633.85,4202.56,4233.85,4209.74,4278.97,4620.51,4361.54,0
4623.59,4209.74,4238.97,4223.59,4295.38,4618.46,4373.33,0
4607.69,4197.95,4231.28,4200,4286.15,4589.23,4366.15,0
4609.23,4197.44,4207.69,4194.87,4261.03,4584.1,4341.54,0
4618.46,4194.87,4231.28,4192.82,4274.87,4594.87,4348.21,1
4626.15,4218.97,4253.33,4225.13,4282.56,4619.49,4366.15,0
4603.59,4188.21,4224.1,4192.82,4258.46,4596.92,4326.15,0
4601.03,4188.21,4211.79,4178.46,4250.77,4604.62,4328.72,1
4609.23,4172.31,4207.69,4160.51,4252.31,4528.72,4266.15,1
4628.72,4217.95,4242.56,4236.41,4300.51,4639.49,4390.26,1
4640,4218.97,4253.33,4214.87,4288.21,4620.51,4354.87,0
4622.05,4215.9,4224.62,4223.59,4293.85,4624.62,4381.54,1
4629.23,4208.21,4231.79,4203.08,4293.33,4577.44,4366.15,0
4617.95,4215.38,4248.21,4224.1,4290.77,4619.49,4361.54,0
4626.15,4223.08,4236.92,4206.67,4265.64,4614.36,4355.9,0
4615.9,4185.64,4223.08,4195.38,4268.21,4573.85,4351.79,1
4613.33,4201.54,4234.87,4203.08,4272.82,4615.38,4352.31,0
4605.13,4176.41,4216.92,4191.79,4262.05,4589.23,4334.87,0
4613.85,4210.26,4233.85,4211.79,4268.21,4613.33,4350.77,0
4607.18,4191.28,4217.95,4196.41,4262.05,4600.51,4322.56,0
4628.72,4199.49,4238.46,4195.9,4264.1,4574.36,4326.67,0
4624.1,4215.9,4239.49,4224.62,4281.54,4647.18,4387.69,0
4626.67,4208.72,4239.49,4209.74,4274.87,4601.03,4345.13,0
4634.36,4215.9,4244.1,4208.21,4294.36,4608.21,4363.59,0
4590.26,4195.38,4237.44,4198.97,4278.97,4599.49,4367.69,0
4597.95,4188.72,4225.13,4222.05,4294.36,4631.79,4423.59,0
4607.69,4193.33,4225.13,4195.9,4263.08,4585.13,4343.08,1
4605.64,4188.72,4216.92,4186.67,4262.56,4572.82,4306.15,0
4610.77,4198.97,4214.87,4177.95,4262.56,4575.38,4319.49,0
4604.62,4200,4213.85,4194.36,4277.44,4607.18,4373.85,0
4623.59,4200.51,4223.59,4211.28,4275.9,4597.44,4363.08,0
4585.13,4163.59,4160,4111.28,4228.21,4456.92,4263.59,0
4601.03,4176.92,4215.38,4183.59,4266.15,4603.08,4360.51,1
4599.49,4181.54,4195.38,4184.1,4258.46,4571.79,4335.38,0
4646.15,4237.95,4250.77,4238.97,4303.59,4649.74,4364.62,1
4615.38,4202.56,4232.82,4217.95,4279.49,4609.74,4343.59,0
4625.64,4225.64,4256.41,4220,4286.15,4614.87,4364.1,0
4622.05,4205.13,4237.44,4175.38,4271.28,4601.03,4346.15,1
4594.87,4177.44,4197.95,4172.31,4264.62,4578.46,4330.77,1
4612.82,4207.18,4242.56,4208.21,4275.38,4607.18,4364.62,0
4611.28,4191.79,4219.49,4197.44,4278.97,4598.46,4356.41,0
4618.97,4206.15,4242.56,4216.92,4284.1,4615.9,4368.21,0
4601.54,4185.64,4227.18,4177.95,4280.51,4596.41,4353.85,0
4591.79,4164.62,4194.36,4174.87,4246.67,4565.64,4340.51,1
4611.28,4196.92,4228.72,4206.15,4279.49,4611.28,4357.44,0
4630.77,4213.85,4229.23,4194.87,4279.49,4598.97,4362.05,0
4621.54,4206.15,4234.36,4211.28,4273.33,4601.03,4365.13,1
4629.74,4211.28,4234.87,4203.08,4286.15,4609.23,4353.85,0
4614.36,4208.21,4253.85,4239.49,4314.87,4665.64,4456.92,1
4609.23,4203.59,4226.15,4197.95,4272.31,4613.33,4343.08,0
4625.13,4203.59,4239.49,4172.82,4267.69,4593.33,4354.36,0
4617.95,4214.87,4232.82,4184.1,4275.38,4596.41,4345.64,1
4616.92,4202.56,4232.82,4209.74,4281.03,4628.21,4389.74,0
4641.54,4212.82,4241.54,4225.13,4297.95,4634.87,4371.79,0
4597.44,4184.1,4206.67,4143.08,4235.38,4507.69,4251.28,0
4601.54,4189.74,4233.33,4184.62,4260,4587.69,4327.18,0
4602.05,4183.59,4216.41,4195.9,4256.92,4584.1,4345.13,0
4587.69,4198.97,4255.9,4241.54,4302.56,4671.28,4477.44,1
4613.85,4195.9,4240,4200,4281.03,4588.72,4360.51,1
4597.95,4193.85,4226.15,4196.92,4273.33,4599.49,4363.59,1
4613.33,4190.26,4222.56,4190.77,4284.1,4601.54,4369.23,1
4620,4200,4228.72,4197.44,4276.92,4607.18,4366.67,1
4587.69,4186.67,4226.67,4189.23,4274.87,4608.21,4377.44,1
4637.44,4228.21,4287.18,4286.15,4341.54,4753.33,4506.67,1
4608.21,4194.87,4219.49,4205.13,4283.59,4610.26,4365.64,1
4603.59,4203.08,4206.15,4181.03,4265.64,4565.64,4328.21,0
4620,4201.54,4243.08,4206.67,4284.1,4609.23,4364.1,1
4638.46,4208.21,4244.1,4220.51,4295.9,4634.87,4377.44,0
4601.03,4192.31,4222.56,4206.67,4271.28,4604.62,4360.51,1
4608.72,4167.69,4211.79,4166.15,4245.64,4543.08,4279.49,1
4607.18,4204.1,4226.15,4203.59,4270.77,4610.77,4359.49,0
4616.41,4192.82,4219.49,4202.56,4274.87,4599.49,4346.67,0
4612.82,4204.1,4238.46,4215.38,4278.46,4611.28,4361.03,0
4694.87,4276.41,4311.28,4306.67,4364.1,4705.13,4465.64,1
4634.87,4210.77,4250.77,4231.79,4299.49,4628.21,4385.13,0
4636.41,4214.87,4236.92,4196.41,4285.13,4585.13,4345.64,1
4615.38,4211.79,4232.31,4205.13,4269.74,4590.77,4342.56,0
4608.21,4185.13,4234.87,4198.46,4283.08,4594.36,4358.97,1
4664.62,4200.51,4220,4207.69,4281.54,4604.1,4343.59,0
4618.97,4196.92,4211.28,4194.87,4262.56,4577.44,4349.23,0
4601.03,4188.72,4232.82,4201.54,4287.18,4593.33,4383.08,0
4613.85,4193.85,4221.54,4177.95,4263.08,4578.46,4323.59,0
4615.38,4194.36,4222.05,4208.72,4280,4597.44,4380,1
4611.28,4200,4221.54,4190.77,4279.49,4584.62,4333.33,0
4668.21,4206.67,4231.28,4206.15,4283.59,4602.56,4352.31,0
4620,4206.15,4240.51,4245.64,4295.9,4675.9,4428.72,1
4612.31,4198.46,4225.13,4206.67,4280,4601.03,4370.26,1
4608.72,4207.18,4227.69,4210.26,4272.82,4621.03,4342.56,0
4589.23,4195.9,4241.03,4198.46,4275.9,4596.41,4355.9,1
4622.05,4203.59,4241.03,4206.15,4278.46,4618.97,4375.9,1
4630.77,4208.72,4228.72,4195.38,4278.97,4597.44,4316.41,0
4603.59,4187.69,4234.36,4196.92,4257.44,4598.46,4352.82,0
4610.77,4190.77,4223.08,4172.31,4286.15,4596.41,4357.95,0
4593.85,4176.41,4210.26,4175.9,4265.64,4579.49,4332.31,0
4640,4220.51,4263.59,4247.18,4312.82,4649.74,4413.85,0
4593.33,4180.51,4257.95,4244.1,4325.13,4673.33,4489.74,0
4598.97,4194.87,4227.69,4176.41,4278.97,4592.31,4357.95,0
4661.54,4244.1,4285.13,4263.08,4332.31,4667.18,4412.82,0
4614.36,4211.79,4229.23,4200.51,4272.82,4613.85,4353.33,0
4611.79,4191.79,4213.85,4194.87,4273.33,4591.79,4345.13,0
4601.03,4178.46,4215.9,4197.95,4265.64,4596.41,4339.49,0
4613.85,4188.72,4205.13,4192.82,4260.51,4586.67,4331.79,0
4614.36,4212.82,4248.21,4255.38,4304.62,4698.46,4446.15,1
4610.77,4205.64,4238.46,4209.74,4281.03,4617.95,4349.23,0
4618.46,4207.18,4226.67,4192.82,4271.79,4596.92,4342.05,0
4595.9,4188.72,4207.69,4196.92,4272.82,4597.44,4346.15,0
4595.9,4186.15,4241.03,4215.38,4282.56,4627.18,4368.72,0
4586.15,4184.62,4195.9,4164.62,4239.49,4543.59,4296.41,0
4610.77,4190.77,4245.13,4190.26,4286.67,4669.74,4391.28,1
4634.36,4221.54,4225.64,4193.33,4264.62,4582.05,4335.9,0
4613.85,4205.13,4230.77,4208.72,4286.15,4604.1,4364.1,1
4585.13,4190.26,4214.36,4195.9,4278.97,4587.18,4347.18,0
4620,4224.62,4251.79,4247.69,4313.33,4667.18,4459.49,1
4631.28,4216.92,4239.49,4227.69,4279.49,4625.13,4369.74,0
4647.18,4227.69,4245.64,4194.36,4297.44,4609.23,4372.82,1
4611.28,4195.9,4226.67,4209.74,4273.85,4614.36,4357.44,1
4610.26,4188.21,4210.77,4194.36,4272.82,4590.26,4355.9,1
4618.97,4195.9,4232.82,4205.13,4263.59,4612.82,4342.56,0
4600.51,4209.23,4228.21,4197.44,4271.79,4608.21,4352.31,0
4615.38,4213.85,4255.38,4208.21,4285.64,4613.33,4384.62,1
4600,4184.1,4226.15,4207.69,4291.28,4609.23,4372.31,0
4625.13,4234.36,4247.18,4219.49,4286.15,4616.92,4364.62,1
4589.74,4147.69,4198.46,4160,4246.15,4533.85,4287.18,1
4573.85,4176.92,4211.28,4192.82,4269.23,4585.64,4341.03,0
4614.36,4188.21,4214.87,4196.41,4249.23,4597.44,4333.85,0
4614.87,4175.9,4208.21,4195.9,4271.79,4580,4347.69,1
4602.56,4182.05,4185.13,4142.05,4252.31,4495.9,4284.62,0
4632.31,4233.85,4277.95,4234.36,4275.9,4652.31,4377.44,1
4586.67,4181.03,4214.87,4145.13,4275.9,4605.64,4355.9,0
4623.08,4220.51,4244.62,4226.67,4290.77,4631.28,4383.59,1
4593.33,4194.36,4214.87,4195.9,4279.49,4608.21,4377.95,1
4602.05,4202.05,4236.41,4204.62,4286.15,4605.64,4377.95,0
4613.33,4191.28,4223.08,4185.13,4260,4588.72,4335.38,1
4618.97,4187.69,4224.62,4189.74,4258.46,4559.49,4308.72,0
4601.03,4192.82,4221.03,4204.62,4286.67,4604.62,4362.56,1
4592.82,4180,4222.56,4197.95,4274.87,4618.97,4347.18,1
4618.46,4201.54,4237.44,4204.62,4280,4602.56,4358.97,0
4620.51,4206.67,4243.59,4217.44,4280,4625.13,4365.64,0
4646.15,4218.46,4238.46,4204.62,4272.82,4583.59,4354.36,0
4606.67,4203.59,4243.08,4179.49,4265.64,4610.77,4345.13,0
4594.87,4191.28,4217.44,4185.64,4266.15,4606.67,4325.64,1
4621.03,4206.67,4239.49,4209.23,4277.95,4608.21,4357.95,0
4629.74,4230.26,4244.1,4218.46,4293.33,4626.15,4374.87,1
4630.26,4215.9,4247.69,4223.59,4297.44,4619.49,4376.92,0
4624.1,4211.79,4258.46,4206.67,4304.62,4701.54,4438.97,1
4624.1,4213.33,4231.28,4195.38,4278.97,4581.03,4336.92,1
4594.36,4203.59,4215.38,4183.59,4275.38,4569.23,4325.13,0
4627.69,4209.23,4236.92,4208.21,4274.87,4610.77,4329.74,0
4581.03,4162.56,4182.05,4111.79,4216.41,4469.74,4236.92,0
4616.41,4181.03,4212.31,4196.92,4265.13,4601.54,4342.56,0
4592.31,4179.49,4224.62,4187.18,4258.46,4594.36,4338.46,1
4601.54,4188.21,4224.1,4196.41,4277.44,4600,4356.92,0
4636.92,4221.03,4260.51,4246.67,4314.36,4640,4397.95,0
4626.15,4202.05,4232.31,4207.69,4279.49,4588.72,4358.46,1
4618.46,4207.69,4235.9,4205.64,4278.46,4592.31,4349.23,0
4615.9,4187.18,4226.15,4200,4283.59,4603.08,4360,0
4634.36,4222.05,4248.72,4211.79,4282.05,4595.38,4364.62,1
4631.79,4206.67,4230.26,4226.67,4307.69,4639.49,4388.21,1
4595.9,4192.31,4219.49,4190.26,4273.33,4581.54,4341.03,0
4600,4186.15,4217.44,4191.79,4262.05,4606.67,4345.13,0
4637.95,4226.67,4242.56,4216.41,4286.15,4635.9,4381.03,1
4595.38,4179.49,4191.79,4131.79,4237.44,4496.41,4258.46,0
4605.64,4213.33,4260,4212.82,4275.38,4609.74,4342.56,1
4628.72,4206.67,4243.08,4226.67,4292.82,4634.87,4363.08,0
4594.36,4197.44,4229.23,4230.26,4290.77,4669.74,4425.13,0
4620.51,4213.33,4272.31,4237.95,4309.74,4664.1,4432.31,1
4582.05,4170.77,4194.36,4131.28,4229.23,4499.49,4261.03,0
4619.49,4202.56,4234.87,4166.15,4271.79,4596.92,4349.74,1
4627.69,4202.05,4231.79,4210.26,4287.69,4605.64,4362.05,0
4614.87,4203.08,4244.1,4198.97,4271.79,4594.36,4356.92,1
4676.92,4263.59,4289.74,4283.08,4330.77,4674.36,4420.51,1
4625.64,4213.33,4241.54,4210.26,4282.05,4624.62,4366.67,0
4594.87,4172.31,4216.41,4184.1,4271.79,4587.18,4337.95,0
4607.69,4190.26,4210.77,4203.59,4270.77,4598.46,4384.62,0
4628.72,4206.67,4218.46,4208.21,4306.15,4629.23,4399.49,1
4609.74,4178.97,4224.62,4202.56,4273.33,4600,4330.77,0
4613.85,4186.15,4229.74,4202.56,4271.79,4584.62,4346.67,1
4618.97,4205.13,4221.03,4211.79,4283.59,4592.82,4351.79,1
4629.23,4206.67,4242.05,4202.05,4292.31,4596.41,4366.15,1
4615.38,4202.56,4230.77,4194.36,4266.67,4603.08,4362.05,1
4619.49,4211.28,4217.95,4180.51,4255.38,4572.31,4315.9,0
4607.18,4204.1,4228.21,4201.54,4272.31,4598.97,4350.26,0
4611.28,4180.51,4218.97,4191.79,4269.74,4579.49,4329.74,1
4602.56,4188.21,4210.77,4192.31,4284.62,4608.21,4340.51,1
4669.74,4254.36,4274.87,4227.18,4333.33,4647.69,4431.79,1
4602.05,4190.77,4223.08,4201.54,4270.77,4594.36,4351.79,1
4613.85,4190.26,4222.05,4191.79,4271.79,4607.18,4370.26,1
4608.72,4206.15,4235.38,4199.49,4269.74,4621.54,4344.62,1
4610.26,4198.46,4223.08,4208.21,4281.54,4597.95,4364.62,1
4648.72,4210.26,4241.03,4203.08,4284.1,4610.77,4328.72,1
4614.36,4211.28,4237.44,4210.26,4270.77,4608.72,4345.64,0
4614.87,4191.79,4217.44,4190.77,4275.9,4566.15,4348.72,0
4615.9,4198.97,4228.21,4217.44,4291.79,4608.72,4358.46,1
4599.49,4182.56,4216.41,4180.51,4261.03,4578.97,4316.92,0
4621.54,4193.33,4227.18,4200,4280,4608.21,4365.64,1
4624.62,4209.23,4231.79,4215.9,4283.08,4623.08,4367.69,0
4614.36,4203.08,4240.51,4212.31,4280,4617.44,4352.82,0
4618.97,4210.26,4231.79,4208.21,4279.49,4616.41,4363.59,0
4609.23,4188.72,4222.05,4203.59,4269.74,4588.21,4364.1,1
4606.67,4191.79,4220,4196.41,4271.28,4606.15,4341.54,0
4604.62,4191.79,4225.13,4165.64,4285.64,4595.9,4354.36,0
4621.54,4202.05,4237.44,4205.64,4285.13,4613.85,4363.08,0
4600.51,4186.15,4183.59,4134.87,4245.13,4482.56,4278.97,0
4598.97,4188.72,4208.21,4174.87,4265.13,4565.13,4317.44,0
4609.74,4201.03,4229.23,4195.38,4258.97,4608.21,4332.82,1
4629.23,4202.05,4230.26,4207.18,4279.49,4592.31,4344.62,0
4618.97,4208.21,4227.18,4184.62,4302.05,4621.03,4382.05,1
4597.95,4184.1,4216.92,4187.18,4257.95,4585.13,4346.15,0
4603.59,4181.54,4189.74,4157.44,4226.67,4549.23,4274.87,0
4609.23,4182.05,4192.31,4130.77,4225.64,4515.38,4252.82,1
4596.41,4186.67,4216.92,4188.72,4271.79,4608.21,4322.05,1
4602.05,4181.54,4226.15,4171.79,4276.41,4600.51,4362.56,0
4629.74,4214.87,4220.51,4181.54,4298.97,4619.49,4386.15,1
4612.82,4203.08,4232.31,4209.74,4282.56,4595.9,4354.87,0
4613.85,4202.56,4225.13,4209.23,4272.31,4614.36,4350.77,1
4608.72,4198.46,4227.69,4184.62,4268.21,4600,4333.33,0
4617.95,4196.41,4230.26,4168.72,4269.23,4597.95,4369.23,0
4612.31,4198.97,4228.21,4212.82,4281.03,4598.97,4365.13,0
4611.79,4198.46,4224.1,4190.26,4262.05,4591.79,4340,0
4623.08,4213.85,4263.08,4218.46,4282.05,4624.62,4356.92,1
4612.31,4202.05,4226.15,4175.38,4270.77,4591.28,4336.41,1
4626.67,4207.69,4223.08,4188.72,4287.69,4585.64,4326.67,0
4626.67,4209.74,4239.49,4192.82,4271.28,4603.08,4356.41,0
4611.79,4194.36,4207.18,4178.46,4247.18,4569.23,4301.54,0
4612.82,4207.69,4241.03,4228.72,4294.87,4653.85,4386.15,0
4654.36,4228.72,4271.28,4252.31,4315.38,4654.36,4405.13,0
4632.31,4209.74,4241.54,4210.26,4283.59,4615.9,4367.18,0
4591.79,4191.79,4228.21,4200,4259.49,4606.67,4344.62,0
4622.05,4204.1,4225.13,4206.15,4284.1,4604.1,4358.97,1
4610.77,4202.56,4234.36,4208.72,4270.77,4598.46,4345.13,0
4610.26,4196.41,4212.82,4202.56,4278.46,4607.69,4363.08,0
4607.18,4189.74,4222.05,4205.13,4282.56,4622.05,4367.18,0
4612.31,4206.15,4233.85,4205.13,4268.21,4603.08,4342.05,0
4612.31,4198.46,4222.05,4202.56,4273.33,4604.1,4335.9,0
4627.18,4221.54,4261.54,4219.49,4289.23,4625.64,4370.26,1
4593.33,4154.36,4193.33,4157.95,4248.72,4530.26,4255.38,1
4617.95,4203.08,4229.23,4206.67,4282.56,4592.31,4365.13,1
4631.28,4205.64,4234.36,4211.79,4277.95,4619.49,4350.26,0
4590.77,4176.41,4211.28,4162.56,4250.26,4579.49,4323.59,1
4606.15,4190.77,4230.26,4194.36,4279.49,4590.77,4364.62,0
4624.62,4211.28,4239.49,4207.69,4275.9,4605.64,4357.95,1
4606.67,4176.41,4213.85,4193.33,4265.13,4574.36,4336.92,1
4571.28,4177.44,4213.85,4215.38,4296.92,4648.21,4453.85,1
4627.69,4213.33,4226.67,4222.05,4295.38,4622.56,4384.62,1
4603.08,4173.85,4204.1,4179.49,4261.54,4590.77,4325.13,1
4663.08,4245.64,4274.87,4219.49,4322.05,4631.28,4402.56,1
4622.56,4198.97,4233.33,4196.41,4273.85,4603.08,4343.59,0
4610.77,4211.28,4231.79,4207.18,4282.56,4607.69,4352.82,0
4642.56,4226.67,4250.77,4247.18,4311.28,4665.13,4378.46,1
4614.87,4193.85,4225.13,4197.44,4267.69,4591.28,4344.1,1
4613.33,4203.08,4222.05,4204.62,4278.97,4606.15,4373.33,1
4617.95,4209.74,4235.9,4201.03,4277.95,4606.15,4352.82,0
4630.26,4220,4245.64,4224.62,4302.56,4635.38,4377.44,0
4626.15,4201.54,4217.95,4204.62,4285.64,4600.51,4336.92,1
4610.26,4193.33,4233.85,4212.82,4284.1,4613.33,4372.82,1
4624.62,4211.79,4223.08,4205.13,4270.26,4592.31,4341.03,1
4631.28,4223.59,4248.21,4219.49,4284.62,4609.74,4365.64,0
4628.21,4211.28,4247.69,4231.79,4295.9,4631.79,4395.38,1
4609.74,4209.74,4214.87,4176.41,4268.72,4548.72,4298.97,0
4614.87,4204.1,4222.05,4195.38,4275.9,4569.23,4352.82,1
4612.82,4210.26,4240,4229.74,4289.23,4627.69,4377.44,1
4660,4235.38,4260,4212.82,4284.62,4635.38,4362.05,1
4596.41,4173.85,4197.95,4171.79,4245.64,4563.08,4320,0
4639.49,4223.08,4242.56,4244.62,4303.08,4664.1,4387.18,1
4598.97,4200,4237.44,4214.36,4283.59,4608.72,4358.97,0
4614.36,4195.38,4212.31,4184.1,4278.97,4599.49,4334.36,1
4644.62,4232.31,4273.33,4255.9,4326.15,4657.95,4415.9,0
4620,4201.54,4235.9,4207.69,4282.56,4606.67,4352.82,0
4625.13,4208.72,4229.74,4191.28,4283.59,4610.77,4370.77,1
4606.67,4205.64,4252.31,4208.72,4289.23,4615.9,4383.59,0
4611.28,4192.31,4227.18,4197.95,4257.95,4596.92,4368.72,1
4592.31,4172.31,4181.03,4130.77,4249.23,4488.72,4281.54,0
4617.44,4196.92,4225.13,4189.23,4267.69,4567.18,4336.92,1
4594.36,4173.85,4220,4172.31,4280,4586.15,4354.87,0
4603.08,4184.62,4226.15,4195.9,4271.79,4599.49,4344.1,1
4619.49,4194.87,4232.82,4199.49,4281.54,4578.46,4353.33,1
4578.97,4175.9,4212.31,4198.97,4296.41,4632.31,4427.18,0
4613.85,4198.97,4214.36,4183.59,4267.18,4595.38,4347.18,1
4617.44,4201.54,4230.26,4197.95,4276.92,4585.13,4327.18,0
4625.13,4211.28,4221.03,4182.56,4266.67,4555.9,4327.69,1
4610.26,4195.38,4229.23,4195.38,4277.44,4601.03,4356.92,1
4603.08,4196.41,4228.21,4186.15,4278.46,4591.28,4319.49,0
4600,4187.69,4225.13,4194.87,4263.08,4602.05,4342.05,1
4620.51,4187.69,4228.21,4176.92,4245.13,4553.33,4301.54,0
4609.74,4216.92,4236.41,4212.31,4293.33,4622.56,4370.26,1
4596.41,4189.23,4213.85,4192.82,4276.92,4619.49,4356.92,1
4612.31,4178.97,4214.36,4193.33,4269.74,4572.82,4349.74,1
4600.51,4216.92,4228.72,4204.62,4279.49,4610.26,4352.31,0
4615.38,4200.51,4244.62,4247.18,4308.21,4680,4482.05,1
4629.74,4206.15,4222.56,4202.56,4287.69,4596.41,4346.67,0
4612.82,4184.62,4189.74,4179.49,4266.15,4572.31,4327.18,0
4602.05,4188.21,4205.64,4185.64,4276.92,4588.21,4345.13,1
4608.72,4194.36,4225.13,4198.46,4268.21,4588.72,4360.51,1
4619.49,4201.03,4239.49,4201.54,4270.26,4590.26,4363.59,1
4612.31,4196.92,4236.92,4210.26,4280.51,4626.67,4352.31,0
4642.05,4209.74,4234.36,4215.9,4291.28,4620.51,4356.92,0
4662.56,4241.54,4264.62,4204.62,4314.36,4610.77,4390.77,1
4630.26,4211.28,4247.18,4198.97,4265.13,4605.13,4354.87,0
4617.95,4205.64,4243.59,4201.03,4276.92,4607.69,4354.36,1
4582.05,4164.1,4194.36,4172.82,4265.64,4578.97,4358.97,1
4606.67,4209.23,4255.9,4213.85,4274.87,4612.31,4355.38,1
4625.13,4228.21,4262.05,4293.85,4326.67,4774.36,4477.44,1
4632.31,4221.03,4254.36,4218.46,4290.77,4618.97,4367.18,0
4631.28,4198.97,4219.49,4210.26,4301.54,4607.18,4381.03,0
4588.21,4164.1,4162.05,4111.79,4227.69,4454.36,4247.69,0
4641.03,4229.74,4243.59,4209.74,4296.41,4621.54,4348.72,1
4613.33,4194.36,4232.31,4188.72,4254.87,4587.18,4348.72,0
4601.54,4187.18,4227.69,4209.74,4281.03,4633.33,4356.41,1
4620.51,4207.69,4225.13,4201.03,4267.18,4603.59,4336.41,0
4596.41,4183.08,4200,4170.77,4255.38,4577.95,4334.87,1
4612.82,4202.05,4235.38,4228.21,4285.13,4664.1,4403.08,0
4602.56,4194.87,4215.38,4197.95,4268.72,4602.05,4342.56,0
4589.23,4166.15,4211.28,4182.56,4266.67,4567.18,4350.77,1
4607.69,4183.08,4223.08,4191.28,4252.31,4586.67,4345.13,1
4631.28,4211.28,4247.69,4183.59,4274.87,4601.54,4364.62,0
4591.79,4164.1,4198.46,4163.59,4244.1,4539.49,4296.92,0
4626.67,4207.69,4221.03,4208.21,4274.36,4589.74,4341.54,1
4600,4194.87,4224.62,4202.05,4289.23,4597.95,4359.49,0
4617.44,4210.26,4235.38,4208.21,4278.46,4613.33,4356.41,0
4596.41,4195.38,4236.92,4211.79,4292.31,4620,4416.92,1
