AF3,F7,F3,F4,F8,AF4,label
4280,4022.05,4245.13,4260.51,4597.95,4332.31,0
4273.85,3976.41,4249.23,4272.82,4590.26,4335.38,0
4298.97,4001.03,4266.67,4278.97,4620.51,4361.54,0
4296.92,3997.95,4283.08,4295.38,4618.46,4373.33,0
4285.64,3987.18,4261.03,4286.15,4589.23,4366.15,0
4269.74,4001.54,4249.74,4261.03,4584.1,4341.54,0
4283.08,3985.64,4261.54,4274.87,4594.87,4348.21,1
4306.67,4004.1,4270.26,4282.56,4619.49,4366.15,0
4277.44,4010.26,4256.41,4258.46,4596.92,4326.15,0
4273.33,4019.49,4235.38,4250.77,4604.62,4328.72,1
4219.49,3976.92,4234.36,4252.31,4528.72,4266.15,1
4330.77,4053.33,4265.64,4300.51,4639.49,4390.26,1
4278.46,3974.87,4267.18,4288.21,4620.51,4354.87,0
4318.97,4035.38,4258.46,4293.85,4624.62,4381.54,1
4293.85,4009.23,4276.41,4293.33,4577.44,4366.15,0
4322.56,4023.08,4284.1,4290.77,4619.49,4361.54,0
4283.59,3997.95,4249.23,4265.64,4614.36,4355.9,0
4294.36,4007.18,4265.13,4268.21,4573.85,4351.79,1
4283.59,3991.28,4251.79,4272.82,4615.38,4352.31,0
4283.59,3989.74,4262.56,4262.05,4589.23,4334.87,0
4294.36,3978.46,4248.21,4268.21,4613.33,4350.77,0
4268.21,3982.56,4249.23,4262.05,4600.51,4322.56,0
4265.13,4020.51,4230.26,4264.1,4574.36,4326.67,0
4310.26,3968.72,4245.13,4281.54,4647.18,4387.69,0
4296.41,4046.15,4269.74,4274.87,4601.03,4345.13,0
4292.82,4000,4266.15,4294.36,4608.21,4363.59,0
4313.85,4021.54,4258.46,4278.97,4599.49,4367.69,0
4377.95,4052.31,4281.03,4294.36,4631.79,4423.59,0
4280.51,3988.21,4246.67,4263.08,4585.13,4343.08,1
4268.21,3964.62,4237.95,4262.56,4572.82,4306.15,0
4263.59,3995.9,4256.92,4262.56,4575.38,4319.49,0
4316.92,4024.1,4275.9,4277.44,4607.18,4373.85,0
4321.54,4054.87,4250.26,4275.9,4597.44,4363.08,0
4245.13,4047.18,4241.03,4228.21,4456.92,4263.59,0
4302.56,4003.08,4262.05,4266.15,4603.08,4360.51,1
4266.67,3990.26,4245.13,4258.46,4571.79,4335.38,0
4280.51,3935.38,4248.21,4303.59,4649.74,4364.62,1
4285.64,3990.77,4262.56,4279.49,4609.74,4343.59,0
4281.03,4001.03,4251.28,4286.15,4614.87,4364.1,0
4291.79,4007.18,4262.05,4271.28,4601.03,4346.15,1
4284.1,3989.74,4258.97,4264.62,4578.46,4330.77,1
4290.77,4003.08,4265.13,4275.38,4607.18,4364.62,0
4289.23,3999.49,4263.59,4278.97,4598.46,4356.41,0
4299.49,3992.31,4253.85,4284.1,4615.9,4368.21,0
4298.97,4016.92,4249.74,4280.51,4596.41,4353.85,0
4283.08,4007.69,4260.51,4246.67,4565.64,4340.51,1
4297.95,4001.54,4235.9,4279.49,4611.28,4357.44,0
4302.56,4013.33,4258.46,4279.49,4598.97,4362.05,0
4288.72,3996.41,4257.95,4273.33,4601.03,4365.13,1
4287.69,4001.54,4266.15,4286.15,4609.23,4353.85,0
4386.67,4031.79,4290.26,4314.87,4665.64,4456.92,1
4292.82,4040.51,4261.03,4272.31,4613.33,4343.08,0
4286.15,3989.23,4265.13,4267.69,4593.33,4354.36,0
4293.85,3993.33,4263.08,4275.38,4596.41,4345.64,1
4321.03,4004.62,4284.1,4281.03,4628.21,4389.74,0
4316.41,4007.69,4278.46,4297.95,4634.87,4371.79,0
4228.72,4051.28,4246.15,4235.38,4507.69,4251.28,0
4267.69,4007.69,4249.74,4260,4587.69,4327.18,0
4287.69,3986.15,4249.74,4256.92,4584.1,4345.13,0
4415.9,4053.33,4278.46,4302.56,4671.28,4477.44,1
4311.79,3958.97,4248.72,4281.03,4588.72,4360.51,1
4300.51,3986.15,4264.1,4273.33,4599.49,4363.59,1
4307.18,4003.08,4279.49,4284.1,4601.54,4369.23,1
4312.82,4007.69,4276.41,4276.92,4607.18,4366.67,1
4304.1,3998.46,4250.77,4274.87,4608.21,4377.44,1
4400,4022.05,4313.85,4341.54,4753.33,4506.67,1
4315.9,4013.85,4283.08,4283.59,4610.26,4365.64,1
4280.51,4010.26,4241.54,4265.64,4565.64,4328.21,0
4301.03,3990.77,4261.54,4284.1,4609.23,4364.1,1
4315.38,4006.67,4281.54,4295.9,4634.87,4377.44,0
4305.64,3990.77,4264.1,4271.28,4604.62,4360.51,1
4244.1,4004.62,4233.85,4245.64,4543.08,4279.49,1
4307.18,4048.72,4267.18,4270.77,4610.77,4359.49,0
4276.41,3987.69,4266.15,4274.87,4599.49,4346.67,0
4300.51,4003.08,4264.1,4278.46,4611.28,4361.03,0
4389.74,4054.36,4359.49,4364.1,4705.13,4465.64,1
4334.87,4036.92,4310.26,4299.49,4628.21,4385.13,0
4272.31,3961.54,4264.62,4285.13,4585.13,4345.64,1
4280.51,3932.82,4246.67,4269.74,4590.77,4342.56,0
4297.95,3992.82,4266.15,4283.08,4594.36,4358.97,1
4304.1,4027.18,4280.51,4281.54,4604.1,4343.59,0
4269.23,3997.95,4246.15,4262.56,4577.44,4349.23,0
4304.1,3992.82,4271.28,4287.18,4593.33,4383.08,0
4267.18,3995.9,4248.21,4263.08,4578.46,4323.59,0
4307.69,3974.87,4270.26,4280,4597.44,4380,1
4280,3975.9,4250.26,4279.49,4584.62,4333.33,0
4301.03,4024.62,4275.38,4283.59,4602.56,4352.31,0
4320,3967.69,4257.95,4295.9,4675.9,4428.72,1
4303.08,4007.18,4264.1,4280,4601.03,4370.26,1
4287.18,3993.85,4265.64,4272.82,4621.03,4342.56,0
4299.49,4013.33,4259.49,4275.9,4596.41,4355.9,1
4311.28,4009.23,4277.95,4278.46,4618.97,4375.9,1
4271.28,4051.79,4281.03,4278.97,4597.44,4316.41,0
4281.03,3977.95,4248.72,4257.44,4598.46,4352.82,0
4302.05,4030.77,4269.74,4286.15,4596.41,4357.95,0
4279.49,4003.59,4255.9,4265.64,4579.49,4332.31,0
4350.77,4050.26,4342.05,4312.82,4649.74,4413.85,0
4446.15,4099.49,4303.08,4325.13,4673.33,4489.74,0
4298.46,4017.44,4267.18,4278.97,4592.31,4357.95,0
4368.72,4065.64,4364.1,4332.31,4667.18,4412.82,0
4272.82,3958.97,4250.26,4272.82,4613.85,4353.33,0
4282.56,4010.77,4268.21,4273.33,4591.79,4345.13,0
4278.46,4015.9,4244.62,4265.64,4596.41,4339.49,0
4280.51,4008.21,4250.26,4260.51,4586.67,4331.79,0
4354.87,3980,4266.67,4304.62,4698.46,4446.15,1
4285.64,3995.9,4263.59,4281.03,4617.95,4349.23,0
4275.38,3983.59,4254.87,4271.79,4596.92,4342.05,0
4303.59,4048.21,4267.69,4272.82,4597.44,4346.15,0
4298.46,4000.51,4265.13,4282.56,4627.18,4368.72,0
4251.79,4010.77,4213.85,4239.49,4543.59,4296.41,0
4297.44,3955.9,4248.21,4286.67,4669.74,4391.28,1
4240.51,3970.26,4235.38,4264.62,4582.05,4335.9,0
4291.79,4008.72,4264.62,4286.15,4604.1,4364.1,1
4300.51,4028.72,4248.21,4278.97,4587.18,4347.18,0
4390.26,4035.9,4285.64,4313.33,4667.18,4459.49,1
4296.92,4004.1,4262.05,4279.49,4625.13,4369.74,0
4317.95,4003.08,4289.74,4297.44,4609.23,4372.82,1
4297.95,4004.1,4260,4273.85,4614.36,4357.44,1
4292.31,3987.18,4246.67,4272.82,4590.26,4355.9,1
4292.31,3991.79,4263.08,4263.59,4612.82,4342.56,0
4300.51,4058.46,4266.67,4271.79,4608.21,4352.31,0
4327.69,4055.9,4283.59,4285.64,4613.33,4384.62,1
4314.36,4008.21,4280.51,4291.28,4609.23,4372.31,0
4304.62,4026.67,4262.56,4286.15,4616.92,4364.62,1
4261.54,4007.69,4248.72,4246.15,4533.85,4287.18,1
4290.77,4029.23,4248.21,4269.23,4585.64,4341.03,0
4275.9,4015.38,4235.38,4249.23,4597.44,4333.85,0
4278.46,3983.59,4260,4271.79,4580,4347.69,1
4245.64,4026.67,4247.69,4252.31,4495.9,4284.62,0
4307.18,4017.44,4246.67,4275.9,4652.31,4377.44,1
4296.41,4006.15,4256.41,4275.9,4605.64,4355.9,0
4316.92,4025.64,4280.51,4290.77,4631.28,4383.59,1
4343.08,4069.74,4272.82,4279.49,4608.21,4377.95,1
4300.51,4003.59,4263.59,4286.15,4605.64,4377.95,0
4286.15,3993.33,4247.69,4260,4588.72,4335.38,1
4250.77,4010.26,4252.31,4258.46,4559.49,4308.72,0
4291.79,4002.05,4275.38,4286.67,4604.62,4362.56,1
4286.15,4026.15,4257.44,4274.87,4618.97,4347.18,1
4283.08,3994.87,4263.08,4280,4602.56,4358.97,0
4292.31,3995.38,4250.26,4280,4625.13,4365.64,0
4285.13,3989.74,4249.74,4272.82,4583.59,4354.36,0
4292.31,3987.69,4234.87,4265.64,4610.77,4345.13,0
4273.33,3997.44,4250.77,4266.15,4606.67,4325.64,1
4295.9,3958.97,4265.64,4277.95,4608.21,4357.95,0
4317.44,4028.72,4266.15,4293.33,4626.15,4374.87,1
4312.31,3998.97,4278.46,4297.44,4619.49,4376.92,0
4344.1,3966.67,4262.56,4304.62,4701.54,4438.97,1
4272.82,3938.46,4248.21,4278.97,4581.03,4336.92,1
4272.31,4020.51,4257.95,4275.38,4569.23,4325.13,0
4265.64,4027.69,4266.67,4274.87,4610.77,4329.74,0
4213.85,4061.03,4229.23,4216.41,4469.74,4236.92,0
4283.08,4009.74,4247.18,4265.13,4601.54,4342.56,0
4258.97,3970.26,4236.41,4258.46,4594.36,4338.46,1
4301.03,4012.31,4254.36,4277.44,4600,4356.92,0
4333.33,4014.87,4282.05,4314.36,4640,4397.95,0
4281.54,3987.18,4265.13,4279.49,4588.72,4358.46,1
4283.08,4014.87,4262.05,4278.46,4592.31,4349.23,0
4292.31,4002.05,4263.08,4283.59,4603.08,4360,0
4291.79,3967.69,4252.31,4282.05,4595.38,4364.62,1
4321.54,3962.56,4260,4307.69,4639.49,4388.21,1
4288.72,4034.87,4249.23,4273.33,4581.54,4341.03,0
4282.05,4025.64,4252.82,4262.05,4606.67,4345.13,0
4306.15,4017.95,4275.38,4286.15,4635.9,4381.03,1
4234.87,4067.18,4251.28,4237.44,4496.41,4258.46,0
4305.13,4017.44,4264.1,4275.38,4609.74,4342.56,1
4311.28,4006.67,4277.95,4292.82,4634.87,4363.08,0
4348.72,3989.74,4273.33,4290.77,4669.74,4425.13,0
4365.64,3989.74,4295.9,4309.74,4664.1,4432.31,1
4233.85,4054.87,4230.77,4229.23,4499.49,4261.03,0
4288.72,3993.85,4265.64,4271.79,4596.92,4349.74,1
4293.85,4000,4266.67,4287.69,4605.64,4362.05,0
4301.03,3962.56,4243.08,4271.79,4594.36,4356.92,1
4360.51,4043.08,4324.1,4330.77,4674.36,4420.51,1
4308.72,4009.74,4268.72,4282.05,4624.62,4366.67,0
4286.67,4006.67,4261.54,4271.79,4587.18,4337.95,0
4331.79,4042.56,4266.15,4270.77,4598.46,4384.62,0
4346.67,3995.38,4277.95,4306.15,4629.23,4399.49,1
4283.08,3990.26,4263.08,4273.33,4600,4330.77,0
4278.46,3985.64,4254.36,4271.79,4584.62,4346.67,1
4280,3982.56,4264.1,4283.59,4592.82,4351.79,1
4300,3992.31,4277.95,4292.31,4596.41,4366.15,1
4308.72,4015.9,4263.08,4266.67,4603.08,4362.05,1
4273.85,4037.95,4247.18,4255.38,4572.31,4315.9,0
4298.46,4027.69,4247.69,4272.31,4598.97,4350.26,0
4276.92,3974.87,4258.97,4269.74,4579.49,4329.74,1
4282.56,3994.87,4261.54,4284.62,4608.21,4340.51,1
4403.08,4076.92,4342.56,4333.33,4647.69,4431.79,1
4312.82,4003.59,4264.1,4270.77,4594.36,4351.79,1
4305.13,3998.97,4266.15,4271.79,4607.18,4370.26,1
4286.15,4032.82,4267.18,4269.74,4621.54,4344.62,1
4288.21,4001.54,4262.05,4281.54,4597.95,4364.62,1
4277.95,4047.69,4278.46,4284.1,4610.77,4328.72,1
4285.64,4005.13,4249.23,4270.77,4608.72,4345.64,0
4279.49,4001.54,4265.13,4275.9,4566.15,4348.72,0
4279.49,3993.85,4251.28,4291.79,4608.72,4358.46,1
4250.26,3994.87,4246.67,4261.03,4578.97,4316.92,0
4307.69,4023.08,4268.21,4280,4608.21,4365.64,1
4300,4002.05,4261.03,4283.08,4623.08,4367.69,0
4284.62,3981.54,4253.33,4280,4617.44,4352.82,0
4297.44,4054.87,4251.28,4279.49,4616.41,4363.59,0
4292.31,4007.18,4258.97,4269.74,4588.21,4364.1,1
4293.33,4026.15,4254.36,4271.28,4606.15,4341.54,0
4300.51,4033.85,4265.64,4285.64,4595.9,4354.36,0
4287.69,3998.46,4262.56,4285.13,4613.85,4363.08,0
4237.44,4026.67,4245.13,4245.13,4482.56,4278.97,0
4260,3955.38,4245.13,4265.13,4565.13,4317.44,0
4273.85,4020,4245.64,4258.97,4608.21,4332.82,1
4280.51,3984.62,4253.33,4279.49,4592.31,4344.62,0
4336.41,3988.72,4266.15,4302.05,4621.03,4382.05,1
4289.74,4012.82,4246.15,4257.95,4585.13,4346.15,0
4220,4028.21,4202.56,4226.67,4549.23,4274.87,0
4198.97,3966.67,4212.31,4225.64,4515.38,4252.82,1
4267.18,4017.44,4263.08,4271.79,4608.21,4322.05,1
4289.23,3993.85,4270.77,4276.41,4600.51,4362.56,0
4329.23,3984.62,4264.62,4298.97,4619.49,4386.15,1
4304.1,4008.72,4266.15,4282.56,4595.9,4354.87,0
4303.08,4013.85,4262.56,4272.31,4614.36,4350.77,1
4290.26,4053.85,4268.21,4268.21,4600,4333.33,0
4302.56,4026.15,4274.87,4269.23,4597.95,4369.23,0
4314.36,4015.9,4274.36,4281.03,4598.97,4365.13,0
4276.41,4011.79,4257.95,4262.05,4591.79,4340,0
4303.59,4012.82,4267.69,4282.05,4624.62,4356.92,1
4271.79,3988.21,4262.05,4270.77,4591.28,4336.41,1
4265.64,3957.95,4277.95,4287.69,4585.64,4326.67,0
4302.05,4007.18,4252.31,4271.28,4603.08,4356.41,0
4253.33,4041.54,4234.36,4247.18,4569.23,4301.54,0
4330.26,4025.13,4265.13,4294.87,4653.85,4386.15,0
4346.67,4045.64,4345.13,4315.38,4654.36,4405.13,0
4303.59,3994.36,4264.62,4283.59,4615.9,4367.18,0
4283.59,3980.51,4224.62,4259.49,4606.67,4344.62,0
4312.82,4006.67,4273.33,4284.1,4604.1,4358.97,1
4290.26,3943.59,4257.95,4270.77,4598.46,4345.13,0
4304.1,4039.49,4263.59,4278.46,4607.69,4363.08,0
4314.87,4002.56,4271.79,4282.56,4622.05,4367.18,0
4282.05,3988.72,4234.36,4268.21,4603.08,4342.05,0
4277.95,3986.15,4260.51,4273.33,4604.1,4335.9,0
4309.23,4003.59,4269.23,4289.23,4625.64,4370.26,1
4229.74,3989.23,4234.36,4248.72,4530.26,4255.38,1
4298.46,4001.54,4265.13,4282.56,4592.31,4365.13,1
4295.38,3990.77,4265.64,4277.95,4619.49,4350.26,0
4243.08,3948.21,4224.1,4250.26,4579.49,4323.59,1
4284.62,3991.28,4260,4279.49,4590.77,4364.62,0
4295.38,4005.64,4257.44,4275.9,4605.64,4357.95,1
4271.79,3977.44,4250.77,4265.13,4574.36,4336.92,1
4423.08,4128.21,4296.41,4296.92,4648.21,4453.85,1
4331.28,4051.28,4269.23,4295.38,4622.56,4384.62,1
4280,4004.62,4264.62,4261.54,4590.77,4325.13,1
4367.69,4031.28,4318.97,4322.05,4631.28,4402.56,1
4294.87,4005.13,4264.62,4273.85,4603.08,4343.59,0
4300.51,3981.03,4260.51,4282.56,4607.69,4352.82,0
4298.46,3935.38,4250.26,4311.28,4665.13,4378.46,1
4290.77,4007.18,4253.33,4267.69,4591.28,4344.1,1
4323.59,4016.92,4284.62,4278.97,4606.15,4373.33,1
4307.69,4049.23,4262.56,4277.95,4606.15,4352.82,0
4320,4005.64,4267.69,4302.56,4635.38,4377.44,0
4268.21,4009.23,4259.49,4285.64,4600.51,4336.92,1
4300.51,3994.36,4265.13,4284.1,4613.33,4372.82,1
4274.87,3982.56,4241.54,4270.26,4592.31,4341.03,1
4297.95,3990.77,4254.87,4284.62,4609.74,4365.64,0
4321.54,4025.13,4284.1,4295.9,4631.79,4395.38,1
4253.33,4007.69,4250.26,4268.72,4548.72,4298.97,0
4303.59,4001.03,4265.13,4275.9,4569.23,4352.82,1
4311.79,4011.79,4268.72,4289.23,4627.69,4377.44,1
4287.69,4032.82,4272.31,4284.62,4635.38,4362.05,1
4264.62,4032.82,4232.82,4245.64,4563.08,4320,0
4294.87,3940.51,4244.62,4303.08,4664.1,4387.18,1
4311.79,4024.1,4265.13,4283.59,4608.72,4358.97,0
4284.62,3991.28,4266.15,4278.97,4599.49,4334.36,1
4365.13,4061.54,4361.03,4326.15,4657.95,4415.9,0
4305.64,4016.41,4253.85,4282.56,4606.67,4352.82,0
4313.33,4004.1,4272.82,4283.59,4610.77,4370.77,1
4310.77,4023.59,4251.28,4289.23,4615.9,4383.59,0
4297.44,4027.18,4258.46,4257.95,4596.92,4368.72,1
4251.79,4033.85,4250.26,4249.23,4488.72,4281.54,0
4285.13,3978.46,4252.31,4267.69,4567.18,4336.92,1
4282.05,4004.1,4264.1,4280,4586.15,4354.87,0
4297.44,4005.64,4265.64,4271.79,4599.49,4344.1,1
4296.41,4002.05,4269.74,4281.54,4578.46,4353.33,1
4390.26,4069.23,4294.36,4296.41,4632.31,4427.18,0
4287.69,3985.64,4246.15,4267.18,4595.38,4347.18,1
4275.9,3994.36,4250.26,4276.92,4585.13,4327.18,0
4253.33,3993.85,4249.23,4266.67,4555.9,4327.69,1
4294.87,3999.49,4271.28,4277.44,4601.03,4356.92,1
4262.56,3964.1,4276.41,4278.46,4591.28,4319.49,0
4264.1,3965.13,4243.59,4263.08,4602.05,4342.05,1
4241.03,4003.59,4230.26,4245.13,4553.33,4301.54,0
4316.92,4035.38,4272.31,4293.33,4622.56,4370.26,1
4287.69,3992.31,4260,4276.92,4619.49,4356.92,1
4288.21,4004.1,4259.49,4269.74,4572.82,4349.74,1
4299.49,4055.9,4267.18,4279.49,4610.26,4352.31,0
4405.13,4038.46,4276.92,4308.21,4680,4482.05,1
4277.44,3969.74,4264.1,4287.69,4596.41,4346.67,0
4283.08,4027.69,4258.97,4266.15,4572.31,4327.18,0
4287.18,3989.23,4265.13,4276.92,4588.21,4345.13,1
4287.69,4010.26,4250.77,4268.21,4588.72,4360.51,1
4288.21,4022.56,4267.18,4270.26,4590.26,4363.59,1
4285.64,3997.95,4258.97,4280.51,4626.67,4352.31,0
4299.49,4053.85,4289.23,4291.28,4620.51,4356.92,0
4356.41,4011.28,4300,4314.36,4610.77,4390.77,1
4275.38,3994.36,4245.13,4265.13,4605.13,4354.87,0
4315.9,4052.82,4280,4276.92,4607.69,4354.36,1
4298.46,4012.82,4257.44,4265.64,4578.97,4358.97,1
4308.21,4025.64,4260,4274.87,4612.31,4355.38,1
4366.15,3940.51,4251.79,4326.67,4774.36,4477.44,1
4309.23,4007.69,4267.69,4290.77,4618.97,4367.18,0
4333.33,4069.74,4301.03,4301.54,4607.18,4381.03,0
4229.74,4024.1,4230.26,4227.69,4454.36,4247.69,0
4285.64,4021.03,4264.62,4296.41,4621.54,4348.72,1
4275.9,3984.62,4261.54,4254.87,4587.18,4348.72,0
4288.21,4004.62,4252.82,4281.03,4633.33,4356.41,1
4274.87,3985.13,4247.69,4267.18,4603.59,4336.41,0
4282.05,3993.85,4249.23,4255.38,4577.95,4334.87,1
4333.85,3985.64,4262.05,4285.13,4664.1,4403.08,0
4286.15,4005.13,4261.03,4268.72,4602.05,4342.56,0
4298.46,4024.1,4262.05,4266.67,4567.18,4350.77,1
4291.79,4020.51,4257.44,4252.31,4586.67,4345.13,1
4296.92,4003.08,4273.33,4274.87,4601.54,4364.62,0
4244.1,4001.54,4240.51,4244.1,4539.49,4296.92,0
4268.72,3980,4247.69,4274.36,4589.74,4341.54,1
4294.36,4004.62,4276.41,4289.23,4597.95,4359.49,0
4295.9,4051.28,4252.82,4278.46,4613.33,4356.41,0
4362.56,3988.72,4263.59,4292.31,4620,4416.92,1
4380.51,4004.1,4264.62,4297.44,4645.13,4435.9,1
4278.97,3962.05,4251.79,4278.97,4588.21,4347.69,1
4261.54,3973.33,4265.13,4266.67,4583.59,4328.72,0
4299.49,4049.23,4266.67,4278.46,4614.36,4350.26,0
4296.92,4003.59,4265.13,4272.82,4593.33,4355.38,1
4271.28,3993.33,4243.59,4255.38,4609.74,4327.69,1
4318.97,4028.21,4266.67,4287.69,4608.72,4383.59,0
4372.31,4051.28,4337.44,4346.15,4691.79,4447.69,1
4314.87,4049.74,4261.03,4267.18,4597.44,4346.67,0
4293.33,3994.87,4254.36,4252.82,4597.95,4347.69,0
4241.54,3966.15,4245.64,4253.85,4522.05,4292.31,0
4305.13,4026.15,4262.05,4267.18,4606.15,4356.92,1
4288.21,4040,4249.23,4262.05,4593.85,4335.38,0
4390.26,4085.13,4350.26,4365.64,4696.41,4447.69,0
4280.51,3977.95,4261.54,4260,4582.05,4335.38,0
4310.26,4057.44,4272.31,4271.79,4609.74,4347.69,0
4307.69,4023.08,4273.33,4291.28,4622.56,4377.95,0
4303.08,4028.72,4261.54,4281.03,4618.97,4360.51,1
4277.44,4003.59,4246.15,4259.49,4590.77,4327.69,0
4294.87,4006.67,4260.51,4277.95,4597.95,4355.9,1
4276.92,3990.77,4247.69,4261.54,4597.95,4338.46,0
4318.46,4016.92,4267.18,4272.31,4623.08,4361.03,1
4313.85,4018.97,4266.15,4283.59,4584.1,4375.38,0
4289.23,4004.1,4239.49,4274.36,4643.08,4368.72,1
4290.26,4016.41,4257.95,4271.79,4578.97,4352.31,1
4278.46,3994.36,4252.82,4269.23,4589.23,4355.38,0
4278.46,3953.85,4244.1,4282.05,4635.9,4384.62,1
4474.87,4152.82,4291.79,4330.26,4700.51,4501.03,0
4322.56,4006.67,4263.08,4272.31,4606.67,4380.51,0
4262.56,3969.74,4244.1,4262.56,4598.46,4338.46,1
4335.38,4024.1,4294.87,4301.03,4630.77,4405.13,1
4284.62,3993.85,4260,4269.23,4602.05,4346.15,0
4290.26,4000.51,4258.97,4274.36,4614.36,4349.23,0
4348.72,4028.72,4283.08,4276.92,4616.41,4389.23,0
4292.82,3995.38,4265.64,4283.59,4587.69,4351.79,1
4282.05,3988.72,4261.54,4280,4604.1,4358.46,0
4264.62,4003.59,4260,4272.31,4557.95,4338.97,1
4276.92,3988.21,4252.82,4265.13,4584.1,4343.08,0
4288.72,3998.97,4264.62,4284.1,4589.74,4357.95,0
4281.54,4026.15,4248.21,4270.26,4577.95,4317.95,0
4255.9,3961.03,4258.97,4265.13,4576.41,4320,0
4307.18,4009.74,4246.67,4264.1,4600.51,4351.28,0
4315.9,3988.72,4261.03,4286.67,4595.9,4378.46,1
4303.59,4006.67,4244.62,4290.26,4613.85,4376.92,0
4333.85,4057.44,4280,4276.41,4594.36,4368.21,1
4291.28,4013.33,4260.51,4271.28,4594.87,4339.49,1
4450.26,4104.1,4313.33,4315.9,4647.69,4473.85,0
4291.79,3998.97,4260,4284.1,4629.74,4365.13,1
4305.13,4048.72,4263.59,4276.92,4614.87,4355.9,0
4277.95,4005.64,4249.74,4278.46,4623.59,4347.69,1
4321.03,3968.72,4252.31,4297.95,4702.05,4417.44,1
4324.1,4022.05,4287.18,4307.69,4636.41,4390.77,0
4298.97,4027.18,4270.77,4267.18,4611.28,4351.28,1
4313.33,4015.38,4269.74,4289.74,4609.74,4385.64,0
4288.21,3981.03,4256.41,4270.77,4606.15,4351.28,0
4283.59,3995.9,4243.08,4263.59,4585.64,4354.36,1
4332.31,4013.85,4305.64,4305.64,4619.49,4379.49,1
4315.9,3996.92,4273.85,4286.67,4591.28,4364.1,1
4295.38,3997.44,4245.13,4270.77,4609.23,4345.64,0
4290.26,4016.92,4264.62,4268.72,4602.05,4335.9,1
4291.28,3992.82,4263.59,4267.69,4584.1,4336.92,1
4282.56,3976.92,4263.08,4286.15,4609.74,4356.92,0
4311.79,4007.18,4267.69,4273.33,4607.69,4370.26,1
4303.08,4003.59,4267.18,4280,4600,4346.15,0
4295.38,4064.1,4278.46,4276.41,4579.49,4327.69,0
4314.36,4009.23,4288.72,4306.67,4624.62,4386.67,1
4297.44,4049.74,4264.62,4273.33,4600,4347.18,0
4293.33,4000,4264.1,4276.41,4598.97,4354.87,1
4313.33,4013.85,4264.1,4273.85,4615.38,4364.1,1
4318.46,3917.95,4250.26,4313.85,4730.26,4432.82,1
4302.05,3995.9,4262.56,4296.92,4633.85,4369.74,0
4312.82,4004.62,4269.74,4287.18,4618.97,4371.28,0
4260,3988.72,4238.46,4258.97,4593.33,4328.21,1
4281.54,4028.21,4262.56,4264.1,4620,4349.74,1
4280.51,3984.62,4256.41,4279.49,4599.49,4354.36,0
4328.72,4021.54,4289.23,4309.74,4636.41,4391.79,0
4284.1,4012.31,4254.87,4261.54,4579.49,4332.31,0
4305.64,4016.41,4273.33,4280,4613.33,4365.64,1
4280.51,4017.44,4247.18,4263.59,4591.79,4334.87,0
4359.49,4047.18,4274.87,4294.36,4621.03,4397.44,0
4302.05,4015.9,4250.26,4275.9,4596.41,4367.18,0
4276.92,3940,4247.69,4303.08,4654.36,4365.13,1
4279.49,3986.15,4260.51,4261.03,4588.21,4350.77,1
4312.31,4005.13,4268.72,4290.77,4627.18,4368.72,0
4281.54,3981.03,4262.05,4272.31,4583.59,4331.28,0
4272.31,4022.56,4245.64,4257.95,4621.54,4335.9,1
4329.74,4018.46,4263.59,4290.26,4636.41,4396.41,0
4404.62,4041.54,4290.77,4316.41,4674.87,4470.26,1
4314.36,4013.85,4282.56,4297.44,4614.36,4372.31,0
4283.59,3989.74,4264.1,4274.87,4605.13,4350.26,0
4420,4108.72,4297.44,4294.36,4606.67,4451.28,0
4292.31,4012.31,4252.82,4260.51,4589.23,4324.62,1
4276.41,3992.82,4262.05,4265.64,4590.26,4334.36,1
4293.85,3997.44,4250.77,4279.49,4608.72,4354.36,0
4289.74,4038.46,4245.64,4248.72,4583.59,4328.21,0
4276.41,3987.18,4238.97,4265.64,4588.21,4342.05,1
4307.69,4007.18,4245.64,4282.56,4607.18,4380.51,0
4312.82,4005.64,4276.41,4291.28,4614.36,4377.44,1
4275.9,4053.85,4249.74,4258.46,4562.56,4314.87,0
4274.87,4055.38,4272.82,4261.54,4554.87,4306.15,0
4277.95,3986.67,4257.95,4274.87,4604.62,4350.26,0
4304.1,4037.44,4245.13,4271.28,4615.9,4354.87,1
4298.46,4012.82,4272.82,4273.33,4603.59,4358.46,1
4280,3984.1,4231.79,4264.62,4598.97,4333.33,0
4390.77,4114.36,4306.15,4297.44,4579.49,4430.26,1
4296.92,4009.74,4268.21,4281.54,4606.67,4373.85,1
4321.03,4028.21,4263.59,4285.13,4606.15,4390.26,0
4286.15,3983.59,4263.59,4262.56,4573.33,4354.36,1
4295.9,4008.72,4265.13,4276.92,4603.08,4360,1
4316.41,4000,4269.23,4282.05,4591.79,4356.41,1
4267.18,3970.77,4243.59,4269.23,4586.67,4339.49,1
4322.05,4043.08,4282.05,4293.85,4629.23,4378.46,1
4280.51,3991.28,4255.9,4278.97,4601.03,4337.44,1
4344.62,4023.59,4302.56,4305.64,4618.97,4389.74,1
4423.59,4070.26,4293.85,4306.15,4713.85,4494.36,0
4277.95,3976.92,4244.62,4272.82,4607.18,4345.64,1
4303.59,3988.72,4262.56,4291.28,4651.28,4390.77,1
4282.05,4008.72,4271.79,4280.51,4620,4336.41,1
