FC5,T7,P7,O1,2,P8,T8,FC6,label
4108.21,4335.38,4631.79,4060,4613.33,4211.28,4223.59,4202.56,0
4136.41,4348.21,4629.74,4114.36,4600,4198.46,4216.41,4177.44,0
4120.51,4337.95,4620,4079.49,4592.82,4178.46,4235.9,4190.26,0
4117.95,4332.31,4622.56,4060.51,4593.33,4190.26,4237.44,4208.72,0
4139.49,4330.26,4614.87,4072.31,4610.26,4195.38,4226.15,4181.03,1
4133.33,4346.15,4617.95,4053.85,4594.87,4176.41,4180,4130.26,0
4128.21,4345.64,4617.95,4076.92,4614.87,4188.72,4223.59,4190.77,1
4121.03,4320.51,4618.46,4059.49,4601.54,4187.18,4221.03,4192.82,0
4148.21,4381.03,4644.62,4094.87,4627.18,4208.21,4226.15,4192.31,0
4159.49,4358.46,4631.28,4069.74,4631.79,4215.9,4263.08,4238.97,0
4123.08,4353.33,4609.74,4082.56,4591.28,4187.18,4235.9,4225.13,1
4118.46,4350.77,4620,4070.77,4604.1,4177.44,4220.51,4209.23,1
4106.15,4346.15,4625.64,4060,4621.54,4207.18,4238.46,4177.95,0
4171.79,4344.1,4609.23,4070.26,4586.67,4181.03,4249.74,4241.03,0
4107.18,4330.26,4602.05,4056.92,4616.41,4204.62,4233.85,4214.36,1
4131.79,4328.72,4600.51,4063.59,4605.13,4200.51,4213.33,4189.74,1
4108.21,4340,4601.03,4070.26,4586.67,4172.31,4217.44,4196.92,1
4123.08,4355.38,4631.28,4072.82,4625.64,4216.92,4240.51,4196.92,0
4143.59,4364.1,4651.79,4093.33,4643.59,4221.54,4264.1,4243.08,0
4125.13,4344.1,4622.05,4081.03,4622.56,4197.95,4235.9,4205.64,1
4121.03,4339.49,4620.51,4108.21,4614.36,4207.18,4222.05,4222.56,1
4106.67,4325.64,4606.67,4069.74,4620,4187.69,4216.92,4193.33,0
4135.9,4360,4638.97,4087.18,4637.95,4211.79,4258.46,4241.03,0
4143.59,4343.08,4615.38,4070.26,4608.21,4201.03,4232.31,4208.72,1
4124.62,4342.56,4615.9,4048.72,4607.69,4197.95,4225.64,4183.08,0
4127.18,4337.95,4617.95,4061.03,4606.15,4193.85,4221.54,4201.03,1
4123.59,4345.13,4633.33,4090.77,4608.21,4199.49,4250.26,4208.21,0
4126.67,4336.41,4617.95,4058.97,4604.1,4181.03,4193.33,4161.54,0
4111.79,4331.28,4611.28,4036.92,4594.36,4181.54,4215.38,4183.59,1
4119.49,4329.74,4595.38,4061.54,4590.26,4188.21,4228.72,4197.95,1
4134.36,4343.59,4620.51,4090.26,4612.82,4190.77,4232.31,4201.54,1
4138.46,4343.59,4616.92,4061.03,4601.54,4177.44,4191.28,4166.67,0
4230.26,4452.82,4747.69,4166.67,4717.95,4301.03,4345.13,4321.54,0
4133.33,4344.1,4620,4076.41,4612.31,4188.21,4212.82,4185.64,0
4122.56,4337.95,4632.31,4122.56,4625.13,4210.77,4218.46,4174.36,1
4155.9,4334.36,4607.18,4056.92,4614.36,4186.67,4221.03,4193.85,0
4097.44,4331.79,4604.62,4053.33,4607.18,4190.26,4229.74,4202.56,1
4148.21,4378.97,4657.95,4104.62,4646.15,4225.64,4248.21,4194.36,1
4136.41,4340,4631.79,4053.85,4612.31,4197.44,4221.54,4204.1,0
4102.05,4327.18,4633.33,4098.46,4604.1,4182.56,4223.59,4190.26,0
4091.28,4330.26,4605.64,4053.85,4613.33,4194.36,4224.62,4186.15,1
4110.26,4351.28,4625.64,4058.46,4621.54,4193.85,4227.69,4186.15,0
4158.97,4378.46,4669.23,4112.31,4660.51,4245.13,4282.05,4264.1,0
4119.49,4330.77,4615.38,4075.9,4619.49,4192.31,4221.03,4192.82,1
4105.13,4335.9,4603.08,4040,4607.69,4198.97,4214.36,4200.51,1
4123.08,4334.87,4615.38,4055.9,4613.85,4209.74,4224.62,4206.15,1
4094.87,4321.03,4593.33,4039.49,4605.64,4184.62,4205.13,4191.79,1
4134.87,4336.92,4612.82,4074.87,4592.31,4195.9,4236.41,4197.44,1
4115.9,4327.69,4590.77,4077.95,4610.77,4202.56,4228.21,4195.38,0
4118.46,4333.85,4631.28,4066.67,4614.87,4207.18,4244.1,4221.54,0
4123.59,4330.26,4613.33,4054.87,4617.95,4208.72,4236.41,4214.36,0
4115.38,4330.26,4588.21,4037.95,4595.9,4177.95,4225.64,4188.21,0
4137.95,4370.77,4645.13,4091.28,4648.21,4225.64,4248.72,4223.08,0
4119.49,4337.95,4613.33,4076.41,4623.08,4200,4219.49,4198.97,0
4091.28,4327.69,4602.56,4040.51,4598.46,4188.72,4226.67,4177.95,0
4196.92,4421.54,4714.87,4143.59,4689.23,4270.77,4318.46,4293.85,0
4094.87,4321.54,4609.23,4043.59,4607.18,4182.05,4215.9,4183.59,1
4121.03,4332.31,4617.95,4058.97,4612.82,4189.74,4235.38,4202.05,1
4136.41,4344.1,4636.41,4070.77,4602.05,4192.31,4236.41,4195.38,0
4093.85,4330.26,4614.36,4047.69,4605.13,4185.13,4208.21,4185.64,0
4122.56,4338.97,4627.18,4074.36,4605.64,4207.69,4234.87,4180,0
4120.51,4340.51,4628.72,4078.46,4623.59,4207.69,4216.41,4195.38,0
4107.69,4330.77,4611.79,4066.67,4621.03,4207.69,4224.62,4203.59,0
4158.97,4383.59,4660,4108.72,4654.87,4236.41,4255.9,4208.21,1
4103.08,4328.21,4608.72,4064.1,4636.41,4213.85,4238.97,4191.28,1
4133.33,4356.92,4601.54,4075.9,4600,4201.54,4257.44,4253.85,1
4126.67,4331.28,4613.85,4050.26,4613.33,4193.85,4220.51,4207.18,0
4098.97,4335.9,4617.44,4060.51,4615.9,4206.67,4221.03,4188.72,0
4166.67,4360.51,4626.67,4073.85,4620.51,4201.54,4230.77,4220.51,0
4157.44,4333.85,4603.59,4047.69,4592.31,4189.23,4230.26,4234.36,0
4123.08,4346.67,4626.15,4075.9,4637.95,4197.95,4233.33,4218.97,0
4136.92,4344.1,4616.92,4075.38,4597.95,4203.59,4248.72,4202.05,1
4135.38,4362.05,4641.03,4082.05,4637.44,4205.13,4242.56,4196.92,0
4154.87,4371.28,4667.18,4106.67,4655.38,4228.21,4271.79,4252.31,0
4128.21,4346.15,4634.87,4068.21,4632.31,4223.59,4232.82,4205.13,0
4108.21,4332.82,4617.44,4051.79,4590.77,4177.44,4225.13,4196.41,1
4141.03,4327.18,4609.23,4066.67,4625.13,4201.03,4217.44,4187.18,1
4105.64,4325.64,4603.08,4054.36,4613.33,4201.03,4224.62,4190.77,1
4166.67,4352.82,4616.41,4078.97,4598.46,4188.21,4229.74,4195.38,1
4124.62,4334.36,4615.9,4073.85,4595.38,4187.69,4226.67,4199.49,0
4116.92,4347.69,4616.92,4049.74,4618.46,4213.33,4247.69,4217.44,1
4122.05,4324.62,4608.21,4067.18,4605.64,4207.69,4238.46,4208.21,0
4101.03,4329.74,4602.56,4086.15,4605.13,4192.31,4220.51,4204.62,1
4153.33,4340.51,4610.26,4072.82,4623.08,4216.41,4247.18,4214.87,1
4108.72,4335.9,4621.03,4072.31,4639.49,4227.18,4243.59,4206.67,1
4091.79,4343.08,4620,4098.46,4641.03,4233.85,4241.54,4197.44,1
4124.1,4336.41,4628.21,4058.97,4611.79,4209.74,4228.21,4196.92,0
4118.97,4337.95,4616.92,4077.95,4612.82,4197.44,4224.62,4192.82,0
4112.31,4330.26,4616.41,4066.67,4633.85,4223.08,4243.08,4207.18,1
4134.36,4326.67,4613.33,4038.46,4589.23,4185.13,4215.38,4196.41,1
4124.1,4350.26,4620,4059.49,4622.05,4207.18,4248.72,4231.28,0
4116.41,4330.26,4608.72,4064.62,4596.92,4181.54,4184.62,4151.28,1
4122.05,4324.62,4590.26,4080,4605.13,4188.21,4220,4194.36,0
4123.59,4341.03,4612.31,4064.62,4614.36,4200,4225.13,4214.87,0
4091.28,4334.87,4603.08,4094.36,4624.62,4215.9,4251.79,4244.62,1
4111.28,4322.05,4613.85,4060,4609.74,4198.97,4211.79,4174.87,1
4100,4329.23,4598.97,4038.46,4608.21,4196.92,4218.46,4198.97,1
4137.44,4348.21,4615.9,4047.18,4588.72,4185.13,4186.67,4136.41,0
4148.72,4321.03,4592.82,4054.87,4576.41,4172.82,4211.28,4148.21,0
4109.74,4333.85,4617.95,4062.56,4622.56,4211.79,4224.1,4195.38,1
4124.62,4336.92,4611.79,4055.9,4601.54,4177.44,4201.03,4184.1,0
4116.41,4330.77,4599.49,4053.33,4592.82,4181.54,4206.67,4183.59,1
4108.72,4328.72,4611.79,4041.03,4611.79,4200,4233.33,4194.36,0
4118.97,4350.77,4631.28,4067.69,4616.41,4213.85,4244.62,4199.49,0
4124.1,4330.77,4603.08,4061.54,4606.15,4190.77,4217.95,4190.26,0
4101.54,4323.59,4608.72,4086.15,4608.72,4191.79,4230.26,4203.08,0
4136.92,4355.9,4630.77,4082.05,4633.85,4202.56,4233.85,4209.74,0
4122.05,4345.13,4625.13,4074.36,4623.59,4209.74,4238.97,4223.59,0
4112.82,4326.15,4617.95,4073.85,4607.69,4197.95,4231.28,4200,0
4124.62,4335.38,4613.33,4067.69,4609.23,4197.44,4207.69,4194.87,0
4111.28,4331.79,4617.95,4054.36,4618.46,4194.87,4231.28,4192.82,1
4124.1,4349.23,4633.85,4066.67,4626.15,4218.97,4253.33,4225.13,0
4127.18,4354.36,4626.67,4067.69,4603.59,4188.21,4224.1,4192.82,0
4109.74,4332.82,4608.21,4044.62,4601.03,4188.21,4211.79,4178.46,1
4086.67,4335.9,4615.38,4065.13,4609.23,4172.31,4207.69,4160.51,1
4118.97,4358.46,4641.03,4115.9,4628.72,4217.95,4242.56,4236.41,1
4108.72,4344.62,4630.77,4085.64,4640,4218.97,4253.33,4214.87,0
4101.54,4344.62,4625.64,4107.69,4622.05,4215.9,4224.62,4223.59,1
4110.26,4331.28,4614.87,4076.41,4629.23,4208.21,4231.79,4203.08,0
4147.69,4353.33,4630.77,4069.23,4617.95,4215.38,4248.21,4224.1,0
4106.67,4350.77,4629.74,4069.74,4626.15,4223.08,4236.92,4206.67,0
4123.08,4335.38,4616.92,4053.33,4615.9,4185.64,4223.08,4195.38,1
4121.03,4324.1,4621.03,4058.46,4613.33,4201.54,4234.87,4203.08,0
4123.08,4339.49,4616.41,4072.31,4605.13,4176.41,4216.92,4191.79,0
4092.31,4339.49,4620.51,4067.18,4613.85,4210.26,4233.85,4211.79,0
4106.67,4337.95,4615.9,4063.59,4607.18,4191.28,4217.95,4196.41,0
4110.26,4346.67,4615.9,4075.38,4628.72,4199.49,4238.46,4195.9,0
4089.23,4327.18,4617.44,4076.41,4624.1,4215.9,4239.49,4224.62,0
4122.05,4348.72,4628.72,4073.85,4626.67,4208.72,4239.49,4209.74,0
4113.33,4328.72,4613.85,4061.03,4634.36,4215.9,4244.1,4208.21,0
4127.69,4346.67,4636.41,4083.59,4590.26,4195.38,4237.44,4198.97,0
4142.05,4334.36,4615.9,4054.87,4597.95,4188.72,4225.13,4222.05,0
4113.85,4332.82,4608.21,4050.77,4607.69,4193.33,4225.13,4195.9,1
4101.54,4327.69,4614.87,4075.9,4605.64,4188.72,4216.92,4186.67,0
4134.36,4341.03,4614.36,4066.67,4610.77,4198.97,4214.87,4177.95,0
4138.97,4342.05,4619.49,4067.18,4604.62,4200,4213.85,4194.36,0
4140.51,4356.92,4616.92,4062.56,4623.59,4200.51,4223.59,4211.28,0
4134.36,4348.72,4612.31,4053.85,4585.13,4163.59,4160,4111.28,0
4123.08,4335.38,4601.03,4054.36,4601.03,4176.92,4215.38,4183.59,1
4116.92,4331.79,4606.15,4060.51,4599.49,4181.54,4195.38,4184.1,0
4086.67,4329.74,4617.44,4107.69,4646.15,4237.95,4250.77,4238.97,1
4120,4348.21,4620,4070.77,4615.38,4202.56,4232.82,4217.95,0
4110.26,4347.69,4615.9,4081.54,4625.64,4225.64,4256.41,4220,0
4120,4344.62,4620.51,4057.95,4622.05,4205.13,4237.44,4175.38,1
4122.05,4323.08,4604.1,4050.77,4594.87,4177.44,4197.95,4172.31,1
4098.97,4340.51,4616.92,4073.85,4612.82,4207.18,4242.56,4208.21,0
4117.95,4323.59,4610.77,4071.79,4611.28,4191.79,4219.49,4197.44,0
4121.54,4346.67,4638.97,4063.59,4618.97,4206.15,4242.56,4216.92,0
4122.56,4326.67,4585.13,4083.59,4601.54,4185.64,4227.18,4177.95,0
4132.31,4341.54,4616.92,4067.18,4591.79,4164.62,4194.36,4174.87,1
4115.38,4332.31,4592.82,4073.33,4611.28,4196.92,4228.72,4206.15,0
4116.41,4332.82,4608.72,4092.82,4630.77,4213.85,4229.23,4194.87,0
4109.23,4346.15,4622.56,4090.26,4621.54,4206.15,4234.36,4211.28,1
4123.08,4331.28,4622.05,4062.56,4629.74,4211.28,4234.87,4203.08,0
4125.64,4328.72,4605.64,4055.38,4614.36,4208.21,4253.85,4239.49,1
4133.85,4342.05,4620.51,4076.92,4609.23,4203.59,4226.15,4197.95,0
4100,4331.28,4621.54,4056.92,4625.13,4203.59,4239.49,4172.82,0
4115.9,4343.08,4616.92,4068.72,4617.95,4214.87,4232.82,4184.1,1
4153.33,4345.64,4587.18,4093.33,4616.92,4202.56,4232.82,4209.74,0
4153.33,4357.44,4636.92,4077.95,4641.54,4212.82,4241.54,4225.13,0
4138.97,4342.05,4623.59,4062.05,4597.44,4184.1,4206.67,4143.08,0
4122.05,4339.49,4621.03,4064.1,4601.54,4189.74,4233.33,4184.62,0
4105.13,4334.36,4616.41,4053.33,4602.05,4183.59,4216.41,4195.9,0
4161.54,4345.64,4601.54,4059.49,4587.69,4198.97,4255.9,4241.54,1
4095.38,4343.59,4615.9,4083.59,4613.85,4195.9,4240,4200,1
4097.44,4324.62,4600.51,4051.79,4597.95,4193.85,4226.15,4196.92,1
4134.36,4324.62,4608.72,4058.97,4613.33,4190.26,4222.56,4190.77,1
4134.87,4339.49,4620.51,4074.87,4620,4200,4228.72,4197.44,1
4121.54,4320.51,4600,4058.97,4587.69,4186.67,4226.67,4189.23,1
4139.49,4356.92,4630.26,4085.64,4637.44,4228.21,4287.18,4286.15,1
4125.13,4341.03,4616.41,4054.36,4608.21,4194.87,4219.49,4205.13,1
4117.44,4346.67,4620.51,4104.1,4603.59,4203.08,4206.15,4181.03,0
4108.72,4338.97,4621.03,4052.31,4620,4201.54,4243.08,4206.67,1
4155.38,4356.92,4636.92,4081.54,4638.46,4208.21,4244.1,4220.51,0
4100.51,4317.44,4600,4060.51,4601.03,4192.31,4222.56,4206.67,1
4096.92,4336.92,4617.44,4069.23,4608.72,4167.69,4211.79,4166.15,1
4120,4343.08,4625.64,4072.31,4607.18,4204.1,4226.15,4203.59,0
4105.64,4344.1,4629.23,4070.77,4616.41,4192.82,4219.49,4202.56,0
4106.15,4346.15,4624.1,4073.33,4612.82,4204.1,4238.46,4215.38,0
4188.72,4419.49,4702.56,4166.67,4694.87,4276.41,4311.28,4306.67,1
4150.26,4363.59,4651.28,4098.46,4634.87,4210.77,4250.77,4231.79,0
4114.36,4318.97,4616.92,4059.49,4636.41,4214.87,4236.92,4196.41,1
4105.13,4331.79,4630.77,4054.87,4615.38,4211.79,4232.31,4205.13,0
4107.69,4333.85,4614.36,4067.69,4608.21,4185.13,4234.87,4198.46,1
4144.62,4364.62,4633.33,4093.33,4664.62,4200.51,4220,4207.69,0
4113.85,4343.08,4617.95,4076.92,4618.97,4196.92,4211.28,4194.87,0
4111.28,4331.79,4623.08,4083.08,4601.03,4188.72,4232.82,4201.54,0
4116.92,4344.1,4611.79,4076.92,4613.85,4193.85,4221.54,4177.95,0
4105.64,4344.1,4619.49,4105.64,4615.38,4194.36,4222.05,4208.72,1
4104.62,4324.1,4604.62,4071.79,4611.28,4200,4221.54,4190.77,0
4145.13,4366.15,4648.72,4103.59,4668.21,4206.67,4231.28,4206.15,0
4095.38,4331.28,4602.56,4099.49,4620,4206.15,4240.51,4245.64,1
4109.23,4333.85,4597.95,4083.59,4612.31,4198.46,4225.13,4206.67,1
4121.54,4332.31,4619.49,4064.1,4608.72,4207.18,4227.69,4210.26,0
4138.97,4337.95,4617.95,4068.72,4589.23,4195.9,4241.03,4198.46,1
4141.03,4342.56,4613.33,4058.97,4622.05,4203.59,4241.03,4206.15,1
4168.72,4390.26,4650.77,4094.87,4630.77,4208.72,4228.72,4195.38,0
4091.79,4327.69,4590.26,4037.95,4603.59,4187.69,4234.36,4196.92,0
4142.56,4326.15,4587.69,4088.21,4610.77,4190.77,4223.08,4172.31,0
4121.03,4315.38,4615.38,4060.51,4593.85,4176.41,4210.26,4175.9,0
4153.33,4364.62,4653.85,4103.59,4640,4220.51,4263.59,4247.18,0
4186.15,4341.54,4604.1,4067.69,4593.33,4180.51,4257.95,4244.1,0
4120.51,4329.23,4613.85,4081.54,4598.97,4194.87,4227.69,4176.41,0
4166.15,4381.03,4676.92,4112.82,4661.54,4244.1,4285.13,4263.08,0
4101.03,4332.31,4617.95,4067.18,4614.36,4211.79,4229.23,4200.51,0
4136.92,4345.64,4611.79,4071.28,4611.79,4191.79,4213.85,4194.87,0
4108.72,4332.31,4610.26,4054.36,4601.03,4178.46,4215.9,4197.95,0
4105.64,4328.72,4611.79,4070.77,4613.85,4188.72,4205.13,4192.82,0
4096.41,4329.23,4595.9,4083.08,4614.36,4212.82,4248.21,4255.38,1
4122.05,4332.82,4623.59,4073.33,4610.77,4205.64,4238.46,4209.74,0
4103.59,4343.59,4615.38,4055.9,4618.46,4207.18,4226.67,4192.82,0
4135.9,4348.21,4619.49,4073.85,4595.9,4188.72,4207.69,4196.92,0
4111.79,4324.62,4614.36,4060,4595.9,4186.15,4241.03,4215.38,0
4098.46,4334.87,4619.49,4095.9,4586.15,4184.62,4195.9,4164.62,0
4106.15,4324.62,4603.08,4070.26,4610.77,4190.77,4245.13,4190.26,1
4099.49,4336.41,4633.33,4103.08,4634.36,4221.54,4225.64,4193.33,0
4107.69,4332.31,4608.21,4086.67,4613.85,4205.13,4230.77,4208.72,1
4132.82,4348.72,4624.62,4095.38,4585.13,4190.26,4214.36,4195.9,0
4139.49,4330.77,4610.26,4061.03,4620,4224.62,4251.79,4247.69,1
4119.49,4352.82,4628.72,4073.33,4631.28,4216.92,4239.49,4227.69,0
4139.49,4371.79,4647.69,4102.05,4647.18,4227.69,4245.64,4194.36,1
4122.05,4333.85,4621.54,4061.54,4611.28,4195.9,4226.67,4209.74,1
4092.82,4323.59,4601.03,4089.74,4610.26,4188.21,4210.77,4194.36,1
4117.95,4358.97,4625.64,4071.79,4618.97,4195.9,4232.82,4205.13,0
4129.23,4354.87,4630.77,4075.38,4600.51,4209.23,4228.21,4197.44,0
4153.33,4353.85,4631.28,4080,4615.38,4213.85,4255.38,4208.21,1
4124.62,4324.1,4603.59,4061.03,4600,4184.1,4226.15,4207.69,0
4108.21,4345.64,4629.74,4118.97,4625.13,4234.36,4247.18,4219.49,1
4105.64,4333.33,4611.79,4050.77,4589.74,4147.69,4198.46,4160,1
4132.31,4346.67,4618.97,4085.64,4573.85,4176.92,4211.28,4192.82,0
4108.21,4331.79,4608.72,4067.69,4614.36,4188.21,4214.87,4196.41,0
4118.97,4322.05,4601.54,4042.56,4614.87,4175.9,4208.21,4195.9,1
4130.26,4344.1,4616.92,4053.33,4602.56,4182.05,4185.13,4142.05,0
4126.15,4363.59,4632.82,4075.9,4632.31,4233.85,4277.95,4234.36,1
4120.51,4329.74,4599.49,4070.26,4586.67,4181.03,4214.87,4145.13,0
4140,4345.13,4625.64,4055.38,4623.08,4220.51,4244.62,4226.67,1
4138.97,4348.21,4611.28,4056.92,4593.33,4194.36,4214.87,4195.9,1
4122.05,4326.15,4618.97,4071.79,4602.05,4202.05,4236.41,4204.62,0
4108.72,4342.56,4618.97,4062.05,4613.33,4191.28,4223.08,4185.13,1
4110.77,4345.13,4622.56,4054.87,4618.97,4187.69,4224.62,4189.74,0
4127.18,4331.79,4600,4038.97,4601.03,4192.82,4221.03,4204.62,1
4113.33,4331.28,4610.77,4043.08,4592.82,4180,4222.56,4197.95,1
4109.23,4330.77,4612.31,4054.36,4618.46,4201.54,4237.44,4204.62,0
4121.54,4334.87,4633.33,4070.77,4620.51,4206.67,4243.59,4217.44,0
4107.18,4340,4628.21,4073.33,4646.15,4218.46,4238.46,4204.62,0
4108.21,4341.54,4622.56,4057.44,4606.67,4203.59,4243.08,4179.49,0
4138.46,4330.77,4616.41,4042.56,4594.87,4191.28,4217.44,4185.64,1
4116.92,4338.46,4623.08,4063.08,4621.03,4206.67,4239.49,4209.23,0
4119.49,4346.15,4623.59,4111.79,4629.74,4230.26,4244.1,4218.46,1
4133.85,4345.13,4629.74,4070.26,4630.26,4215.9,4247.69,4223.59,0
4113.85,4321.03,4615.9,4084.1,4624.1,4211.79,4258.46,4206.67,1
4091.79,4330.26,4620,4061.54,4624.1,4213.33,4231.28,4195.38,1
4140.51,4350.26,4627.69,4106.67,4594.36,4203.59,4215.38,4183.59,0
4137.44,4377.44,4648.72,4091.79,4627.69,4209.23,4236.92,4208.21,0
4147.18,4342.05,4615.9,4054.36,4581.03,4162.56,4182.05,4111.79,0
4104.62,4325.64,4605.64,4070.77,4616.41,4181.03,4212.31,4196.92,0
4093.33,4330.26,4612.82,4066.15,4592.31,4179.49,4224.62,4187.18,1
4123.59,4346.15,4575.9,4086.67,4601.54,4188.21,4224.1,4196.41,0
4137.95,4366.67,4647.18,4081.54,4636.92,4221.03,4260.51,4246.67,0
4108.72,4348.72,4633.33,4106.15,4626.15,4202.05,4232.31,4207.69,1
4142.05,4353.85,4623.08,4071.79,4618.46,4207.69,4235.9,4205.64,0
4120.51,4329.74,4614.87,4054.87,4615.9,4187.18,4226.15,4200,0
4092.82,4324.62,4611.79,4081.03,4634.36,4222.05,4248.72,4211.79,1
4088.72,4327.69,4621.03,4103.08,4631.79,4206.67,4230.26,4226.67,1
4134.36,4358.46,4627.69,4092.31,4595.9,4192.31,4219.49,4190.26,0
4122.56,4332.82,4617.44,4074.87,4600,4186.15,4217.44,4191.79,0
4130.77,4378.97,4651.79,4097.44,4637.95,4226.67,4242.56,4216.41,1
4157.95,4341.54,4622.05,4060.51,4595.38,4179.49,4191.79,4131.79,0
4133.33,4336.92,4619.49,4080,4605.64,4213.33,4260,4212.82,1
4129.74,4355.9,4626.67,4081.54,4628.72,4206.67,4243.08,4226.67,0
4106.15,4332.31,4605.64,4058.46,4594.36,4197.44,4229.23,4230.26,0
4137.44,4350.26,4621.54,4087.18,4620.51,4213.33,4272.31,4237.95,1
4134.87,4335.9,4616.92,4068.72,4582.05,4170.77,4194.36,4131.28,0
4113.33,4337.44,4615.9,4065.13,4619.49,4202.56,4234.87,4166.15,1
4095.38,4341.54,4625.64,4080,4627.69,4202.05,4231.79,4210.26,0
4092.31,4335.38,4602.05,4074.36,4614.87,4203.08,4244.1,4198.97,1
4182.56,4407.69,4684.62,4150.77,4676.92,4263.59,4289.74,4283.08,1
4136.92,4343.59,4608.21,4083.08,4625.64,4213.33,4241.54,4210.26,0
4119.49,4318.97,4616.92,4069.74,4594.87,4172.31,4216.41,4184.1,0
4129.23,4333.85,4609.23,4044.62,4607.69,4190.26,4210.77,4203.59,0
4112.31,4333.33,4627.69,4103.08,4628.72,4206.67,4218.46,4208.21,1
4121.54,4326.15,4610.26,4070.26,4609.74,4178.97,4224.62,4202.56,0
4107.69,4326.15,4601.54,4055.9,4613.85,4186.15,4229.74,4202.56,1
4119.49,4333.33,4597.95,4042.05,4618.97,4205.13,4221.03,4211.79,1
4123.08,4335.38,4616.92,4061.03,4629.23,4206.67,4242.05,4202.05,1
4109.23,4330.77,4620,4068.21,4615.38,4202.56,4230.77,4194.36,1
4122.56,4342.56,4621.54,4062.56,4619.49,4211.28,4217.95,4180.51,0
4120.51,4351.28,4628.21,4100,4607.18,4204.1,4228.21,4201.54,0
4121.54,4327.69,4611.28,4040.51,4611.28,4180.51,4218.97,4191.79,1
4125.13,4321.54,4614.36,4044.1,4602.56,4188.21,4210.77,4192.31,1
4200,4397.44,4665.13,4132.31,4669.74,4254.36,4274.87,4227.18,1
4117.44,4336.41,4614.87,4066.15,4602.05,4190.77,4223.08,4201.54,1
4120.51,4332.82,4606.15,4061.03,4613.85,4190.26,4222.05,4191.79,1
4139.49,4344.1,4617.44,4044.62,4608.72,4206.15,4235.38,4199.49,1
4105.64,4328.21,4604.1,4088.72,4610.26,4198.46,4223.08,4208.21,1
4154.36,4385.13,4656.92,4109.23,4648.72,4210.26,4241.03,4203.08,1
4097.95,4330.77,4616.41,4061.03,4614.36,4211.28,4237.44,4210.26,0
4116.92,4335.38,4616.92,4074.36,4614.87,4191.79,4217.44,4190.77,0
4107.69,4341.54,4601.03,4041.03,4615.9,4198.97,4228.21,4217.44,1
4117.44,4329.74,4621.03,4070.26,4599.49,4182.56,4216.41,4180.51,0
4134.87,4350.26,4615.38,4067.18,4621.54,4193.33,4227.18,4200,1
4117.95,4345.64,4601.03,4087.18,4624.62,4209.23,4231.79,4215.9,0
4094.36,4312.82,4613.33,4070.77,4614.36,4203.08,4240.51,4212.31,0
4124.1,4350.26,4629.23,4076.92,4618.97,4210.26,4231.79,4208.21,0
4111.28,4337.95,4613.85,4062.56,4609.23,4188.72,4222.05,4203.59,1
4125.13,4334.87,4614.87,4067.69,4606.67,4191.79,4220,4196.41,0
4142.05,4329.23,4585.64,4086.15,4604.62,4191.79,4225.13,4165.64,0
4107.18,4333.33,4621.54,4058.97,4621.54,4202.05,4237.44,4205.64,0
4133.33,4343.59,4617.44,4054.87,4600.51,4186.15,4183.59,4134.87,0
4096.92,4317.44,4606.67,4072.82,4598.97,4188.72,4208.21,4174.87,0
4110.26,4338.46,4619.49,4047.18,4609.74,4201.03,4229.23,4195.38,1
4104.1,4339.49,4618.46,4076.41,4629.23,4202.05,4230.26,4207.18,0
4112.82,4329.74,4616.41,4092.82,4618.97,4208.21,4227.18,4184.62,1
4120,4345.64,4574.87,4099.49,4597.95,4184.1,4216.92,4187.18,0
4108.72,4340,4618.46,4058.46,4603.59,4181.54,4189.74,4157.44,0
4110.26,4331.79,4615.9,4075.9,4609.23,4182.05,4192.31,4130.77,1
4122.05,4332.31,4617.95,4043.59,4596.41,4186.67,4216.92,4188.72,1
4108.72,4335.38,4612.82,4043.59,4602.05,4181.54,4226.15,4171.79,0
4105.64,4327.69,4621.03,4103.59,4629.74,4214.87,4220.51,4181.54,1
4132.31,4347.69,4624.62,4058.46,4612.82,4203.08,4232.31,4209.74,0
4105.64,4335.38,4614.87,4060.51,4613.85,4202.56,4225.13,4209.23,1
4139.49,4344.1,4631.28,4076.41,4608.72,4198.46,4227.69,4184.62,0
4113.85,4332.82,4622.56,4055.38,4617.95,4196.41,4230.26,4168.72,0
4135.9,4352.31,4631.79,4070.26,4612.31,4198.97,4228.21,4212.82,0
4121.03,4349.23,4614.36,4073.85,4611.79,4198.46,4224.1,4190.26,0
4125.64,4352.31,4627.18,4086.67,4623.08,4213.85,4263.08,4218.46,1
4123.08,4345.13,4626.15,4068.21,4612.31,4202.05,4226.15,4175.38,1
4122.56,4331.28,4623.08,4075.38,4626.67,4207.69,4223.08,4188.72,0
4116.41,4345.64,4627.69,4071.79,4626.67,4209.74,4239.49,4192.82,0
4116.92,4343.08,4628.21,4057.44,4611.79,4194.36,4207.18,4178.46,0
4140,4318.46,4623.08,4057.95,4612.82,4207.69,4241.03,4228.72,0
4153.33,4369.74,4664.1,4107.18,4654.36,4228.72,4271.28,4252.31,0
4125.64,4346.67,4627.69,4081.54,4632.31,4209.74,4241.54,4210.26,0
4104.62,4337.95,4617.44,4057.95,4591.79,4191.79,4228.21,4200,0
4109.23,4338.46,4614.87,4056.41,4622.05,4204.1,4225.13,4206.15,1
