AF3,F7,F3,FC5,T7,P7,O1,label
4328.21,4022.05,4272.31,4123.08,4334.87,4615.38,4055.9,1
4269.23,3977.95,4251.79,4094.87,4321.03,4593.33,4039.49,1
4295.38,4018.97,4260,4134.87,4336.92,4612.82,4074.87,1
4304.62,4017.44,4250.26,4115.9,4327.69,4590.77,4077.95,0
4293.85,3996.92,4250.26,4118.46,4333.85,4631.28,4066.67,0
4297.44,4003.08,4273.85,4123.59,4330.26,4613.33,4054.87,0
4286.67,3984.62,4263.59,4115.38,4330.26,4588.21,4037.95,0
4281.03,4033.33,4269.74,4137.95,4370.77,4645.13,4091.28,0
4284.62,4008.21,4274.87,4119.49,4337.95,4613.33,4076.41,0
4282.05,3988.21,4252.31,4091.28,4327.69,4602.56,4040.51,0
4384.1,4082.05,4347.69,4196.92,4421.54,4714.87,4143.59,0
4280.51,3985.64,4249.74,4094.87,4321.54,4609.23,4043.59,1
4293.33,4007.18,4269.23,4121.03,4332.31,4617.95,4058.97,1
4288.21,4023.59,4263.59,4136.41,4344.1,4636.41,4070.77,0
4261.03,3969.74,4245.13,4093.85,4330.26,4614.36,4047.69,0
4296.92,4015.38,4261.54,4122.56,4338.97,4627.18,4074.36,0
4276.92,4026.67,4245.64,4120.51,4340.51,4628.72,4078.46,0
4280,4018.97,4245.13,4107.69,4330.77,4611.79,4066.67,0
4324.1,4025.64,4295.38,4158.97,4383.59,4660,4108.72,1
4294.87,3991.79,4252.31,4103.08,4328.21,4608.72,4064.1,1
4410.26,4012.31,4278.46,4133.33,4356.92,4601.54,4075.9,1
4329.74,4031.28,4281.03,4126.67,4331.28,4613.85,4050.26,0
4269.74,3975.9,4250.77,4098.97,4335.9,4617.44,4060.51,0
4372.31,4099.49,4265.64,4166.67,4360.51,4626.67,4073.85,0
4420.51,4075.9,4295.38,4157.44,4333.85,4603.59,4047.69,0
4301.03,3995.38,4264.1,4123.08,4346.67,4626.15,4075.9,0
4301.03,4021.03,4262.05,4136.92,4344.1,4616.92,4075.38,1
4308.21,4027.18,4264.1,4135.38,4362.05,4641.03,4082.05,0
4361.03,4049.23,4352.31,4154.87,4371.28,4667.18,4106.67,0
4288.72,4010.26,4266.67,4128.21,4346.15,4634.87,4068.21,0
4273.33,4014.36,4249.23,4108.21,4332.82,4617.44,4051.79,1
4313.85,4007.69,4280.51,4141.03,4327.18,4609.23,4066.67,1
4282.56,3984.1,4251.28,4105.64,4325.64,4603.08,4054.36,1
4310.77,4043.59,4281.03,4166.67,4352.82,4616.41,4078.97,1
4298.46,4002.05,4262.05,4124.62,4334.36,4615.9,4073.85,0
4311.28,4012.82,4265.13,4116.92,4347.69,4616.92,4049.74,1
4294.36,3994.87,4247.69,4122.05,4324.62,4608.21,4067.18,0
4297.95,3994.36,4248.72,4101.03,4329.74,4602.56,4086.15,1
4328.72,4019.49,4297.44,4153.33,4340.51,4610.26,4072.82,1
4282.05,3962.56,4247.18,4108.72,4335.9,4621.03,4072.31,1
4288.21,4006.67,4245.13,4091.79,4343.08,4620,4098.46,1
4282.05,4005.13,4259.49,4124.1,4336.41,4628.21,4058.97,0
4280.51,3997.95,4252.31,4118.97,4337.95,4616.92,4077.95,0
4295.38,3972.31,4264.1,4112.31,4330.26,4616.41,4066.67,1
4286.67,3999.49,4263.59,4134.36,4326.67,4613.33,4038.46,1
4306.67,4017.95,4250.77,4124.1,4350.26,4620,4059.49,0
4276.92,3994.87,4263.08,4116.41,4330.26,4608.72,4064.62,1
4314.36,4021.03,4254.87,4122.05,4324.62,4590.26,4080,0
4298.97,4010.77,4269.23,4123.59,4341.03,4612.31,4064.62,0
4314.87,3971.79,4261.54,4091.28,4334.87,4603.08,4094.36,1
4276.41,3968.72,4260,4111.28,4322.05,4613.85,4060,1
4266.67,3986.67,4247.18,4100,4329.23,4598.97,4038.46,1
4247.18,4021.03,4249.23,4137.44,4348.21,4615.9,4047.18,0
4362.05,4061.54,4262.56,4148.72,4321.03,4592.82,4054.87,0
4289.23,3991.79,4255.38,4109.74,4333.85,4617.95,4062.56,1
4305.64,4036.41,4263.08,4124.62,4336.92,4611.79,4055.9,0
4299.49,3993.85,4264.1,4116.41,4330.77,4599.49,4053.33,1
4284.1,3982.56,4264.62,4108.72,4328.72,4611.79,4041.03,0
4293.33,4012.82,4247.18,4118.97,4350.77,4631.28,4067.69,0
4280,4022.05,4245.13,4124.1,4330.77,4603.08,4061.54,0
4273.85,3976.41,4249.23,4101.54,4323.59,4608.72,4086.15,0
4298.97,4001.03,4266.67,4136.92,4355.9,4630.77,4082.05,0
4296.92,3997.95,4283.08,4122.05,4345.13,4625.13,4074.36,0
4285.64,3987.18,4261.03,4112.82,4326.15,4617.95,4073.85,0
4269.74,4001.54,4249.74,4124.62,4335.38,4613.33,4067.69,0
4283.08,3985.64,4261.54,4111.28,4331.79,4617.95,4054.36,1
4306.67,4004.1,4270.26,4124.1,4349.23,4633.85,4066.67,0
4277.44,4010.26,4256.41,4127.18,4354.36,4626.67,4067.69,0
4273.33,4019.49,4235.38,4109.74,4332.82,4608.21,4044.62,1
4219.49,3976.92,4234.36,4086.67,4335.9,4615.38,4065.13,1
4330.77,4053.33,4265.64,4118.97,4358.46,4641.03,4115.9,1
4278.46,3974.87,4267.18,4108.72,4344.62,4630.77,4085.64,0
4318.97,4035.38,4258.46,4101.54,4344.62,4625.64,4107.69,1
4293.85,4009.23,4276.41,4110.26,4331.28,4614.87,4076.41,0
4322.56,4023.08,4284.1,4147.69,4353.33,4630.77,4069.23,0
4283.59,3997.95,4249.23,4106.67,4350.77,4629.74,4069.74,0
4294.36,4007.18,4265.13,4123.08,4335.38,4616.92,4053.33,1
4283.59,3991.28,4251.79,4121.03,4324.1,4621.03,4058.46,0
4283.59,3989.74,4262.56,4123.08,4339.49,4616.41,4072.31,0
4294.36,3978.46,4248.21,4092.31,4339.49,4620.51,4067.18,0
4268.21,3982.56,4249.23,4106.67,4337.95,4615.9,4063.59,0
4265.13,4020.51,4230.26,4110.26,4346.67,4615.9,4075.38,0
4310.26,3968.72,4245.13,4089.23,4327.18,4617.44,4076.41,0
4296.41,4046.15,4269.74,4122.05,4348.72,4628.72,4073.85,0
4292.82,4000,4266.15,4113.33,4328.72,4613.85,4061.03,0
4313.85,4021.54,4258.46,4127.69,4346.67,4636.41,4083.59,0
4377.95,4052.31,4281.03,4142.05,4334.36,4615.9,4054.87,0
4280.51,3988.21,4246.67,4113.85,4332.82,4608.21,4050.77,1
4268.21,3964.62,4237.95,4101.54,4327.69,4614.87,4075.9,0
4263.59,3995.9,4256.92,4134.36,4341.03,4614.36,4066.67,0
4316.92,4024.1,4275.9,4138.97,4342.05,4619.49,4067.18,0
4321.54,4054.87,4250.26,4140.51,4356.92,4616.92,4062.56,0
4245.13,4047.18,4241.03,4134.36,4348.72,4612.31,4053.85,0
4302.56,4003.08,4262.05,4123.08,4335.38,4601.03,4054.36,1
4266.67,3990.26,4245.13,4116.92,4331.79,4606.15,4060.51,0
4280.51,3935.38,4248.21,4086.67,4329.74,4617.44,4107.69,1
4285.64,3990.77,4262.56,4120,4348.21,4620,4070.77,0
4281.03,4001.03,4251.28,4110.26,4347.69,4615.9,4081.54,0
4291.79,4007.18,4262.05,4120,4344.62,4620.51,4057.95,1
4284.1,3989.74,4258.97,4122.05,4323.08,4604.1,4050.77,1
4290.77,4003.08,4265.13,4098.97,4340.51,4616.92,4073.85,0
4289.23,3999.49,4263.59,4117.95,4323.59,4610.77,4071.79,0
4299.49,3992.31,4253.85,4121.54,4346.67,4638.97,4063.59,0
4298.97,4016.92,4249.74,4122.56,4326.67,4585.13,4083.59,0
4283.08,4007.69,4260.51,4132.31,4341.54,4616.92,4067.18,1
4297.95,4001.54,4235.9,4115.38,4332.31,4592.82,4073.33,0
4302.56,4013.33,4258.46,4116.41,4332.82,4608.72,4092.82,0
4288.72,3996.41,4257.95,4109.23,4346.15,4622.56,4090.26,1
4287.69,4001.54,4266.15,4123.08,4331.28,4622.05,4062.56,0
4386.67,4031.79,4290.26,4125.64,4328.72,4605.64,4055.38,1
4292.82,4040.51,4261.03,4133.85,4342.05,4620.51,4076.92,0
4286.15,3989.23,4265.13,4100,4331.28,4621.54,4056.92,0
4293.85,3993.33,4263.08,4115.9,4343.08,4616.92,4068.72,1
4321.03,4004.62,4284.1,4153.33,4345.64,4587.18,4093.33,0
4316.41,4007.69,4278.46,4153.33,4357.44,4636.92,4077.95,0
4228.72,4051.28,4246.15,4138.97,4342.05,4623.59,4062.05,0
4267.69,4007.69,4249.74,4122.05,4339.49,4621.03,4064.1,0
4287.69,3986.15,4249.74,4105.13,4334.36,4616.41,4053.33,0
4415.9,4053.33,4278.46,4161.54,4345.64,4601.54,4059.49,1
4311.79,3958.97,4248.72,4095.38,4343.59,4615.9,4083.59,1
4300.51,3986.15,4264.1,4097.44,4324.62,4600.51,4051.79,1
4307.18,4003.08,4279.49,4134.36,4324.62,4608.72,4058.97,1
4312.82,4007.69,4276.41,4134.87,4339.49,4620.51,4074.87,1
4304.1,3998.46,4250.77,4121.54,4320.51,4600,4058.97,1
4400,4022.05,4313.85,4139.49,4356.92,4630.26,4085.64,1
4315.9,4013.85,4283.08,4125.13,4341.03,4616.41,4054.36,1
4280.51,4010.26,4241.54,4117.44,4346.67,4620.51,4104.1,0
4301.03,3990.77,4261.54,4108.72,4338.97,4621.03,4052.31,1
4315.38,4006.67,4281.54,4155.38,4356.92,4636.92,4081.54,0
4305.64,3990.77,4264.1,4100.51,4317.44,4600,4060.51,1
4244.1,4004.62,4233.85,4096.92,4336.92,4617.44,4069.23,1
4307.18,4048.72,4267.18,4120,4343.08,4625.64,4072.31,0
4276.41,3987.69,4266.15,4105.64,4344.1,4629.23,4070.77,0
4300.51,4003.08,4264.1,4106.15,4346.15,4624.1,4073.33,0
4389.74,4054.36,4359.49,4188.72,4419.49,4702.56,4166.67,1
4334.87,4036.92,4310.26,4150.26,4363.59,4651.28,4098.46,0
4272.31,3961.54,4264.62,4114.36,4318.97,4616.92,4059.49,1
4280.51,3932.82,4246.67,4105.13,4331.79,4630.77,4054.87,0
4297.95,3992.82,4266.15,4107.69,4333.85,4614.36,4067.69,1
4304.1,4027.18,4280.51,4144.62,4364.62,4633.33,4093.33,0
4269.23,3997.95,4246.15,4113.85,4343.08,4617.95,4076.92,0
4304.1,3992.82,4271.28,4111.28,4331.79,4623.08,4083.08,0
4267.18,3995.9,4248.21,4116.92,4344.1,4611.79,4076.92,0
4307.69,3974.87,4270.26,4105.64,4344.1,4619.49,4105.64,1
4280,3975.9,4250.26,4104.62,4324.1,4604.62,4071.79,0
4301.03,4024.62,4275.38,4145.13,4366.15,4648.72,4103.59,0
4320,3967.69,4257.95,4095.38,4331.28,4602.56,4099.49,1
4303.08,4007.18,4264.1,4109.23,4333.85,4597.95,4083.59,1
4287.18,3993.85,4265.64,4121.54,4332.31,4619.49,4064.1,0
4299.49,4013.33,4259.49,4138.97,4337.95,4617.95,4068.72,1
4311.28,4009.23,4277.95,4141.03,4342.56,4613.33,4058.97,1
4271.28,4051.79,4281.03,4168.72,4390.26,4650.77,4094.87,0
4281.03,3977.95,4248.72,4091.79,4327.69,4590.26,4037.95,0
4302.05,4030.77,4269.74,4142.56,4326.15,4587.69,4088.21,0
4279.49,4003.59,4255.9,4121.03,4315.38,4615.38,4060.51,0
4350.77,4050.26,4342.05,4153.33,4364.62,4653.85,4103.59,0
4446.15,4099.49,4303.08,4186.15,4341.54,4604.1,4067.69,0
4298.46,4017.44,4267.18,4120.51,4329.23,4613.85,4081.54,0
4368.72,4065.64,4364.1,4166.15,4381.03,4676.92,4112.82,0
4272.82,3958.97,4250.26,4101.03,4332.31,4617.95,4067.18,0
4282.56,4010.77,4268.21,4136.92,4345.64,4611.79,4071.28,0
4278.46,4015.9,4244.62,4108.72,4332.31,4610.26,4054.36,0
4280.51,4008.21,4250.26,4105.64,4328.72,4611.79,4070.77,0
4354.87,3980,4266.67,4096.41,4329.23,4595.9,4083.08,1
4285.64,3995.9,4263.59,4122.05,4332.82,4623.59,4073.33,0
4275.38,3983.59,4254.87,4103.59,4343.59,4615.38,4055.9,0
4303.59,4048.21,4267.69,4135.9,4348.21,4619.49,4073.85,0
4298.46,4000.51,4265.13,4111.79,4324.62,4614.36,4060,0
4251.79,4010.77,4213.85,4098.46,4334.87,4619.49,4095.9,0
4297.44,3955.9,4248.21,4106.15,4324.62,4603.08,4070.26,1
4240.51,3970.26,4235.38,4099.49,4336.41,4633.33,4103.08,0
4291.79,4008.72,4264.62,4107.69,4332.31,4608.21,4086.67,1
4300.51,4028.72,4248.21,4132.82,4348.72,4624.62,4095.38,0
4390.26,4035.9,4285.64,4139.49,4330.77,4610.26,4061.03,1
4296.92,4004.1,4262.05,4119.49,4352.82,4628.72,4073.33,0
4317.95,4003.08,4289.74,4139.49,4371.79,4647.69,4102.05,1
4297.95,4004.1,4260,4122.05,4333.85,4621.54,4061.54,1
4292.31,3987.18,4246.67,4092.82,4323.59,4601.03,4089.74,1
4292.31,3991.79,4263.08,4117.95,4358.97,4625.64,4071.79,0
4300.51,4058.46,4266.67,4129.23,4354.87,4630.77,4075.38,0
4327.69,4055.9,4283.59,4153.33,4353.85,4631.28,4080,1
4314.36,4008.21,4280.51,4124.62,4324.1,4603.59,4061.03,0
4304.62,4026.67,4262.56,4108.21,4345.64,4629.74,4118.97,1
4261.54,4007.69,4248.72,4105.64,4333.33,4611.79,4050.77,1
4290.77,4029.23,4248.21,4132.31,4346.67,4618.97,4085.64,0
4275.9,4015.38,4235.38,4108.21,4331.79,4608.72,4067.69,0
4278.46,3983.59,4260,4118.97,4322.05,4601.54,4042.56,1
4245.64,4026.67,4247.69,4130.26,4344.1,4616.92,4053.33,0
4307.18,4017.44,4246.67,4126.15,4363.59,4632.82,4075.9,1
4296.41,4006.15,4256.41,4120.51,4329.74,4599.49,4070.26,0
4316.92,4025.64,4280.51,4140,4345.13,4625.64,4055.38,1
4343.08,4069.74,4272.82,4138.97,4348.21,4611.28,4056.92,1
4300.51,4003.59,4263.59,4122.05,4326.15,4618.97,4071.79,0
4286.15,3993.33,4247.69,4108.72,4342.56,4618.97,4062.05,1
4250.77,4010.26,4252.31,4110.77,4345.13,4622.56,4054.87,0
4291.79,4002.05,4275.38,4127.18,4331.79,4600,4038.97,1
4286.15,4026.15,4257.44,4113.33,4331.28,4610.77,4043.08,1
4283.08,3994.87,4263.08,4109.23,4330.77,4612.31,4054.36,0
4292.31,3995.38,4250.26,4121.54,4334.87,4633.33,4070.77,0
4285.13,3989.74,4249.74,4107.18,4340,4628.21,4073.33,0
4292.31,3987.69,4234.87,4108.21,4341.54,4622.56,4057.44,0
4273.33,3997.44,4250.77,4138.46,4330.77,4616.41,4042.56,1
4295.9,3958.97,4265.64,4116.92,4338.46,4623.08,4063.08,0
4317.44,4028.72,4266.15,4119.49,4346.15,4623.59,4111.79,1
4312.31,3998.97,4278.46,4133.85,4345.13,4629.74,4070.26,0
4344.1,3966.67,4262.56,4113.85,4321.03,4615.9,4084.1,1
4272.82,3938.46,4248.21,4091.79,4330.26,4620,4061.54,1
4272.31,4020.51,4257.95,4140.51,4350.26,4627.69,4106.67,0
4265.64,4027.69,4266.67,4137.44,4377.44,4648.72,4091.79,0
4213.85,4061.03,4229.23,4147.18,4342.05,4615.9,4054.36,0
4283.08,4009.74,4247.18,4104.62,4325.64,4605.64,4070.77,0
4258.97,3970.26,4236.41,4093.33,4330.26,4612.82,4066.15,1
4301.03,4012.31,4254.36,4123.59,4346.15,4575.9,4086.67,0
4333.33,4014.87,4282.05,4137.95,4366.67,4647.18,4081.54,0
4281.54,3987.18,4265.13,4108.72,4348.72,4633.33,4106.15,1
4283.08,4014.87,4262.05,4142.05,4353.85,4623.08,4071.79,0
4292.31,4002.05,4263.08,4120.51,4329.74,4614.87,4054.87,0
4291.79,3967.69,4252.31,4092.82,4324.62,4611.79,4081.03,1
4321.54,3962.56,4260,4088.72,4327.69,4621.03,4103.08,1
4288.72,4034.87,4249.23,4134.36,4358.46,4627.69,4092.31,0
4282.05,4025.64,4252.82,4122.56,4332.82,4617.44,4074.87,0
4306.15,4017.95,4275.38,4130.77,4378.97,4651.79,4097.44,1
4234.87,4067.18,4251.28,4157.95,4341.54,4622.05,4060.51,0
4305.13,4017.44,4264.1,4133.33,4336.92,4619.49,4080,1
4311.28,4006.67,4277.95,4129.74,4355.9,4626.67,4081.54,0
4348.72,3989.74,4273.33,4106.15,4332.31,4605.64,4058.46,0
4365.64,3989.74,4295.9,4137.44,4350.26,4621.54,4087.18,1
4233.85,4054.87,4230.77,4134.87,4335.9,4616.92,4068.72,0
4288.72,3993.85,4265.64,4113.33,4337.44,4615.9,4065.13,1
4293.85,4000,4266.67,4095.38,4341.54,4625.64,4080,0
4301.03,3962.56,4243.08,4092.31,4335.38,4602.05,4074.36,1
4360.51,4043.08,4324.1,4182.56,4407.69,4684.62,4150.77,1
4308.72,4009.74,4268.72,4136.92,4343.59,4608.21,4083.08,0
4286.67,4006.67,4261.54,4119.49,4318.97,4616.92,4069.74,0
4331.79,4042.56,4266.15,4129.23,4333.85,4609.23,4044.62,0
4346.67,3995.38,4277.95,4112.31,4333.33,4627.69,4103.08,1
4283.08,3990.26,4263.08,4121.54,4326.15,4610.26,4070.26,0
4278.46,3985.64,4254.36,4107.69,4326.15,4601.54,4055.9,1
4280,3982.56,4264.1,4119.49,4333.33,4597.95,4042.05,1
4300,3992.31,4277.95,4123.08,4335.38,4616.92,4061.03,1
4308.72,4015.9,4263.08,4109.23,4330.77,4620,4068.21,1
4273.85,4037.95,4247.18,4122.56,4342.56,4621.54,4062.56,0
4298.46,4027.69,4247.69,4120.51,4351.28,4628.21,4100,0
4276.92,3974.87,4258.97,4121.54,4327.69,4611.28,4040.51,1
4282.56,3994.87,4261.54,4125.13,4321.54,4614.36,4044.1,1
4403.08,4076.92,4342.56,4200,4397.44,4665.13,4132.31,1
4312.82,4003.59,4264.1,4117.44,4336.41,4614.87,4066.15,1
4305.13,3998.97,4266.15,4120.51,4332.82,4606.15,4061.03,1
4286.15,4032.82,4267.18,4139.49,4344.1,4617.44,4044.62,1
4288.21,4001.54,4262.05,4105.64,4328.21,4604.1,4088.72,1
4277.95,4047.69,4278.46,4154.36,4385.13,4656.92,4109.23,1
4285.64,4005.13,4249.23,4097.95,4330.77,4616.41,4061.03,0
4279.49,4001.54,4265.13,4116.92,4335.38,4616.92,4074.36,0
4279.49,3993.85,4251.28,4107.69,4341.54,4601.03,4041.03,1
4250.26,3994.87,4246.67,4117.44,4329.74,4621.03,4070.26,0
4307.69,4023.08,4268.21,4134.87,4350.26,4615.38,4067.18,1
4300,4002.05,4261.03,4117.95,4345.64,4601.03,4087.18,0
4284.62,3981.54,4253.33,4094.36,4312.82,4613.33,4070.77,0
4297.44,4054.87,4251.28,4124.1,4350.26,4629.23,4076.92,0
4292.31,4007.18,4258.97,4111.28,4337.95,4613.85,4062.56,1
4293.33,4026.15,4254.36,4125.13,4334.87,4614.87,4067.69,0
4300.51,4033.85,4265.64,4142.05,4329.23,4585.64,4086.15,0
4287.69,3998.46,4262.56,4107.18,4333.33,4621.54,4058.97,0
4237.44,4026.67,4245.13,4133.33,4343.59,4617.44,4054.87,0
4260,3955.38,4245.13,4096.92,4317.44,4606.67,4072.82,0
4273.85,4020,4245.64,4110.26,4338.46,4619.49,4047.18,1
4280.51,3984.62,4253.33,4104.1,4339.49,4618.46,4076.41,0
4336.41,3988.72,4266.15,4112.82,4329.74,4616.41,4092.82,1
4289.74,4012.82,4246.15,4120,4345.64,4574.87,4099.49,0
4220,4028.21,4202.56,4108.72,4340,4618.46,4058.46,0
4198.97,3966.67,4212.31,4110.26,4331.79,4615.9,4075.9,1
4267.18,4017.44,4263.08,4122.05,4332.31,4617.95,4043.59,1
4289.23,3993.85,4270.77,4108.72,4335.38,4612.82,4043.59,0
4329.23,3984.62,4264.62,4105.64,4327.69,4621.03,4103.59,1
4304.1,4008.72,4266.15,4132.31,4347.69,4624.62,4058.46,0
4303.08,4013.85,4262.56,4105.64,4335.38,4614.87,4060.51,1
4290.26,4053.85,4268.21,4139.49,4344.1,4631.28,4076.41,0
4302.56,4026.15,4274.87,4113.85,4332.82,4622.56,4055.38,0
4314.36,4015.9,4274.36,4135.9,4352.31,4631.79,4070.26,0
4276.41,4011.79,4257.95,4121.03,4349.23,4614.36,4073.85,0
4303.59,4012.82,4267.69,4125.64,4352.31,4627.18,4086.67,1
4271.79,3988.21,4262.05,4123.08,4345.13,4626.15,4068.21,1
4265.64,3957.95,4277.95,4122.56,4331.28,4623.08,4075.38,0
4302.05,4007.18,4252.31,4116.41,4345.64,4627.69,4071.79,0
4253.33,4041.54,4234.36,4116.92,4343.08,4628.21,4057.44,0
4330.26,4025.13,4265.13,4140,4318.46,4623.08,4057.95,0
4346.67,4045.64,4345.13,4153.33,4369.74,4664.1,4107.18,0
4303.59,3994.36,4264.62,4125.64,4346.67,4627.69,4081.54,0
4283.59,3980.51,4224.62,4104.62,4337.95,4617.44,4057.95,0
4312.82,4006.67,4273.33,4109.23,4338.46,4614.87,4056.41,1
4290.26,3943.59,4257.95,4117.95,4342.56,4630.26,4060.51,0
4304.1,4039.49,4263.59,4114.36,4344.62,4624.62,4081.54,0
4314.87,4002.56,4271.79,4134.36,4335.38,4609.74,4093.85,0
4282.05,3988.72,4234.36,4112.31,4333.33,4613.33,4047.18,0
4277.95,3986.15,4260.51,4126.67,4343.59,4615.38,4062.05,0
4309.23,4003.59,4269.23,4129.74,4356.41,4637.95,4100,1
4229.74,3989.23,4234.36,4094.87,4336.41,4614.36,4060.51,1
4298.46,4001.54,4265.13,4108.72,4325.13,4601.03,4046.67,1
4295.38,3990.77,4265.64,4118.46,4360.51,4627.18,4078.97,0
4243.08,3948.21,4224.1,4092.82,4313.33,4598.97,4063.59,1
4284.62,3991.28,4260,4109.23,4319.49,4601.03,4062.56,0
4295.38,4005.64,4257.44,4117.44,4332.82,4610.77,4051.79,1
4271.79,3977.44,4250.77,4106.67,4323.08,4607.18,4047.18,1
4423.08,4128.21,4296.41,4165.13,4350.26,4610.26,4052.82,1
4331.28,4051.28,4269.23,4114.36,4352.31,4630.77,4105.13,1
4280,4004.62,4264.62,4109.74,4330.77,4612.31,4043.08,1
4367.69,4031.28,4318.97,4168.21,4397.95,4666.15,4123.59,1
4294.87,4005.13,4264.62,4111.28,4330.26,4615.9,4062.56,0
4300.51,3981.03,4260.51,4121.03,4332.82,4615.9,4088.21,0
4298.46,3935.38,4250.26,4077.95,4324.62,4607.18,4092.82,1
4290.77,4007.18,4253.33,4104.62,4329.74,4614.87,4061.54,1
4323.59,4016.92,4284.62,4124.62,4337.44,4619.49,4061.03,1
4307.69,4049.23,4262.56,4121.54,4346.15,4627.69,4075.38,0
4320,4005.64,4267.69,4129.74,4318.97,4633.33,4070.26,0
4268.21,4009.23,4259.49,4097.95,4335.38,4632.31,4115.38,1
4300.51,3994.36,4265.13,4135.9,4349.74,4617.44,4042.05,1
4274.87,3982.56,4241.54,4096.92,4320.51,4603.08,4054.87,1
4297.95,3990.77,4254.87,4119.49,4342.56,4632.82,4067.69,0
4321.54,4025.13,4284.1,4142.05,4365.13,4629.23,4105.13,1
4253.33,4007.69,4250.26,4133.33,4355.9,4635.38,4108.72,0
4303.59,4001.03,4265.13,4113.85,4320,4606.15,4044.62,1
4311.79,4011.79,4268.72,4129.23,4335.38,4613.33,4051.79,1
4287.69,4032.82,4272.31,4141.03,4378.97,4648.72,4104.1,1
4264.62,4032.82,4232.82,4111.79,4334.36,4604.1,4060.51,0
4294.87,3940.51,4244.62,4075.9,4333.85,4607.69,4097.95,1
4311.79,4024.1,4265.13,4124.1,4348.72,4615.9,4062.05,0
4284.62,3991.28,4266.15,4124.62,4320,4615.9,4045.13,1
4365.13,4061.54,4361.03,4159.49,4377.95,4669.23,4110.26,0
4305.64,4016.41,4253.85,4126.15,4352.31,4584.62,4100.51,0
4313.33,4004.1,4272.82,4138.46,4324.1,4609.74,4066.67,1
4310.77,4023.59,4251.28,4134.87,4347.69,4632.31,4086.67,0
4297.44,4027.18,4258.46,4119.49,4349.74,4632.82,4073.33,1
4251.79,4033.85,4250.26,4137.44,4347.69,4615.38,4055.9,0
4285.13,3978.46,4252.31,4108.21,4338.97,4612.82,4055.9,1
4282.05,4004.1,4264.1,4121.54,4328.21,4627.69,4075.9,0
4297.44,4005.64,4265.64,4106.67,4335.38,4613.33,4051.79,1
4296.41,4002.05,4269.74,4117.95,4332.82,4614.87,4044.1,1
4390.26,4069.23,4294.36,4151.79,4343.08,4608.21,4049.74,0
4287.69,3985.64,4246.15,4101.03,4330.26,4614.87,4065.13,1
4275.9,3994.36,4250.26,4108.21,4330.77,4614.36,4078.46,0
4253.33,3993.85,4249.23,4115.38,4344.62,4631.79,4105.64,1
4294.87,3999.49,4271.28,4131.79,4339.49,4617.95,4056.41,1
4262.56,3964.1,4276.41,4128.21,4334.36,4615.9,4053.33,0
4264.1,3965.13,4243.59,4090.26,4332.31,4613.85,4070.26,1
4241.03,4003.59,4230.26,4102.56,4341.54,4614.87,4048.21,0
4316.92,4035.38,4272.31,4122.56,4347.18,4617.95,4105.64,1
4287.69,3992.31,4260,4106.15,4340,4602.05,4066.15,1
4288.21,4004.1,4259.49,4108.72,4335.38,4617.44,4055.9,1
4299.49,4055.9,4267.18,4133.33,4351.28,4624.1,4070.77,0
4405.13,4038.46,4276.92,4119.49,4321.54,4606.15,4057.95,1
4277.44,3969.74,4264.1,4100,4328.72,4616.41,4076.92,0
4283.08,4027.69,4258.97,4138.97,4330.77,4609.23,4069.23,0
4287.18,3989.23,4265.13,4107.18,4327.18,4599.49,4055.9,1
4287.69,4010.26,4250.77,4116.92,4334.36,4615.9,4056.41,1
4288.21,4022.56,4267.18,4110.77,4344.62,4617.95,4048.72,1
4285.64,3997.95,4258.97,4106.67,4323.59,4625.64,4075.38,0
4299.49,4053.85,4289.23,4161.03,4380,4648.72,4091.79,0
4356.41,4011.28,4300,4151.79,4389.74,4666.67,4120.51,1
4275.38,3994.36,4245.13,4102.56,4330.77,4616.41,4045.13,0
4315.9,4052.82,4280,4157.44,4345.13,4620.51,4080.51,1
4298.46,4012.82,4257.44,4123.59,4321.03,4587.69,4049.74,1
4308.21,4025.64,4260,4133.85,4342.56,4618.46,4078.97,1
4366.15,3940.51,4251.79,4086.67,4311.28,4587.69,4075.9,1
4309.23,4007.69,4267.69,4144.1,4348.72,4633.33,4068.72,0
4333.33,4069.74,4301.03,4168.72,4376.41,4648.21,4090.26,0
4229.74,4024.1,4230.26,4122.05,4343.59,4613.85,4054.36,0
4285.64,4021.03,4264.62,4102.56,4349.23,4628.21,4114.36,1
4275.9,3984.62,4261.54,4115.9,4332.82,4607.18,4050.26,0
4288.21,4004.62,4252.82,4094.36,4340.51,4609.74,4050.77,1
4274.87,3985.13,4247.69,4108.72,4339.49,4617.95,4072.82,0
4282.05,3993.85,4249.23,4111.28,4325.13,4605.13,4040,1
4333.85,3985.64,4262.05,4095.9,4330.26,4614.36,4073.33,0
4286.15,4005.13,4261.03,4128.21,4332.31,4615.9,4053.85,0
4298.46,4024.1,4262.05,4126.15,4335.38,4618.46,4057.95,1
4291.79,4020.51,4257.44,4127.18,4347.69,4619.49,4078.46,1
4296.92,4003.08,4273.33,4109.74,4342.05,4625.64,4064.1,0
4244.1,4001.54,4240.51,4114.36,4340.51,4611.79,4042.56,0
4268.72,3980,4247.69,4108.21,4334.36,4604.1,4058.46,1
4294.36,4004.62,4276.41,4126.15,4334.87,4613.85,4080.51,0
4295.9,4051.28,4252.82,4126.15,4347.69,4627.18,4074.87,0
4362.56,3988.72,4263.59,4127.18,4347.18,4603.08,4069.74,1
