AF3,F7,F3,FC5,T7,P7,O1,2,P8,T8,FC6,F4,F8,AF4,index
4461.03,4063.08,4297.95,4142.05,4324.62,4587.18,4075.9,4605.13,4209.23,4253.33,4302.56,4355.9,4786.15,4555.9,3714
4402.56,4093.85,4375.9,4232.82,4445.64,4741.54,4157.44,4710.77,4295.38,4331.28,4305.64,4381.03,4706.67,4454.36,3719
4387.18,4066.67,4327.69,4183.08,4397.95,4661.03,4123.08,4660.51,4236.92,4258.46,4218.46,4318.46,4632.31,4417.44,3726
4401.03,4096.92,4371.79,4233.85,4442.05,4744.62,4154.87,4714.36,4295.9,4330.26,4304.62,4378.97,4709.23,4454.87,3730
4407.69,4109.23,4372.82,4232.31,4455.38,4750.26,4173.85,4717.95,4303.59,4344.62,4317.44,4384.62,4712.31,4460.51,3734
4328.21,4011.28,4292.31,4149.23,4381.54,4662.05,4121.54,4662.05,4242.05,4255.9,4206.67,4303.59,4619.49,4377.95,3739
4362.56,3991.79,4282.56,4142.05,4320.0,4600.51,4072.31,4603.59,4196.41,4236.92,4193.33,4305.64,4644.62,4431.28,3751
4349.23,4075.9,4297.95,4165.13,4357.95,4637.44,4073.85,4603.08,4197.44,4241.03,4208.72,4285.64,4606.15,4388.21,3766
4385.13,4083.08,4354.87,4198.97,4425.13,4717.95,4147.69,4694.87,4272.31,4315.38,4296.41,4365.13,4692.31,4447.69,3767
4429.23,4068.21,4293.85,4142.05,4358.46,4623.59,4079.49,4622.05,4209.23,4254.36,4251.79,4315.9,4724.62,4507.18,3772
4371.79,3944.62,4262.05,4089.23,4316.41,4588.21,4072.31,4618.46,4223.59,4266.15,4297.44,4330.26,4778.46,4480.51,3775
4333.33,4041.03,4307.69,4136.41,4366.67,4655.38,4098.46,4629.74,4214.36,4257.44,4237.44,4285.64,4632.82,4378.46,3779
4434.36,4092.31,4294.87,4151.79,4338.46,4612.31,4063.59,4596.92,4193.33,4214.87,4217.44,4301.54,4653.33,4478.46,3785
4363.59,3989.74,4264.62,4122.56,4352.82,4599.49,4060.0,4591.79,4193.85,4238.97,4217.44,4287.69,4630.26,4428.21,3788
4422.05,4040.51,4295.9,4137.44,4346.67,4631.79,4076.41,4600.51,4199.49,4260.0,4237.95,4318.46,4678.46,4468.21,3810
4408.72,4110.26,4370.77,4229.23,4451.79,4731.79,4154.87,4702.56,4295.9,4342.05,4315.9,4380.51,4712.82,4464.62,3814
4321.03,4056.41,4296.92,4170.26,4380.0,4653.33,4103.08,4646.67,4210.26,4240.0,4223.08,4308.72,4615.9,4371.28,3829
4414.87,4050.26,4297.44,4136.41,4327.69,4600.51,4063.59,4618.97,4204.1,4242.05,4242.05,4318.97,4672.31,4481.54,3836
4337.95,4033.33,4264.1,4143.59,4328.72,4629.74,4059.49,4625.13,4225.64,4247.69,4224.62,4292.31,4641.54,4402.56,3839
4358.97,4075.9,4294.87,4153.85,4366.15,4633.85,4117.44,4620.0,4220.0,4235.38,4215.38,4306.67,4621.54,4400.0,3853
4435.9,4121.54,4314.36,4170.26,4349.74,4607.18,4053.33,4586.67,4185.13,4223.08,4234.87,4313.85,4676.41,4475.38,3854
4335.38,4034.87,4295.38,4137.44,4358.97,4643.08,4085.64,4632.82,4216.92,4259.49,4237.44,4302.05,4632.82,4389.74,3859
4403.08,4095.38,4284.62,4139.49,4349.23,4629.23,4073.85,4600.51,4190.77,4232.82,4212.82,4298.97,4617.44,4420.0,3862
4386.15,4068.21,4287.69,4143.08,4319.49,4609.74,4055.9,4607.18,4196.41,4234.87,4227.69,4303.08,4640.51,4432.82,3869
4398.46,4087.18,4359.49,4201.03,4426.67,4730.26,4168.72,4709.74,4290.77,4330.26,4316.41,4386.67,4713.33,4460.0,3882
4490.26,4126.15,4329.23,4182.56,4344.62,4611.28,4074.87,4616.92,4189.74,4223.59,4253.33,4334.87,4696.41,4534.36,3897
4435.38,4084.62,4297.95,4167.18,4318.46,4586.15,4056.92,4582.05,4172.31,4214.87,4178.97,4315.38,4662.05,4474.87,3906
4334.36,4018.97,4304.62,4152.31,4377.44,4653.33,4108.21,4650.77,4230.77,4250.26,4202.56,4305.13,4618.46,4381.54,3907
4387.69,4053.33,4300.51,4167.18,4348.72,4614.36,4069.23,4588.21,4177.44,4214.87,4215.9,4297.44,4638.46,4421.03,3918
4397.44,4033.33,4283.59,4138.97,4354.36,4614.87,4073.85,4597.95,4192.82,4255.9,4237.44,4302.05,4676.92,4449.23,3920
4335.38,3986.67,4265.64,4105.64,4338.97,4622.05,4083.59,4619.49,4211.28,4241.03,4227.18,4292.82,4662.56,4413.33,3924
4423.59,4086.15,4279.49,4167.18,4336.41,4608.21,4074.36,4576.41,4174.36,4241.54,4226.15,4307.69,4649.23,4471.79,3932
4335.9,4038.46,4295.9,4138.97,4359.49,4641.03,4081.54,4634.36,4215.38,4251.79,4234.87,4302.05,4628.72,4391.79,3934
4333.33,4043.08,4296.92,4172.82,4381.54,4651.28,4098.97,4642.56,4230.77,4248.21,4219.49,4307.18,4638.46,4392.31,3935
4318.46,4022.56,4294.87,4163.59,4383.59,4665.13,4106.15,4649.74,4242.05,4256.41,4207.69,4298.97,4629.74,4378.97,3936
4348.72,3990.26,4282.56,4110.26,4341.03,4624.1,4106.67,4629.74,4220.51,4243.08,4248.21,4322.56,4661.03,4412.31,3944
4377.44,4056.41,4345.13,4201.54,4413.33,4690.77,4138.46,4661.03,4246.67,4288.21,4278.46,4340.0,4681.54,4440.51,3947
4446.67,4052.31,4309.74,4144.62,4323.08,4588.21,4070.77,4583.08,4169.74,4217.44,4267.18,4325.64,4733.33,4527.69,3953
4381.03,4056.41,4351.79,4201.03,4415.38,4696.92,4149.23,4677.44,4256.92,4289.74,4277.44,4344.62,4679.49,4440.0,3956
4362.56,4046.15,4329.74,4184.62,4407.69,4685.64,4148.72,4677.44,4257.95,4292.31,4281.03,4333.33,4679.49,4420.0,3964
4391.28,4073.33,4282.05,4152.31,4336.41,4613.85,4047.69,4591.79,4182.05,4214.87,4212.31,4283.59,4617.95,4423.59,3967
4400.51,4038.97,4281.03,4125.64,4326.67,4604.1,4058.97,4605.13,4187.18,4230.26,4235.38,4305.13,4670.77,4471.79,3973
4332.31,4030.77,4306.15,4136.92,4362.56,4655.38,4104.1,4632.82,4208.72,4244.1,4227.69,4294.87,4626.15,4381.03,3975
4327.18,4018.97,4280.51,4138.46,4363.59,4626.15,4093.85,4620.0,4203.59,4239.49,4224.62,4286.15,4637.44,4404.62,3989
4350.26,3925.64,4247.18,4072.82,4325.64,4591.79,4086.67,4630.77,4231.79,4275.38,4304.1,4331.79,4763.59,4466.67,4003
4334.87,4032.31,4294.87,4135.9,4359.49,4647.69,4093.85,4636.92,4217.95,4253.33,4222.05,4281.54,4623.08,4379.49,4020
4497.95,4128.72,4335.38,4184.1,4345.13,4608.21,4072.82,4614.87,4190.26,4223.59,4254.87,4339.49,4701.54,4539.49,4021
4382.56,4054.36,4324.1,4182.56,4398.46,4673.85,4135.9,4673.85,4252.82,4271.28,4210.26,4331.28,4615.38,4412.31,4033
4409.74,4042.56,4292.82,4136.41,4328.21,4600.51,4062.05,4606.67,4197.95,4245.13,4245.64,4314.36,4678.97,4476.92,4038
4374.36,4083.08,4280.0,4155.38,4331.28,4603.08,4053.85,4605.64,4182.56,4214.36,4194.87,4286.67,4618.46,4416.41,4045
4421.54,4070.77,4294.36,4153.85,4329.23,4603.59,4046.15,4595.9,4193.85,4235.9,4237.44,4316.41,4671.28,4487.18,4056
4342.05,3985.64,4264.62,4102.56,4330.77,4608.72,4067.69,4622.56,4213.85,4248.21,4237.44,4293.33,4678.46,4415.38,4057
4378.97,4064.62,4282.56,4140.51,4324.62,4615.38,4058.97,4602.56,4181.03,4213.85,4208.72,4290.26,4624.1,4423.08,4067
4355.9,4054.87,4354.36,4151.28,4376.92,4673.33,4114.87,4655.9,4240.51,4271.79,4255.38,4317.95,4652.31,4407.18,4075
4391.28,4068.21,4352.82,4203.59,4423.08,4700.51,4144.62,4675.38,4258.97,4304.1,4296.41,4355.38,4698.46,4457.95,4082
4440.0,4105.64,4293.33,4156.41,4350.26,4627.69,4081.54,4597.95,4191.79,4250.77,4223.08,4307.18,4645.64,4467.69,4118
4484.62,4155.9,4298.46,4182.05,4341.54,4589.74,4076.41,4603.59,4186.67,4230.26,4257.44,4335.38,4700.51,4505.13,4124
4376.92,4060.0,4282.56,4138.97,4331.79,4614.87,4049.23,4605.64,4192.31,4224.1,4223.59,4288.72,4630.26,4421.03,4137
4385.64,3989.23,4299.49,4137.95,4349.23,4625.64,4078.97,4602.56,4195.38,4250.77,4228.21,4314.87,4661.54,4442.05,4138
4336.41,4039.49,4315.9,4156.41,4367.18,4656.41,4104.62,4647.18,4218.46,4252.82,4227.69,4296.41,4622.05,4387.18,4145
4363.59,3981.03,4268.21,4127.69,4351.28,4603.59,4071.28,4604.62,4203.59,4241.54,4220.51,4301.03,4632.82,4418.46,4169
4390.26,4075.9,4342.56,4188.21,4425.13,4699.49,4153.85,4680.0,4270.26,4304.1,4291.79,4353.85,4698.46,4464.62,4176
4424.1,4129.23,4297.95,4165.13,4346.15,4606.15,4060.0,4592.82,4183.08,4216.92,4215.9,4304.1,4643.08,4447.69,4177
4353.33,3988.72,4277.95,4107.18,4330.77,4603.08,4057.44,4601.03,4211.28,4236.41,4241.54,4302.56,4673.85,4429.74,4180
4349.74,4020.51,4308.21,4150.77,4388.21,4674.87,4129.74,4673.85,4249.74,4270.26,4208.21,4312.82,4622.05,4390.77,4187
4477.44,4155.38,4294.36,4184.62,4341.03,4587.18,4070.26,4613.33,4198.46,4229.74,4254.87,4331.79,4697.44,4500.0,4196
4446.15,4091.28,4295.9,4152.82,4352.82,4629.74,4072.31,4610.77,4204.1,4266.67,4245.13,4314.87,4676.92,4479.49,4213
4362.56,4001.54,4278.97,4140.0,4328.72,4600.51,4069.74,4596.41,4182.56,4229.23,4179.49,4294.36,4648.21,4428.21,4219
4363.08,4056.41,4278.97,4131.28,4317.95,4611.79,4067.18,4611.28,4196.92,4228.72,4221.03,4290.26,4640.0,4424.62,4220
4397.44,4029.74,4300.0,4132.82,4349.74,4621.54,4070.77,4623.59,4224.62,4273.85,4267.18,4327.69,4743.59,4501.54,4224
4347.18,4006.67,4296.92,4151.79,4384.62,4666.67,4111.28,4654.36,4232.82,4253.33,4201.54,4299.49,4604.1,4378.46,4230
4358.97,4066.15,4319.49,4174.87,4398.46,4704.62,4143.08,4673.33,4253.85,4294.36,4271.28,4337.95,4669.74,4415.38,4233
4373.85,4059.49,4294.36,4156.41,4332.31,4612.82,4072.31,4612.31,4209.74,4224.62,4215.38,4301.03,4610.26,4414.36,4249
4333.33,4029.74,4302.56,4133.85,4356.41,4638.97,4088.21,4630.77,4205.64,4247.18,4226.67,4308.72,4621.54,4391.79,4268
4361.54,4013.85,4274.87,4117.95,4311.79,4600.0,4055.38,4608.72,4198.46,4225.64,4223.59,4298.97,4643.08,4431.28,4283
4325.64,3985.13,4284.1,4122.56,4361.54,4645.13,4094.87,4654.36,4228.21,4267.69,4236.92,4305.13,4674.87,4424.1,4292
4424.62,4075.38,4300.0,4161.54,4332.82,4607.69,4055.38,4615.9,4208.21,4241.03,4238.97,4318.46,4678.46,4488.72,4294
4423.08,4091.79,4292.82,4151.79,4336.41,4613.33,4063.08,4601.03,4192.31,4208.72,4204.1,4294.87,4638.46,4465.64,4297
4377.44,4071.28,4340.51,4190.77,4428.72,4704.1,4153.85,4685.64,4269.74,4310.26,4296.41,4347.69,4705.64,4458.97,4300
4411.28,4115.38,4380.51,4235.38,4456.92,4750.26,4174.36,4710.26,4294.87,4344.62,4317.95,4386.15,4713.85,4459.49,4305
4364.62,4020.0,4273.33,4124.1,4321.54,4609.23,4058.46,4623.08,4211.28,4254.87,4242.05,4302.56,4657.44,4438.97,4316
4308.21,4064.62,4282.56,4155.38,4381.54,4649.74,4098.97,4657.95,4225.64,4253.33,4216.41,4295.38,4633.33,4361.03,4323
4368.72,4072.82,4327.69,4188.21,4393.33,4689.74,4122.56,4675.9,4260.0,4302.56,4272.82,4338.97,4677.44,4427.18,4330
4379.49,4013.33,4278.97,4136.41,4349.23,4616.41,4067.18,4590.77,4200.0,4268.72,4231.28,4303.59,4671.79,4447.18,4365
4361.54,4020.0,4305.64,4159.49,4387.69,4668.72,4125.13,4668.21,4243.08,4270.77,4205.13,4315.38,4607.69,4386.67,4376
4348.21,4053.33,4342.05,4153.85,4371.28,4665.64,4106.15,4650.26,4227.18,4270.26,4250.26,4315.38,4658.46,4412.82,4392
4385.13,4078.46,4348.21,4211.28,4431.28,4707.69,4158.97,4682.56,4269.23,4304.1,4285.13,4346.15,4703.59,4460.51,4395
4430.26,4095.9,4285.13,4151.28,4347.69,4631.28,4080.51,4605.13,4201.03,4242.56,4214.87,4298.97,4632.82,4454.36,4406
4329.74,3991.79,4294.87,4127.18,4355.9,4633.33,4091.28,4641.03,4219.49,4266.15,4241.03,4301.54,4670.77,4419.49,4415
4317.95,4020.51,4293.33,4158.97,4384.62,4667.18,4100.51,4644.62,4236.41,4252.82,4205.13,4295.38,4624.62,4375.9,4418
4350.26,4023.08,4301.03,4156.41,4384.1,4660.0,4111.79,4652.82,4237.44,4265.64,4210.77,4314.87,4622.56,4394.87,4456
4379.49,3953.33,4264.1,4094.36,4318.97,4593.33,4072.82,4617.44,4217.95,4268.72,4303.08,4335.38,4788.21,4496.92,4497
4380.51,4062.05,4340.51,4182.56,4423.59,4702.05,4155.9,4688.21,4274.87,4314.36,4293.33,4343.08,4693.33,4453.85,4525
4396.41,4086.67,4356.41,4200.51,4428.21,4728.72,4163.08,4710.77,4296.92,4331.79,4315.9,4382.56,4718.97,4467.69,4526
4358.46,3978.97,4268.21,4104.62,4330.26,4615.9,4103.08,4623.08,4205.13,4235.9,4244.62,4322.05,4663.08,4411.79,4527
4386.15,4064.62,4351.79,4194.36,4427.69,4704.1,4163.59,4683.08,4272.31,4312.31,4302.05,4352.31,4708.72,4457.95,4536
4405.13,4100.0,4366.67,4230.26,4442.56,4742.56,4166.15,4719.49,4298.46,4346.15,4316.41,4382.05,4714.87,4454.36,4539
4400.51,4099.49,4291.28,4153.85,4341.54,4603.59,4077.44,4613.33,4201.03,4222.56,4208.72,4295.9,4625.64,4441.03,4541
4369.74,4052.31,4344.1,4200.0,4417.44,4690.77,4140.0,4685.64,4275.38,4301.03,4278.97,4337.44,4678.97,4429.23,4567
4411.79,4072.31,4266.15,4153.85,4326.67,4604.62,4068.72,4602.56,4198.97,4226.15,4181.03,4293.33,4673.33,4471.28,4573
4375.38,4038.46,4327.69,4172.82,4397.95,4668.21,4121.03,4665.13,4244.1,4275.9,4222.05,4324.62,4632.82,4404.1,4577
4395.9,3965.13,4274.36,4106.67,4327.18,4601.03,4086.15,4634.87,4236.92,4278.97,4307.69,4340.51,4791.79,4504.1,4578
4431.28,4080.51,4298.97,4149.23,4352.31,4620.0,4069.74,4618.46,4199.49,4252.31,4242.56,4319.49,4705.64,4496.92,4599
4381.03,4008.72,4262.05,4125.64,4363.08,4609.23,4079.49,4601.54,4200.0,4242.05,4220.0,4288.21,4631.79,4432.82,4616
4460.51,4142.05,4291.79,4171.28,4326.15,4584.1,4066.67,4592.31,4176.41,4202.05,4206.15,4297.95,4643.08,4484.62,4619
4441.03,4120.0,4321.03,4183.59,4349.74,4613.85,4069.74,4607.69,4182.05,4224.62,4211.79,4313.33,4664.1,4484.1,4627
4332.82,4046.15,4274.36,4115.38,4346.67,4630.26,4108.72,4640.0,4223.59,4243.08,4230.26,4300.51,4636.92,4388.72,4640
4349.74,4022.56,4304.1,4155.9,4379.49,4656.92,4112.82,4662.56,4243.59,4272.31,4209.74,4314.87,4625.64,4395.9,4642
4413.33,4103.08,4291.79,4166.15,4329.23,4604.62,4058.46,4601.54,4206.67,4220.0,4218.97,4303.08,4625.13,4442.05,4652
4491.79,4129.23,4336.41,4186.15,4347.18,4606.67,4060.51,4597.44,4175.38,4210.77,4243.08,4330.77,4680.51,4518.46,4673
4353.85,4013.33,4280.0,4123.59,4316.41,4601.03,4057.95,4613.33,4194.36,4234.87,4233.33,4306.67,4645.13,4429.23,4693
4376.41,4010.26,4292.82,4125.13,4357.44,4630.77,4085.13,4624.1,4216.41,4266.67,4258.97,4321.03,4727.18,4480.51,4697
4428.72,4061.03,4300.0,4147.18,4356.92,4630.77,4082.56,4622.56,4210.77,4261.03,4255.9,4326.15,4734.87,4512.31,4723
4451.79,4121.03,4297.44,4185.13,4343.08,4616.41,4073.85,4594.87,4201.03,4246.67,4238.46,4318.46,4656.41,4493.33,4739
4430.26,4089.74,4304.1,4156.41,4337.95,4608.72,4056.92,4595.38,4187.18,4224.62,4218.97,4308.72,4666.67,4475.9,4746
4336.92,3994.36,4295.38,4137.95,4360.0,4631.28,4090.77,4645.13,4226.67,4271.28,4245.13,4309.74,4678.46,4427.18,4763
4384.1,4056.41,4342.56,4184.1,4414.36,4695.38,4152.82,4677.44,4265.13,4306.67,4291.79,4343.08,4700.0,4456.41,4770
4475.9,4106.15,4304.1,4156.41,4325.64,4584.62,4070.77,4595.38,4182.56,4221.54,4269.74,4341.54,4746.15,4528.72,4777
4311.28,4024.1,4279.49,4137.44,4377.44,4648.72,4104.1,4653.33,4247.18,4260.51,4224.62,4294.87,4642.56,4383.59,4783
4410.26,4115.9,4315.38,4170.77,4343.59,4601.03,4068.21,4592.31,4173.85,4195.9,4206.67,4307.69,4598.46,4449.74,4786
4328.72,3986.15,4264.62,4104.1,4340.0,4620.0,4076.41,4624.62,4224.1,4250.77,4238.46,4289.74,4669.74,4407.69,4788
4368.21,4074.36,4327.69,4181.54,4407.18,4703.08,4134.36,4686.67,4267.69,4305.64,4280.51,4344.1,4677.95,4429.23,4793
4366.67,3981.54,4274.36,4112.82,4334.87,4612.82,4093.85,4608.72,4192.82,4226.67,4247.18,4318.97,4671.28,4426.67,4794
4378.97,4079.49,4329.23,4185.13,4408.72,4705.13,4136.92,4684.1,4270.26,4304.1,4286.67,4354.36,4682.56,4442.05,4804
4372.82,3983.08,4278.97,4108.72,4322.56,4586.15,4073.85,4596.41,4191.79,4236.41,4255.9,4315.9,4709.74,4464.1,4807
4331.79,4056.41,4288.21,4155.9,4358.97,4634.87,4080.0,4610.77,4200.51,4251.28,4211.28,4292.82,4616.41,4389.23,4808
4389.23,4011.28,4296.41,4123.59,4347.69,4629.74,4084.62,4632.31,4222.05,4264.1,4262.56,4323.59,4727.69,4485.64,4819
4348.72,3926.15,4252.82,4066.67,4325.64,4598.46,4090.26,4642.56,4248.21,4284.62,4306.67,4337.95,4769.74,4471.79,4829
4458.97,4120.51,4321.54,4172.82,4354.36,4621.54,4077.95,4611.79,4187.69,4204.1,4218.97,4316.92,4652.82,4484.62,4837
4395.38,4091.79,4367.18,4214.36,4427.18,4701.03,4150.26,4691.79,4277.95,4311.28,4298.46,4368.72,4711.79,4476.41,4840
4329.23,4016.41,4291.79,4139.49,4357.44,4631.79,4096.92,4638.46,4213.85,4245.13,4227.18,4299.49,4632.31,4406.67,4841
4429.74,4098.46,4296.92,4169.74,4320.51,4582.05,4045.64,4567.18,4164.62,4215.38,4174.87,4313.33,4651.79,4470.77,4843
4368.72,4052.31,4340.0,4200.0,4409.74,4685.64,4136.41,4667.18,4257.95,4286.67,4278.46,4344.1,4680.51,4430.77,4847
4373.85,4070.26,4336.92,4192.82,4425.13,4706.15,4154.87,4688.21,4275.38,4307.69,4288.21,4342.05,4697.95,4452.31,4851
4361.54,3985.13,4277.44,4127.18,4345.13,4622.05,4081.54,4609.74,4198.46,4257.44,4230.77,4303.08,4656.41,4422.05,4868
4398.46,4072.82,4281.03,4152.31,4316.92,4584.62,4054.36,4581.54,4152.31,4197.95,4158.46,4301.03,4633.85,4449.74,4873
4370.26,3978.97,4289.23,4125.13,4346.67,4630.26,4082.05,4606.67,4198.46,4256.41,4235.38,4313.33,4663.08,4434.36,4881
4389.74,4004.62,4264.1,4122.05,4356.41,4602.56,4080.0,4600.0,4197.95,4255.9,4234.36,4304.1,4663.59,4457.95,4884
4329.74,4011.28,4281.54,4133.85,4349.23,4624.1,4090.26,4625.13,4208.72,4243.08,4227.18,4300.51,4635.38,4405.13,4889
4317.95,4021.03,4282.56,4134.87,4365.64,4632.31,4109.74,4630.77,4214.36,4243.08,4229.74,4292.82,4632.82,4396.92,4895
4449.74,4043.08,4312.82,4142.05,4325.13,4583.08,4070.26,4584.62,4181.03,4229.74,4273.33,4338.46,4741.54,4535.9,4913
4423.08,4066.15,4298.46,4154.36,4350.26,4626.15,4085.13,4604.62,4192.31,4254.36,4237.95,4316.41,4675.38,4466.67,4915
4321.54,4043.59,4270.26,4124.1,4365.13,4635.9,4120.51,4626.67,4231.79,4255.38,4233.85,4297.95,4635.38,4374.36,4922
4409.23,4050.77,4289.74,4137.95,4332.82,4602.56,4055.9,4598.46,4196.92,4249.74,4249.74,4313.85,4682.05,4479.49,4924
4365.13,4006.67,4282.56,4117.95,4341.54,4626.15,4106.67,4636.41,4228.21,4237.44,4244.62,4318.97,4651.79,4422.05,4936
4427.69,3988.21,4284.62,4114.36,4316.41,4581.54,4069.74,4588.72,4180.51,4240.51,4303.08,4348.21,4793.85,4533.33,4949
4322.56,4032.82,4296.92,4170.77,4378.97,4651.79,4098.97,4643.08,4228.21,4240.51,4206.67,4297.44,4629.23,4382.56,4950
4375.38,4086.15,4298.97,4164.62,4349.23,4632.31,4079.49,4614.87,4194.87,4228.21,4193.85,4296.92,4625.64,4432.82,4953
4378.46,4063.59,4297.44,4162.05,4346.67,4615.9,4052.82,4596.92,4186.67,4210.26,4204.62,4289.23,4622.05,4417.95,4960
4434.36,4102.05,4327.69,4182.56,4351.79,4604.62,4057.44,4591.79,4185.13,4229.74,4246.67,4324.1,4683.59,4478.46,4968
4408.72,4023.59,4289.23,4138.97,4314.87,4587.69,4060.0,4608.72,4195.9,4256.41,4214.36,4323.59,4720.51,4493.85,4973
4384.62,4086.67,4345.64,4195.9,4419.49,4712.82,4140.51,4692.82,4278.46,4314.36,4295.38,4363.08,4694.36,4450.77,4981
4375.9,4071.28,4345.13,4194.36,4407.18,4686.67,4136.41,4670.77,4255.9,4277.44,4267.18,4338.97,4680.0,4446.67,4991
4331.28,3967.18,4262.05,4090.26,4328.21,4598.97,4092.31,4624.1,4216.41,4242.05,4238.97,4292.31,4674.36,4427.69,4992
4390.77,4055.38,4356.41,4190.77,4418.46,4692.31,4155.38,4690.77,4274.36,4314.36,4303.08,4360.51,4705.64,4467.69,5009
4357.44,3998.97,4260.0,4127.18,4315.38,4601.03,4071.79,4611.79,4210.77,4253.85,4203.59,4296.41,4706.15,4452.31,5039
4345.13,3926.15,4262.05,4072.31,4331.28,4610.77,4107.18,4651.28,4248.72,4286.67,4303.08,4335.9,4760.0,4463.59,5043
4347.18,3992.82,4287.18,4137.44,4354.87,4632.31,4084.62,4621.03,4211.79,4257.95,4210.77,4292.31,4624.62,4398.97,5050
4361.54,3991.79,4289.74,4141.03,4350.26,4618.46,4085.13,4615.38,4213.85,4265.64,4229.74,4302.56,4658.46,4427.18,5053
4340.51,4058.97,4282.56,4137.95,4357.95,4625.13,4100.51,4619.49,4216.92,4240.0,4235.38,4304.1,4636.92,4388.21,5055
4370.77,4070.77,4328.72,4186.67,4421.54,4704.1,4125.13,4681.54,4276.41,4312.31,4288.21,4338.97,4684.62,4436.92,5066
4398.46,4080.51,4295.9,4149.74,4324.1,4610.77,4053.33,4594.36,4188.21,4231.79,4227.18,4304.62,4645.13,4442.05,5070
4340.0,4030.26,4295.38,4146.15,4360.51,4631.28,4099.49,4621.54,4198.46,4238.46,4230.26,4298.97,4632.82,4406.67,5084
4317.95,3912.82,4248.21,4062.56,4322.56,4603.08,4101.54,4648.21,4241.03,4275.9,4284.1,4318.97,4729.23,4435.38,5088
4388.72,4010.26,4287.18,4111.79,4333.33,4605.64,4067.18,4608.72,4211.28,4238.97,4248.72,4311.79,4687.18,4457.95,5100
4374.36,3984.1,4276.92,4106.15,4318.97,4591.28,4077.95,4604.1,4188.21,4236.41,4263.08,4317.44,4716.41,4471.28,5105
4378.97,3990.77,4271.79,4105.13,4323.08,4594.36,4082.56,4627.18,4222.56,4254.87,4270.77,4314.87,4734.36,4485.13,5114
4316.92,4032.31,4282.56,4144.1,4380.51,4649.74,4103.59,4645.13,4238.97,4261.03,4231.79,4300.0,4649.74,4392.31,5125
4344.62,4066.67,4297.44,4168.21,4355.9,4644.1,4082.05,4611.28,4207.69,4245.13,4204.62,4292.82,4598.46,4386.67,5128
4331.79,4054.36,4271.79,4122.05,4345.64,4634.87,4117.44,4630.26,4224.1,4237.44,4228.72,4299.49,4634.36,4388.72,5132
4388.72,3968.72,4261.54,4107.18,4322.56,4598.97,4074.87,4629.74,4228.72,4269.74,4304.1,4338.97,4791.79,4502.56,5152
4341.03,4063.08,4277.95,4152.82,4353.85,4628.72,4110.26,4612.82,4211.79,4229.74,4206.15,4294.36,4611.79,4383.59,5181
4328.72,4012.82,4281.54,4136.92,4351.79,4625.64,4091.28,4624.1,4207.18,4244.62,4224.62,4296.41,4637.44,4403.08,5187
4316.92,4025.13,4287.69,4139.49,4375.9,4651.79,4107.18,4661.54,4246.15,4264.62,4226.15,4297.95,4649.74,4391.79,5207
4420.51,4121.54,4380.0,4234.87,4459.49,4747.18,4173.85,4723.08,4320.0,4350.77,4320.51,4392.31,4716.92,4473.33,5208
4397.95,4096.41,4296.92,4155.9,4331.79,4605.13,4063.08,4616.92,4188.21,4223.08,4204.62,4297.95,4636.92,4437.44,5228
4306.67,4037.95,4273.33,4144.1,4391.28,4660.0,4104.1,4657.44,4243.59,4271.28,4225.13,4288.72,4650.26,4388.72,5232
4394.87,4071.79,4351.79,4188.72,4430.77,4705.13,4158.46,4689.23,4275.38,4314.36,4302.05,4360.51,4708.21,4466.67,5234
4373.33,4057.44,4341.54,4203.59,4412.31,4685.13,4133.33,4656.92,4247.69,4285.64,4280.0,4339.49,4684.1,4434.87,5238
4417.95,4116.41,4383.08,4234.87,4459.49,4750.26,4171.28,4711.79,4307.18,4341.03,4316.92,4387.69,4710.77,4473.33,5241
4482.05,4132.82,4329.23,4175.38,4349.23,4613.85,4073.85,4614.36,4202.05,4218.46,4230.26,4325.13,4664.62,4516.41,5254
4427.69,4103.59,4316.92,4173.85,4349.74,4607.69,4054.36,4575.38,4178.97,4211.28,4228.72,4312.31,4667.69,4464.62,5261
4372.82,4065.13,4335.9,4182.05,4408.72,4714.36,4141.03,4695.38,4279.49,4314.87,4295.38,4354.87,4692.31,4436.92,5277
4348.21,4042.05,4323.59,4140.0,4359.49,4643.59,4096.41,4634.87,4210.26,4248.21,4227.69,4301.54,4628.72,4392.31,5283
4363.59,4040.51,4314.87,4171.28,4403.59,4679.49,4147.18,4668.72,4256.41,4286.15,4254.87,4324.62,4674.36,4422.05,5290
4401.54,4097.44,4312.82,4168.21,4346.15,4603.59,4075.38,4606.15,4192.31,4234.36,4235.38,4315.9,4631.79,4465.64,5309
4378.46,4063.08,4327.69,4184.62,4404.1,4681.03,4133.85,4672.31,4256.41,4288.21,4241.54,4332.31,4659.49,4419.49,5318
4319.49,4011.79,4276.92,4131.79,4360.51,4654.36,4087.69,4647.18,4231.28,4269.23,4242.05,4310.77,4632.82,4385.13,5323
4329.74,4050.26,4267.69,4122.56,4352.82,4621.54,4104.1,4620.51,4220.51,4240.51,4235.9,4303.08,4636.41,4387.18,5341
4376.41,4005.64,4283.08,4141.54,4322.05,4598.46,4064.62,4606.15,4193.33,4246.67,4208.72,4310.77,4683.59,4453.85,5352
4416.92,4062.05,4279.49,4172.82,4346.15,4617.95,4077.44,4580.51,4175.38,4240.0,4224.62,4298.46,4652.31,4466.67,5361
