AF3,F7,F3,FC5,T7,P7,O1,2,P8,T8,FC6,F4,F8,AF4,label
4331.28,3914.87,4255.38,4061.03,4316.41,4598.97,4103.08,4644.1,4230.77,4269.23,4284.62,4328.72,4738.97,4450.26,1
4404.1,4031.28,4309.74,4136.92,4358.46,4630.26,4069.74,4626.67,4224.1,4278.46,4273.33,4331.28,4749.74,4506.15,1
4305.64,3981.03,4281.03,4125.13,4360.0,4639.49,4092.31,4648.21,4222.05,4265.64,4231.79,4294.87,4655.38,4403.08,1
4427.18,3990.26,4281.03,4107.18,4310.77,4574.87,4061.03,4608.21,4188.21,4238.97,4297.44,4343.08,4783.59,4530.77,1
4357.44,4046.15,4320.51,4173.33,4408.21,4683.59,4149.74,4682.05,4270.26,4293.33,4281.54,4328.21,4673.85,4418.46,1
4412.31,4050.26,4289.74,4146.15,4357.44,4622.56,4077.95,4604.62,4200.0,4258.46,4237.95,4309.23,4676.92,4461.54,0
4435.9,4095.9,4300.51,4172.31,4320.0,4587.69,4051.28,4572.31,4175.9,4220.0,4180.0,4317.44,4663.08,4478.46,0
4360.0,4000.0,4293.85,4120.0,4348.72,4632.82,4093.85,4617.44,4212.82,4261.54,4227.69,4306.15,4640.51,4417.95,1
4396.41,4078.46,4272.31,4148.21,4318.97,4594.87,4059.49,4588.72,4177.44,4201.54,4158.97,4286.15,4637.95,4443.08,0
4430.26,4123.08,4268.21,4156.92,4336.92,4592.31,4069.74,4592.82,4172.82,4203.08,4217.95,4298.97,4642.05,4452.31,0
4361.54,3982.56,4266.67,4127.69,4349.74,4600.51,4067.18,4589.23,4183.08,4230.26,4214.87,4295.38,4627.69,4421.54,1
4411.79,4118.97,4295.38,4158.46,4343.59,4604.62,4051.79,4581.03,4181.03,4206.67,4201.03,4299.49,4619.49,4438.97,1
4364.1,4053.33,4335.38,4198.97,4413.85,4690.77,4143.08,4681.03,4268.72,4300.0,4273.33,4331.28,4678.46,4426.15,1
4404.1,4073.33,4296.92,4154.87,4325.64,4604.1,4060.0,4620.51,4203.59,4231.28,4227.18,4315.38,4641.03,4462.56,0
4327.69,3911.79,4248.21,4065.13,4321.54,4606.15,4103.08,4650.26,4243.59,4271.79,4287.18,4329.74,4735.9,4446.67,1
4369.23,4026.67,4272.82,4121.03,4318.46,4608.21,4061.54,4614.87,4194.36,4250.77,4241.54,4304.1,4663.08,4436.92,1
4375.38,4072.82,4263.08,4150.26,4337.95,4582.56,4056.92,4599.49,4185.13,4219.49,4214.87,4290.26,4628.21,4412.31,0
4317.44,3963.59,4250.77,4111.28,4319.49,4597.95,4067.69,4618.97,4212.31,4261.03,4209.23,4299.49,4696.41,4414.36,1
4380.51,4054.87,4285.13,4141.54,4332.82,4615.9,4054.87,4604.62,4193.33,4230.26,4224.1,4294.36,4635.38,4429.74,0
4407.18,4101.03,4369.74,4220.51,4446.15,4734.87,4155.38,4702.56,4284.1,4333.85,4308.21,4381.54,4701.03,4455.9,0
4380.51,3997.44,4269.74,4124.1,4350.26,4599.49,4066.67,4584.1,4187.18,4242.05,4222.05,4297.95,4642.56,4440.0,1
4369.74,4002.56,4294.87,4141.54,4359.49,4642.05,4085.64,4641.03,4242.05,4273.85,4227.18,4311.28,4637.44,4418.46,1
4321.03,3934.36,4250.77,4075.9,4325.64,4607.18,4097.95,4637.95,4227.18,4262.56,4271.28,4321.54,4707.69,4422.05,1
4487.69,4133.33,4311.28,4168.21,4335.38,4586.15,4073.85,4596.92,4192.82,4247.18,4287.18,4353.33,4753.85,4535.9,0
4362.56,4049.74,4330.77,4198.46,4407.69,4687.69,4135.38,4666.67,4247.18,4288.72,4272.82,4332.31,4676.41,4428.72,1
4406.67,4096.92,4298.46,4156.92,4330.77,4601.03,4049.23,4595.38,4176.92,4194.36,4180.0,4296.92,4577.44,4421.03,1
4377.95,4083.59,4341.03,4193.33,4422.05,4716.92,4143.59,4693.85,4277.95,4320.51,4288.72,4355.9,4689.74,4446.15,0
4304.1,4043.59,4282.05,4145.13,4386.15,4660.0,4112.31,4675.9,4257.44,4282.56,4233.33,4304.1,4654.87,4375.9,1
4328.72,4010.77,4296.92,4141.54,4374.87,4655.9,4104.1,4648.72,4223.59,4243.08,4193.33,4300.0,4612.31,4374.87,1
4370.77,4010.77,4276.41,4111.79,4338.46,4617.95,4069.74,4614.36,4207.69,4240.0,4240.0,4300.51,4677.44,4434.36,0
4334.36,4036.92,4311.79,4171.28,4382.05,4656.41,4100.0,4647.69,4237.95,4254.87,4215.38,4313.85,4644.62,4394.87,1
4375.9,4024.62,4276.92,4117.95,4319.49,4600.51,4052.31,4614.36,4196.92,4245.64,4236.92,4309.74,4652.31,4443.08,1
4389.23,4070.77,4290.77,4151.79,4323.08,4612.82,4074.36,4601.03,4193.33,4218.46,4204.62,4298.46,4604.1,4417.44,0
4357.44,4001.03,4291.79,4137.44,4351.79,4623.59,4084.1,4620.0,4207.69,4251.79,4222.05,4306.67,4633.85,4410.77,1
4366.67,4035.38,4313.85,4186.67,4401.54,4674.87,4125.13,4662.05,4241.03,4256.41,4207.18,4316.92,4616.92,4395.9,1
4364.1,4061.54,4362.56,4159.49,4380.0,4674.87,4114.87,4656.41,4237.95,4280.51,4255.9,4325.64,4662.56,4412.82,0
4343.08,4039.49,4320.51,4136.41,4358.97,4648.21,4103.59,4645.13,4221.54,4252.31,4230.26,4300.51,4625.64,4390.77,0
4317.95,4030.77,4280.51,4136.41,4350.77,4638.97,4082.56,4641.54,4222.05,4254.87,4207.18,4301.03,4636.92,4384.62,0
4318.97,4027.18,4291.79,4163.08,4372.82,4644.62,4102.56,4633.33,4212.82,4240.0,4209.23,4289.23,4627.18,4378.46,1
4349.23,4073.33,4286.67,4152.31,4360.51,4630.26,4113.33,4613.33,4219.49,4232.82,4210.26,4301.54,4615.38,4390.77,1
4324.1,3993.33,4282.05,4122.56,4349.74,4632.31,4088.21,4625.13,4221.54,4255.38,4225.64,4295.38,4634.36,4389.74,1
4382.56,4076.92,4342.56,4190.77,4409.74,4713.85,4145.13,4695.38,4274.36,4318.46,4303.08,4367.18,4696.92,4449.74,0
4365.13,4049.23,4291.28,4145.13,4327.69,4615.9,4077.95,4620.0,4209.74,4229.23,4209.23,4296.92,4602.56,4397.95,0
4389.23,4053.85,4350.77,4191.28,4424.1,4703.59,4167.18,4690.77,4275.38,4310.77,4304.62,4360.51,4703.08,4465.13,1
4388.72,4106.15,4294.87,4152.31,4347.69,4614.87,4062.56,4595.9,4187.18,4201.54,4201.03,4293.33,4610.26,4415.9,1
4383.08,4032.82,4273.85,4118.97,4322.05,4607.69,4058.46,4608.72,4197.44,4242.56,4236.92,4300.51,4661.03,4454.36,1
4425.64,4107.18,4308.21,4169.74,4324.1,4605.13,4060.51,4610.26,4199.49,4224.1,4216.92,4308.72,4622.05,4445.64,0
4353.85,4070.77,4293.85,4156.41,4347.69,4629.74,4074.36,4611.79,4184.1,4224.62,4190.26,4290.77,4618.46,4405.13,0
4396.92,4088.72,4348.72,4202.56,4431.79,4725.13,4157.95,4707.69,4298.97,4342.56,4314.87,4376.41,4710.26,4459.49,0
4450.77,4148.21,4308.21,4185.64,4337.95,4608.72,4061.03,4614.87,4185.13,4217.95,4208.72,4305.13,4660.51,4490.77,0
4386.15,4058.46,4347.18,4203.08,4419.49,4696.41,4145.13,4682.56,4269.23,4305.13,4289.74,4347.18,4690.77,4452.82,1
4362.56,4035.38,4304.62,4177.95,4391.28,4672.31,4133.33,4662.56,4238.97,4266.67,4204.62,4314.87,4614.36,4394.87,1
4338.46,4031.79,4296.41,4150.77,4361.54,4637.44,4110.26,4627.69,4212.31,4243.08,4234.36,4303.59,4630.77,4404.62,1
4319.49,4056.92,4295.9,4169.74,4381.54,4654.36,4089.23,4643.59,4211.79,4241.54,4221.03,4302.05,4615.9,4368.72,0
4394.36,4025.64,4264.62,4140.51,4350.26,4615.9,4075.9,4588.21,4183.59,4241.03,4232.82,4299.49,4654.87,4451.28,1
4447.18,4124.62,4277.44,4154.36,4331.28,4597.44,4073.33,4597.95,4183.08,4209.23,4220.51,4307.18,4649.23,4467.69,0
4342.05,3986.67,4280.51,4122.56,4349.74,4631.79,4092.31,4616.41,4210.26,4251.28,4217.95,4295.38,4627.69,4395.9,1
4324.1,4015.38,4286.15,4135.9,4363.08,4650.77,4084.62,4627.69,4209.23,4251.28,4239.49,4306.67,4634.36,4384.1,0
4422.05,4087.69,4299.49,4153.33,4335.9,4607.18,4055.38,4602.56,4194.36,4223.08,4221.54,4304.62,4663.08,4467.18,0
4394.87,4029.23,4279.49,4133.33,4347.69,4625.64,4078.46,4613.85,4210.26,4272.82,4238.46,4304.62,4680.51,4448.21,1
4332.82,4026.67,4307.18,4131.79,4358.97,4641.03,4089.23,4629.23,4205.64,4244.62,4227.69,4307.18,4622.56,4389.23,0
4385.64,4064.1,4347.69,4202.56,4425.13,4701.03,4150.77,4686.15,4264.62,4303.08,4293.85,4357.95,4701.03,4452.31,1
4410.77,4098.97,4381.54,4234.36,4439.49,4736.41,4165.64,4724.62,4310.77,4348.21,4325.64,4397.95,4722.56,4469.74,0
4384.62,4052.31,4327.69,4187.69,4394.36,4667.69,4126.67,4669.74,4255.38,4272.82,4210.77,4327.18,4625.13,4409.74,1
4362.56,3990.77,4280.0,4135.38,4314.87,4599.49,4066.15,4595.38,4178.97,4222.56,4191.79,4298.46,4661.54,4431.79,1
4394.36,4085.13,4289.74,4156.92,4325.64,4605.13,4063.08,4602.56,4208.72,4217.44,4209.74,4293.33,4614.87,4435.38,0
4325.13,4015.9,4288.21,4142.56,4360.51,4628.21,4095.38,4630.77,4205.13,4239.49,4222.56,4297.44,4627.18,4394.87,1
4326.67,4022.56,4280.0,4138.46,4353.85,4622.05,4091.79,4618.46,4209.23,4238.97,4223.59,4285.64,4631.28,4400.0,1
4427.18,4096.41,4284.1,4168.21,4336.92,4612.82,4071.79,4587.69,4174.36,4228.72,4213.85,4309.74,4630.77,4468.72,0
4361.03,4038.97,4315.9,4174.36,4407.69,4682.05,4141.03,4671.28,4246.15,4288.72,4276.92,4324.62,4672.31,4420.51,1
