index,probability_gcforest,label_gcforest,probability_logistic,label_logistic,probability_mlp,label_mlp,probability_random_forest,label_random_forest,probability,label
2528,0.716614875,1,0.808407494,0,0.539984363,0,0.613690476,0,0.817922065,0
2529,0.834589337,1,0.895327505,0,0.585725143,0,0.875,1,0.909332006,0
2533,0.795904261,1,0.694853124,0,0.590238625,0,0.617857143,1,0.713450901,0
2536,0.848929196,1,0.928736368,1,0.683877514,1,0.528571429,1,0.95845073,1
2545,0.928885253,0,0.747414045,1,0.573296262,0,0.920732807,0,0.756851978,1
2547,0.764478737,0,0.617408852,0,0.517246324,0,0.863092096,0,0.696789256,0
2549,0.795408219,1,0.940077689,0,0.788279946,0,0.633333333,1,0.94144545,0
2551,0.767468752,0,0.753911514,1,0.617622367,0,0.55244964,0,0.76966484,1
2558,0.844872933,1,0.622071997,0,0.512569506,0,0.878571429,1,0.623864948,0
2560,0.776091601,0,0.602171787,0,0.559411052,0,0.696016208,0,0.621221748,0
2561,0.966930788,0,0.625885037,0,0.51007893,1,0.928622373,0,0.646938897,0
2563,0.72185386,0,0.788948203,0,0.602423031,0,0.628571429,1,0.818927123,0
2568,0.822249459,1,0.753027773,0,0.625551685,0,0.622619048,1,0.797620172,0
2578,0.879275352,0,0.760622349,1,0.535329189,0,0.69186966,1,0.769138127,1
2580,0.923220953,0,0.797590407,0,0.534665395,0,0.560012098,0,0.830624093,0
2582,0.864748789,0,0.748217802,0,0.588830408,0,0.888095238,1,0.714367899,0
2584,0.879529355,0,0.937905517,0,0.538455075,1,0.836582043,0,0.955484585,0
2586,0.974194603,1,0.988686174,1,0.669690461,1,0.510714286,0,0.993730517,1
2587,0.836870529,0,0.759459177,0,0.506534557,1,0.931697243,0,0.793287614,0
2594,0.827355753,1,0.562315014,1,0.622916218,1,0.502380952,0,0.671196989,1
2597,0.863000142,1,0.887859426,0,0.586995007,0,1,0,0.872958144,0
2600,0.827320536,1,0.706885837,0,0.56066016,0,0.623809524,0,0.717541297,0
2602,0.778925085,0,0.548709216,1,0.607107302,0,0.800188718,0,0.586957155,1
2603,0.659801144,1,0.813335198,0,0.607541545,0,0.595238095,0,0.834229959,0
2606,0.845902143,1,0.730801687,0,0.677601491,0,0.945238095,1,0.715931806,0
2613,0.874859475,0,0.723818709,0,0.553289436,1,0.568273708,1,0.729945928,0
2616,0.719936977,1,0.862725868,0,0.566281014,0,0.79047619,1,0.898626754,0
2618,0.843820911,1,0.571352417,0,0.589262705,0,0.867142857,1,0.575829626,0
2625,0.888399979,1,0.986225832,1,0.889238516,1,0.704761905,0,0.995263169,1
2627,0.890169996,1,0.774468666,1,0.839779238,1,0.8,0,0.871547807,1
2628,0.73230011,1,0.807496784,0,0.59255205,0,0.553571429,0,0.81799949,0
2629,0.894764164,0,0.541342991,1,0.660530585,0,0.981504103,0,0.519807732,0
2633,0.88967002,1,0.997388387,1,0.952217578,1,0.635714286,0,0.999998731,1
2634,0.866016048,1,0.515041648,0,0.676442068,1,0.929846939,1,0.519300435,0
2645,0.901214506,0,0.950115461,1,0.662045125,1,0.885078508,1,0.957346578,1
2646,0.747040061,0,0.536288221,0,0.538761186,0,0.645833333,1,0.5,1
2648,0.937262826,0,0.83043811,0,0.508167061,1,0.719047619,1,0.842286115,0
2651,0.881447407,0,0.838350112,0,0.599164723,0,0.572804169,0,0.853763803,0
2652,0.597694361,0,0.696320483,0,0.595560888,0,0.776190476,1,0.656112984,0
2653,0.828997295,0,0.551740406,1,0.538060194,0,0.874969772,0,0.525953352,0
2658,0.786815477,1,0.712438768,1,0.513810621,0,0.93452381,1,0.774353049,1
2660,0.931606151,0,0.5929294,0,0.55570496,0,0.873915667,0,0.644154528,0
2661,0.806199414,0,0.508570442,1,0.544467022,1,0.671725143,0,0.526314391,0
2664,0.818403807,0,0.576996409,0,0.601635373,0,0.578428453,0,0.621756141,0
2667,0.874076083,1,0.918364243,0,0.598800643,0,0.573809524,0,0.922670407,0
2670,0.802103896,0,0.880059073,0,0.551896491,1,0.961904762,1,0.89460111,0
2671,0.890230775,1,0.752677211,1,0.663350916,0,0.989285714,1,0.810143982,1
2676,0.849330488,1,0.703294977,0,0.540606016,1,0.835204082,1,0.695664108,0
2681,0.838852644,1,0.531315339,0,0.525128965,1,0.867857143,1,0.559010361,1
2683,0.881750709,0,0.577125745,0,0.578400895,1,0.662025881,0,0.666019756,0
2687,0.774935046,0,0.679059208,1,0.507442132,0,0.510219011,1,0.689773598,1
2689,0.886222218,1,0.915372949,1,0.866508076,1,0.525,0,0.962070063,1
2691,0.955046114,1,0.596733662,0,0.616717449,0,0.772619048,1,0.653297294,0
2693,0.816413547,0,0.684337394,0,0.607876835,1,0.822290351,1,0.677708663,0
2694,0.788643058,0,0.552146406,1,0.61653348,0,0.944152919,0,0.5,1
2695,0.704146867,1,0.941873342,0,0.612050412,0,0.814285714,1,0.953643381,0
2696,0.841836843,1,0.715743981,0,0.625321353,0,0.694047619,1,0.758867885,0
2700,0.829162703,1,0.963465064,1,0.739439415,1,0.551190476,1,0.974892061,1
2702,0.512429468,0,0.722769136,0,0.592906924,0,0.79047619,1,0.741033608,0
2705,0.815428977,1,0.744010769,0,0.542943347,1,0.699744898,0,0.782582806,0
2706,0.7537785,1,0.724798112,1,0.520685539,0,0.935714286,1,0.769018559,1
2707,0.781511715,1,0.523240507,1,0.701822443,1,0.778571429,0,0.615833684,1
2710,0.781060265,1,0.5107696,0,0.599184127,0,0.792857143,1,0.509024541,0
2712,0.732190718,0,0.688519326,1,0.55230473,0,0.631071429,0,0.667361413,1
2715,0.838900209,1,0.730812556,0,0.636224179,0,0.7,1,0.78832806,0
2716,0.863000142,1,0.961465041,0,0.705866924,0,1,0,0.963898026,0
2717,0.885139962,0,0.786775746,0,0.513401258,0,0.791577454,1,0.789628039,0
2718,0.837996287,0,0.988435353,0,0.882629638,0,0.643661657,1,0.995032706,0
2721,0.765236701,1,0.680871683,0,0.565169638,0,0.83452381,1,0.660190912,0
2722,0.943214988,0,0.58354278,1,0.605685115,0,0.701682476,0,0.614096179,1
2725,0.845902143,1,0.867201509,0,0.540183993,0,0.985714286,1,0.90076608,0
2726,0.819219026,1,0.648975653,0,0.639688024,0,0.964285714,1,0.608824712,0
2727,0.62017954,1,0.949849303,0,0.625414839,0,0.686904762,1,0.964130566,0
2733,0.839046999,1,0.658876436,0,0.62347969,0,0.741666667,0,0.667765279,0
2739,0.880383078,0,0.945717773,0,0.518491231,0,0.603696936,1,0.963616434,0
2743,0.76481569,1,0.842880134,0,0.647812431,0,0.732142857,1,0.881360833,0
2744,0.829162703,1,0.603234328,0,0.548696499,1,0.630952381,0,0.526471064,0
2745,0.838164101,0,0.959537691,0,0.594319054,0,0.68452381,1,0.973389723,0
2747,0.768182791,1,0.625252658,0,0.596346851,0,0.971428571,1,0.570558735,0
2750,0.836321876,0,0.506668806,1,0.546392914,0,0.848593074,1,0.507945566,1
2756,0.771856917,1,0.609306068,0,0.543608912,1,0.680952381,1,0.557757084,0
2758,0.806538612,0,0.716099056,1,0.507721472,0,0.772736873,0,0.776675361,1
2762,0.837688098,0,0.967008791,0,0.570400941,0,0.624677721,0,0.981380785,0
2765,0.87412673,0,0.606470419,0,0.507749535,0,0.824012009,0,0.566023497,0
2766,0.856319166,1,0.677300588,0,0.501660361,0,0.757738095,1,0.686342802,0
2773,0.818040049,0,0.600541878,0,0.589857703,0,0.853783972,0,0.583187487,0
2774,0.723357147,0,0.958936007,1,0.596862618,0,0.846428571,0,0.978971063,1
2775,0.883982235,0,0.86655848,0,0.718239689,0,0.666074419,1,0.854446651,0
2777,0.821834592,1,0.84602235,0,0.574131568,0,0.627380952,0,0.860332078,0
2778,0.77857581,1,0.550826369,1,0.678983873,0,0.814285714,0,0.615604104,0
2781,0.810311778,1,0.70481189,1,0.653913773,0,0.79047619,0,0.565443678,1
2782,0.890230775,1,0.822492245,0,0.631935357,0,0.992857143,1,0.846943714,0
2784,0.554723409,0,0.657719014,0,0.517353818,0,0.764285714,0,0.716002626,0
2788,0.57653888,0,0.735819675,0,0.510283224,1,0.786904762,1,0.737033512,0
2789,0.642641669,0,0.869953063,1,0.551466005,1,0.680357143,1,0.900775395,1
2792,0.943195263,0,0.50745531,1,0.538700163,1,0.816576092,0,0.530092909,1
2794,0.842133032,1,0.639974536,0,0.577383899,1,0.658333333,1,0.663329725,0
2798,0.747117641,0,0.699054517,1,0.655492759,0,0.782841866,0,0.674744765,1
2800,0.887588723,0,0.682542357,1,0.620687196,1,0.609935562,0,0.649424743,1
2801,0.885765554,1,0.995624208,1,0.903384165,1,0.623809524,1,0.999990931,1
2802,0.881120021,0,0.96827988,0,0.722644118,0,0.71352275,0,0.983835294,0
2825,0.589393114,0,0.876719671,0,0.564764593,0,0.639285714,0,0.87540295,0
2828,0.920155883,0,0.607359628,1,0.542143548,0,0.739533061,0,0.634340695,1
2833,0.62017954,1,0.857878065,1,0.514673722,1,0.75297619,0,0.898586939,1
2836,0.922478914,0,0.824548403,0,0.534648247,1,0.942168075,0,0.882177619,0
2840,0.934022389,0,0.88275055,0,0.722639315,0,0.599656845,1,0.884322121,0
2842,0.842254185,1,0.835214794,0,0.61042885,0,0.55,0,0.85095584,0
2844,0.80895624,1,0.72921011,0,0.540488136,0,0.785714286,1,0.717748657,0
2846,0.750348988,1,0.544491417,1,0.617061518,0,0.816071429,1,0.652836043,1
2851,0.818600598,0,0.950312064,0,0.608759908,0,0.74702381,1,0.966370273,0
2856,0.805965375,1,0.999033981,1,0.943340092,1,0.517857143,0,0.999999884,1
2859,0.785958377,1,0.833822212,0,0.628937329,0,0.813095238,0,0.869689981,0
2864,0.825652456,1,0.709796375,1,0.870213495,1,0.738095238,1,0.841201111,1
2866,0.787523623,1,0.7560611,0,0.599200684,0,0.830357143,1,0.721431909,0
2867,0.83841414,1,0.565755072,0,0.683337174,1,0.644642857,1,0.539988852,0
2868,0.840192041,1,0.647987055,0,0.529488065,0,0.671428571,1,0.704757225,0
2871,0.622089123,0,0.72536698,0,0.629047885,0,0.70952381,1,0.738422456,0
2872,0.916644314,0,0.642635134,0,0.52344304,0,0.886391585,0,0.677086436,0
2875,0.953935687,0,0.512108757,1,0.538361664,0,0.839460878,0,0.541234463,1
2877,0.84083467,1,0.64505654,0,0.546570354,0,0.978571429,1,0.593298328,0
2878,0.960451446,0,0.585544748,1,0.531396147,0,0.802940654,0,0.568440018,1
2881,0.84261303,1,0.87224691,0,0.508503385,0,0.796428571,1,0.879845378,0
2888,0.844694262,1,0.82404983,0,0.55788396,0,0.951190476,1,0.844412465,0
2892,0.842528681,1,0.65771209,0,0.505656709,0,0.553571429,0,0.637242455,0
2893,0.785177457,1,0.686019838,0,0.589093885,0,0.742857143,1,0.696565907,0
2903,0.886147055,0,0.837845674,0,0.599560255,0,0.782732052,1,0.878706656,0
2907,0.588894932,0,0.92895555,0,0.677558626,0,0.871428571,1,0.948907584,0
2908,0.775107917,0,0.517057087,0,0.654352865,0,0.715355254,1,0.578379433,0
2909,0.84519936,1,0.91038599,0,0.579104578,0,0.867857143,1,0.925117737,0
2910,0.602871024,0,0.694620265,0,0.539279917,1,0.578333333,0,0.678433169,0
2917,0.836648626,0,0.516506948,1,0.705283057,0,0.669408512,0,0.520994771,0
2918,0.77857581,1,0.574933467,1,0.617218685,0,0.95,0,0.581112899,0
2921,0.846358012,1,0.726444332,0,0.547938747,1,0.897619048,1,0.735232373,0
2923,0.83624253,1,0.756112552,1,0.633080315,0,0.575631962,1,0.705427188,1
2925,0.967682653,0,0.783063354,0,0.546182779,1,0.7,1,0.778592058,0
2928,0.868302512,0,0.510323748,1,0.769708496,1,0.734999945,1,0.593762096,1
2930,0.608742381,0,0.899763298,0,0.712658189,0,0.775,0,0.923967358,0
2935,0.920441886,0,0.636901667,1,0.641555327,0,0.835471638,0,0.61518181,1
2937,0.574931332,0,0.60976685,1,0.608932707,1,0.823214286,1,0.65998192,1
2940,0.753098355,1,0.631830507,0,0.561826614,0,0.961904762,1,0.581824684,0
2944,0.954107301,0,0.546022089,0,0.629635336,0,0.961360244,0,0.523029004,0
2945,0.824064492,1,0.61463881,0,0.538091103,0,0.921428571,1,0.595788496,0
2946,0.771677119,0,0.6533395,0,0.504586241,0,0.917108587,0,0.725035092,0
2947,0.83686366,0,0.745372023,0,0.540468479,0,0.847613165,0,0.756909966,0
2949,0.792702,1,0.736916122,0,0.687199836,0,0.620238095,1,0.782306002,0
2951,0.936022179,0,0.700228663,0,0.649828828,0,0.72368767,1,0.713967621,0
2953,0.838053271,1,0.973537126,1,0.891855705,1,0.94047619,0,0.989629223,1
2959,0.951959729,0,0.555745314,1,0.622501172,0,0.90175685,0,0.524686192,1
2961,0.765597206,0,0.947426109,0,0.532479142,1,0.879761905,1,0.952079886,0
2967,0.708350866,0,0.703875994,0,0.597337267,0,0.76547619,1,0.699947259,0
2969,0.839091703,1,0.52022319,0,0.686365228,0,0.5875,1,0.619422624,0
2972,0.646301664,1,0.962127524,1,0.622194782,0,0.617857143,0,0.978480021,1
2973,0.729865848,1,0.816485186,0,0.514948679,0,0.785714286,0,0.805825285,0
2974,0.781787663,0,0.798208435,0,0.599428709,0,0.919893861,0,0.831867451,0
2979,0.939361149,0,0.782624669,0,0.555452321,1,0.711904762,1,0.790166348,0
2982,0.771821982,0,0.542968187,0,0.818745315,0,0.950854669,0,0.683014095,0
2986,0.77343061,0,0.603153147,0,0.665728484,0,0.844555879,0,0.666835836,0
2987,0.759079157,0,0.975563901,1,0.541662814,0,0.867857143,0,0.989377204,1
3003,0.856781562,1,0.918145925,1,0.595914483,1,0.56547619,1,0.951308873,1
3004,0.73537058,0,0.949208372,1,0.528461865,1,0.9375,0,0.96958193,1
3006,0.797891348,0,0.91597535,0,0.512910456,0,0.892857143,1,0.920141503,0
3009,0.77687169,0,0.685071684,0,0.50507353,0,0.613095238,0,0.64711482,0
3014,0.858164479,1,0.978852482,0,0.623048223,0,0.925,0,0.976039027,0
3015,0.769104179,0,0.867287116,1,0.541513788,0,0.569126519,1,0.88750335,1
3017,0.92410879,0,0.526113439,0,0.580878818,0,0.909241231,0,0.559683541,0
3020,0.922680489,0,0.563627696,0,0.512189487,1,0.826787174,0,0.630821514,0
3022,0.966513407,0,0.786037163,1,0.637939591,1,0.971428571,1,0.830295728,1
3024,0.855674085,1,0.547914708,0,0.539323827,0,0.653571429,1,0.578149707,0
3027,0.858067909,1,0.743720435,0,0.597828371,0,0.691666667,1,0.755849639,0
3029,0.890230775,1,0.57089005,1,0.535751754,0,1,1,0.612756208,1
3035,0.77221505,1,0.749218293,0,0.610001893,0,0.553571429,1,0.721368764,0
3037,0.937595994,0,0.510625719,0,0.656936221,0,0.966780378,0,0.571783965,0
3039,0.794218037,1,0.944472759,0,0.507520209,0,0.553571429,1,0.902818616,0
3040,0.800703133,0,0.661324621,0,0.515548975,0,0.611904762,1,0.686015125,0
3043,0.965321571,0,0.511166148,0,0.547111716,0,0.953737309,0,0.582718861,0
3049,0.838053271,1,0.933363415,1,0.877534,1,0.947619048,0,0.971444979,1
3050,0.785057079,0,0.804195881,0,0.684390921,0,0.628571429,1,0.82042207,0
3051,0.934488978,0,0.574792456,1,0.611983293,0,0.661811835,0,0.603372711,1
3053,0.576101831,0,0.668574839,0,0.617065321,0,0.81,1,0.680096483,0
3054,0.777786743,0,0.617271291,0,0.561995081,0,0.759944896,0,0.614849568,0
3057,0.725708617,0,0.647124593,1,0.542158252,1,0.789285714,0,0.718038305,1
3062,0.936147379,0,0.64266162,1,0.557535115,0,0.609164402,0,0.641310146,1
3065,0.935387352,0,0.580142381,1,0.572068585,1,0.504086822,1,0.600182742,1
3066,0.576085462,0,0.93462599,1,0.578782623,0,0.805627706,0,0.960382159,1
3068,0.765540894,0,0.914555307,0,0.514565984,0,0.914285714,1,0.938478325,0
3069,0.853795321,1,0.870635202,0,0.57664809,0,0.845238095,1,0.892728926,0
3071,0.777774928,1,0.688329464,0,0.632424467,0,0.764285714,0,0.774056898,0
3073,0.792847035,0,0.549958419,0,0.500843458,0,0.675107009,1,0.605751213,0
3077,0.763952421,0,0.74009508,0,0.549356807,1,0.839880952,1,0.71984158,0
3079,0.944796236,0,0.871447028,0,0.513842299,0,0.695238095,1,0.869133366,0
3086,0.890230775,1,0.972319113,0,0.655338081,0,0.736309524,0,0.974473833,0
3091,0.92060404,0,0.574400918,0,0.545592304,0,0.899632799,0,0.541561467,0
3094,0.883981787,1,0.999664438,1,0.977188935,1,0.864285714,0,0.999999989,1
3096,0.767468752,0,0.63431723,1,0.636880076,0,0.955598426,0,0.583337211,1
3098,0.804183146,0,0.523562144,0,0.600500063,0,0.939024622,0,0.5,1
3101,0.938009418,0,0.519982668,0,0.562911529,0,0.937009824,0,0.524904247,0
3102,0.73254916,0,0.589872337,1,0.555790346,0,0.59047619,0,0.646366522,1
3106,0.834228962,1,0.843670485,1,0.651043572,1,0.601785714,0,0.884779387,1
3111,0.737652504,0,0.501363238,1,0.62911091,0,0.665310845,0,0.525675035,1
3116,0.890230775,1,0.978407401,0,0.633176253,0,0.898809524,1,0.982070031,0
3119,0.789213866,0,0.936734016,0,0.618317463,0,0.694047619,1,0.939163456,0
3121,0.910661678,0,0.614093121,0,0.584695707,0,0.949182673,0,0.659396404,0
3123,0.826819273,1,0.77989315,0,0.596865507,0,0.822619048,1,0.797800636,0
3126,0.763724778,0,0.503090084,1,0.623338551,0,0.969198332,0,0.551589517,0
3127,0.793982966,1,0.816045665,0,0.533459204,0,0.757142857,0,0.773894122,0
3128,0.826551621,1,0.821045009,0,0.530280926,0,0.70952381,0,0.788071937,0
3131,0.618460734,1,0.570304259,1,0.731444742,0,0.733300718,0,0.526785414,0
3132,0.959712301,0,0.540808176,0,0.57264202,0,0.947141522,0,0.569449325,0
3143,0.806310477,1,0.81365277,0,0.643593966,0,0.752380952,0,0.909807447,0
3145,0.779490877,0,0.600284708,0,0.626732012,0,0.517721088,0,0.618313993,0
3146,0.814392719,1,0.699289236,1,0.774990162,1,0.752380952,0,0.798503,1
3148,0.806234785,1,0.746881211,0,0.61874392,0,0.746428571,1,0.763286917,0
3155,0.863028352,0,0.984312365,0,0.61110966,0,0.751785714,1,0.991028237,0
3157,0.892136345,1,0.51090575,1,0.536958806,1,0.992857143,1,0.585756827,1
3159,0.864618656,1,0.958487744,0,0.612024245,0,1,0,0.955154506,0
3167,0.85461744,1,0.547975832,0,0.621258967,0,1,1,0.543869114,0
3171,0.588894932,0,0.935351293,1,0.574381371,0,0.751666667,0,0.959213248,1
3173,0.848999212,1,0.658792248,0,0.571416902,0,0.948809524,1,0.63111785,0
3175,0.588894932,0,0.535745007,0,0.512063926,0,0.691666667,1,0.558649023,0
3178,0.799496023,1,0.901425121,0,0.592353072,0,0.85,0,0.909636836,0
3179,0.958947504,0,0.579543768,0,0.510039226,0,0.894567957,0,0.631126932,0
3180,0.877029481,0,0.740786517,0,0.58072321,0,0.501484003,0,0.784344409,0
3182,0.959712301,0,0.515696289,1,0.580000613,0,0.803636736,0,0.525420041,1
3185,0.788714603,1,0.942136342,0,0.683796449,0,0.682142857,1,0.944462299,0
3189,0.878433255,1,0.848807588,0,0.549995026,0,0.788095238,1,0.862168161,0
3195,0.843804131,1,0.672833214,0,0.527271176,0,0.9,1,0.70673627,0
3202,0.959558237,0,0.542201161,0,0.627117585,0,0.931891216,0,0.585460094,0
3203,0.789259157,0,0.988992618,0,0.591058833,0,0.871428571,1,0.992834638,0
3205,0.885168626,1,0.965890463,1,0.816656351,1,0.821428571,0,0.98515039,1
3209,0.796872217,0,0.871954512,0,0.691577132,0,0.716666667,1,0.86071528,0
3210,0.753337685,0,0.965521647,0,0.686556856,0,0.89047619,1,0.973337442,0
3211,0.550804853,0,0.592000064,0,0.527011228,0,0.735714286,1,0.589547533,0
3214,0.884368207,1,0.637488311,0,0.759792957,0,0.829761905,1,0.602345658,0
3217,0.838934762,0,0.776693153,1,0.533743101,1,0.752262897,0,0.792423789,1
3218,0.570852862,0,0.500626695,0,0.515834289,0,0.808571429,0,0.539661121,0
3222,0.801619025,1,0.779443103,0,0.641601973,0,0.589880952,1,0.817987543,0
3223,0.84261303,1,0.736437409,1,0.654532672,0,0.942857143,1,0.713000607,1
3225,0.955406487,0,0.58904343,1,0.535391834,0,0.760696925,0,0.642063693,1
3228,0.806234785,1,0.787517068,0,0.598166908,0,0.857142857,0,0.888280564,0
3236,0.78324275,0,0.511336536,1,0.567217258,1,0.575331812,1,0.535043597,1
3241,0.787045563,1,0.773060593,0,0.626328157,0,0.816666667,0,0.803124776,0
3242,0.73537058,0,0.571223288,1,0.504803621,0,0.964285714,0,0.609472968,1
3246,0.675687152,1,0.653278469,0,0.556409803,0,0.775595238,1,0.671615987,0
3249,0.834211221,1,0.77876119,0,0.518622047,0,0.802380952,1,0.789834266,0
3252,0.818953225,1,0.734893817,0,0.636370458,0,0.961904762,1,0.741519729,0
3257,0.874441834,0,0.855518288,0,0.681067071,0,0.520478089,1,0.865709756,0
3258,0.783472997,1,0.629131713,1,0.522631449,0,0.747619048,1,0.650542926,1
3259,0.864618656,1,0.969823557,0,0.691521544,0,1,0,0.974141724,0
3260,0.814769325,1,0.548352128,0,0.570204476,0,0.55,1,0.519779832,1
3262,0.779320466,0,0.662123885,0,0.635554621,0,0.85952381,0,0.719893616,0
3263,0.733888405,1,0.633808614,0,0.603989564,0,0.538095238,0,0.661034314,0
3266,0.890230775,1,0.513980414,1,0.515600471,1,1,1,0.540470706,1
3268,0.828272019,1,0.826842099,1,0.571663839,0,0.586904762,1,0.864710564,1
3270,0.811600718,1,0.619897914,0,0.604640575,0,0.873214286,1,0.643453029,0
3273,0.862309221,1,0.922478059,0,0.664550935,0,1,0,0.924361157,0
3274,0.934813965,0,0.703434807,0,0.50168677,0,0.76349144,0,0.720736976,0
3275,0.835348185,1,0.996236211,0,0.718855699,0,0.957142857,1,0.998016704,0
3276,0.881978869,0,0.567658919,0,0.631662557,0,0.713911604,0,0.55634689,0
3281,0.828712785,1,0.860191819,0,0.76409461,0,0.844880952,1,0.88020407,0
3292,0.910896964,0,0.625747727,1,0.539156886,1,0.589798376,0,0.67293166,1
3296,0.890566872,1,0.963634692,1,0.515012138,0,0.992857143,1,0.979637796,1
3298,0.788436423,0,0.960505349,0,0.511293325,0,0.577727457,1,0.96446813,0
3299,0.828061405,1,0.606219658,0,0.561474227,1,0.886904762,1,0.613574674,0
3302,0.946931714,0,0.515226292,1,0.680837821,0,0.972564245,0,0.512585592,0
3311,0.704146867,1,0.774241304,0,0.67470114,0,0.771428571,0,0.834443214,0
3313,0.763449474,0,0.621944444,0,0.530547409,0,0.896428571,0,0.672487585,0
3316,0.855707083,1,0.704241181,1,0.901103945,1,0.828571429,0,0.886372215,1
3320,0.940254059,0,0.869007263,1,0.726860283,1,0.84047619,1,0.859366932,1
3322,0.574931332,0,0.962902426,0,0.688024633,0,0.778571429,0,0.972720429,0
3324,0.806886536,1,0.665616352,0,0.57835671,0,0.70952381,1,0.639737776,0
3325,0.77122077,0,0.966639424,0,0.620732286,0,0.893564867,1,0.976447106,0
3326,0.526352155,1,0.769839333,0,0.586329698,0,0.617857143,1,0.794180225,0
3330,0.788151046,1,0.972903602,1,0.92022385,1,0.696428571,0,0.992783084,1
3331,0.801965312,1,0.660831784,0,0.580922452,0,0.79047619,0,0.716633504,0
3332,0.838934762,0,0.685673214,0,0.504676646,1,0.93205482,0,0.711153965,0
3333,0.869896113,0,0.805778033,0,0.53593149,1,0.926404135,0,0.868665789,0
3335,0.96619053,1,0.589224081,0,0.64321509,0,0.675393375,1,0.68442443,0
3338,0.877682181,0,0.687271906,0,0.569754821,0,0.539334994,1,0.702988353,0
3341,0.876949545,0,0.803565365,0,0.68176655,0,0.59844374,1,0.787028481,0
3342,0.795095099,1,0.992470334,1,0.927028982,1,0.675,0,0.99998929,1
3345,0.892466446,1,0.963365219,1,0.862763381,1,0.628571429,0,0.98802904,1
3348,0.520711011,1,0.825477701,0,0.698429137,0,0.729684053,0,0.845352665,0
3349,0.622089123,0,0.684635022,0,0.627893132,0,0.526785714,1,0.680992305,0
3351,0.840348493,1,0.613930268,0,0.61890634,0,0.835714286,0,0.619595836,0
3354,0.834910714,0,0.730341507,1,0.556819576,0,0.783336812,1,0.718846439,1
3355,0.842269825,0,0.756795854,1,0.51452492,1,0.883630952,1,0.835969332,1
3362,0.871839303,0,0.951062088,0,0.517014678,0,0.679544861,0,0.966532559,0
3364,0.724068235,0,0.675620756,1,0.677096427,0,0.621883615,1,0.6397704,1
3368,0.520711011,1,0.777352121,1,0.54519547,1,0.639880952,0,0.842469168,1
3373,0.707653101,1,0.992604415,1,0.570149929,1,0.7875,0,0.996101154,1
3374,0.92090873,0,0.811715479,0,0.541463676,1,0.936725561,0,0.856194572,0
3379,0.922478914,0,0.940810087,0,0.707585159,0,0.752375529,0,0.938866357,0
3381,0.772414431,1,0.644616585,0,0.738298414,0,0.642857143,1,0.700764079,0
3383,0.848378915,1,0.961806801,0,0.747532484,0,0.667857143,0,0.970992749,0
3384,0.95563988,0,0.644180482,0,0.533611081,0,0.963523462,0,0.621804743,0
3387,0.777461012,0,0.541849592,1,0.523957872,0,0.736309524,0,0.582425889,1
3388,0.926987742,0,0.787005737,0,0.505587622,1,0.939008637,0,0.836715458,0
3394,0.891889746,1,0.996389125,1,0.961145978,1,0.627380952,0,0.999997836,1
3396,0.817004003,1,0.570765088,0,0.501782176,1,0.795833333,1,0.593984805,0
3398,0.798984761,0,0.555478577,1,0.568854855,0,0.688434831,0,0.587461254,1
3401,0.854070713,1,0.910398317,0,0.573736533,0,0.975,1,0.921447634,0
3402,0.794003516,1,0.839498069,0,0.645842611,0,0.753571429,0,0.873468951,0
3403,0.81364139,1,0.682999455,0,0.533712963,0,0.966666667,1,0.662339906,0
3404,0.730202198,0,0.994300394,1,0.544641087,1,0.814285714,0,0.999985674,1
3405,0.806310477,1,0.600757434,0,0.601486008,0,0.635714286,1,0.670486085,0
3412,0.765460863,0,0.588928091,1,0.526391846,1,0.780022728,0,0.575017185,1
3413,0.777731021,0,0.892172924,1,0.613828185,1,0.95,1,0.903803656,1
3414,0.583420966,0,0.93286829,0,0.549514213,1,0.715238095,0,0.903143735,0
3415,0.850290967,1,0.654154479,0,0.647402032,0,0.806547619,0,0.722093904,0
3416,0.761589658,1,0.703316789,0,0.569644555,1,0.869642857,1,0.663410401,0
3419,0.891812203,1,0.984305552,1,0.52590804,0,0.623214286,1,0.991429354,1
3423,0.890230775,1,0.940026438,0,0.649216361,0,0.5925,0,0.940712303,0
3426,0.87013462,0,0.543228776,0,0.57042779,0,0.684269826,0,0.532867542,0
3429,0.799478854,1,0.926233354,0,0.513897979,1,0.621428571,0,0.878096988,0
3430,0.843022778,1,0.896805911,0,0.59716098,0,0.85,1,0.904608586,0
3433,0.683512739,0,0.931751148,1,0.508762645,1,0.798095238,0,0.958318634,1
3436,0.79726999,0,0.835038884,0,0.646735972,0,0.550102243,0,0.836775806,0
3437,0.849286071,1,0.979134303,0,0.691224796,0,0.960714286,1,0.986437543,0
3439,0.76617388,0,0.62192118,1,0.514239312,1,0.86915571,0,0.552907729,1
3441,0.921362821,0,0.50722224,0,0.54865925,0,0.916393992,0,0.523269318,0
3447,0.780543322,1,0.60976391,0,0.597526114,0,0.905952381,1,0.62334147,0
3456,0.872561595,0,0.829928737,0,0.599373683,0,0.515551912,0,0.853385765,0
3457,0.827831331,1,0.767942904,0,0.622532869,0,0.669047619,0,0.80478164,0
3461,0.793109572,1,0.598620617,0,0.557768665,0,0.705952381,0,0.589940949,0
3464,0.664900279,1,0.577241088,1,0.626397389,0,0.873809524,1,0.557965247,1
