AF3,F7,F3,FC5,T7,P7,O1,2,P8,T8,FC6,F4,F8,AF4,index,label,probability
4300,4012.82,4246.67,4104.62,4340,4634.36,4084.62,4600.51,4190.77,4231.79,4192.82,4272.82,4590.77,4365.64,1647,0,0.80983735
4283.08,3987.18,4236.92,4117.95,4311.28,4612.31,4042.05,4598.46,4179.49,4206.15,4188.21,4257.95,4597.44,4352.82,1648,1,0.646428571
4280,3975.38,4251.28,4111.79,4326.67,4606.67,4043.08,4602.56,4178.46,4218.97,4193.33,4262.05,4581.54,4338.97,1649,0,0.65
4285.13,4000.51,4261.54,4113.85,4342.56,4621.03,4077.44,4611.79,4195.38,4213.85,4197.44,4275.38,4595.38,4353.33,1650,0,0.823992674
4252.82,4038.97,4264.1,4130.77,4341.54,4618.97,4072.31,4597.44,4189.23,4222.56,4175.9,4258.46,4552.31,4294.36,1651,0,0.685672298
4303.08,4003.59,4270.26,4106.67,4345.64,4629.74,4084.62,4628.72,4211.28,4239.49,4219.49,4284.62,4611.79,4367.69,1652,0,0.804912937
4297.95,3988.21,4262.05,4127.69,4343.08,4614.87,4038.97,4612.82,4191.79,4234.87,4212.31,4284.1,4610.77,4366.15,1653,1,0.827380952
4280,3982.05,4261.54,4122.56,4340,4615.9,4073.33,4610.77,4187.69,4222.05,4192.82,4263.08,4589.74,4336.41,1654,0,0.715257328
4295.9,4002.05,4276.92,4118.97,4334.36,4617.44,4057.95,4623.59,4203.59,4238.97,4189.74,4282.56,4607.18,4368.72,1655,0,0.655651939
4286.15,4000,4258.46,4089.74,4340.51,4625.13,4091.79,4625.64,4214.87,4242.56,4215.38,4280.51,4601.54,4353.33,1656,0,0.642902261
4284.1,4026.15,4251.28,4116.41,4334.87,4611.79,4045.64,4603.08,4191.79,4223.08,4200.51,4271.79,4623.59,4350.77,1657,1,0.913698735
4273.85,3984.1,4247.69,4106.67,4327.18,4622.05,4056.92,4606.67,4197.44,4228.21,4195.9,4273.85,4608.72,4342.05,1658,0,0.707437296
4308.21,4000.51,4270.77,4138.46,4351.28,4631.79,4062.56,4621.54,4211.79,4231.28,4213.85,4286.15,4597.44,4357.44,1659,0,0.798809524
4353.85,4070.26,4282.05,4140.51,4360,4624.1,4109.74,4608.72,4206.67,4225.13,4206.67,4287.18,4615.9,4392.82,1660,1,0.676190476
4277.95,3985.64,4256.92,4108.72,4327.18,4616.41,4043.08,4627.69,4205.64,4221.54,4177.44,4270.26,4558.97,4325.13,1661,1,0.58452381
4426.15,4087.18,4314.87,4170.77,4352.31,4615.38,4066.67,4576.92,4175.38,4222.56,4242.56,4320.51,4692.31,4474.87,1662,0,0.763286727
4312.82,4011.28,4280.51,4137.44,4351.28,4623.08,4071.79,4633.85,4215.38,4249.74,4221.03,4296.41,4615.38,4369.74,1663,1,0.567857143
4240,4036.41,4220,4121.54,4337.44,4618.97,4055.38,4608.72,4183.59,4194.36,4165.13,4233.85,4558.97,4293.85,1664,0,0.956188193
4320,4010.77,4281.54,4135.38,4364.1,4651.28,4085.13,4643.08,4227.69,4257.95,4231.79,4300.51,4622.05,4377.44,1665,0,0.719047619
4312.31,4000,4255.9,4124.1,4342.05,4586.67,4085.64,4610.77,4192.31,4223.08,4192.31,4264.62,4614.87,4382.05,1666,0,0.678571429
4301.54,4029.23,4246.67,4126.67,4346.15,4619.49,4058.46,4616.41,4197.44,4229.23,4207.69,4272.31,4598.46,4353.85,1667,0,0.70047219
4284.1,4002.05,4260,4120.51,4324.62,4612.82,4044.1,4602.56,4185.64,4217.44,4182.56,4267.69,4601.54,4335.9,1668,1,0.821428571
4265.64,4020.51,4248.21,4114.36,4337.44,4615.38,4048.72,4593.33,4165.64,4209.74,4162.56,4250.77,4534.87,4298.97,1669,0,0.579761905
4289.74,3991.28,4250.77,4103.59,4331.28,4618.97,4061.54,4612.31,4199.49,4232.31,4205.13,4267.69,4591.79,4349.23,1670,0,0.651397951
4306.15,4015.9,4260.51,4129.23,4344.1,4578.97,4096.92,4615.9,4210.77,4245.13,4205.64,4283.59,4610.26,4356.41,1671,0,0.815166253
4267.18,3990.26,4249.23,4107.18,4323.59,4603.59,4062.56,4597.44,4172.82,4174.87,4141.03,4257.44,4511.79,4307.69,1672,1,0.625
4294.36,4001.54,4264.1,4124.62,4336.41,4623.08,4078.97,4609.74,4206.67,4241.54,4202.56,4284.1,4594.36,4376.41,1673,0,0.768786312
4291.79,4020.51,4254.36,4106.15,4334.36,4614.87,4052.31,4613.33,4190.26,4237.44,4190.26,4269.74,4579.49,4350.26,1674,1,0.805001207
4300,4003.08,4250.77,4136.41,4327.69,4617.44,4053.85,4609.74,4192.82,4233.33,4217.44,4284.1,4623.59,4373.33,1675,0,0.682161525
4425.64,4066.15,4298.97,4151.79,4348.72,4622.56,4082.05,4595.9,4195.9,4266.15,4244.62,4312.82,4676.92,4468.72,1676,0,0.770439677
4303.59,4047.69,4263.08,4116.41,4355.9,4621.03,4068.72,4602.05,4205.13,4227.69,4195.38,4271.79,4615.38,4353.33,1677,0,0.850374211
4288.72,3994.87,4248.21,4118.46,4336.41,4621.54,4077.44,4601.54,4201.03,4231.79,4196.92,4281.03,4595.38,4367.69,1678,0,0.771931308
4290.26,3993.33,4234.36,4109.23,4345.13,4625.13,4058.97,4615.9,4203.59,4226.67,4176.41,4265.13,4604.62,4341.03,1679,0,0.857570526
4287.18,3987.69,4256.41,4130.77,4343.59,4616.92,4048.72,4607.69,4193.85,4227.18,4197.44,4267.69,4599.49,4351.28,1680,0,0.604166667
4316.92,4018.97,4282.56,4125.13,4340,4616.92,4058.46,4608.72,4193.85,4220,4203.08,4276.41,4605.13,4363.08,1681,1,0.753571429
4305.64,4012.31,4259.49,4119.49,4337.95,4630.26,4079.49,4598.46,4198.46,4245.13,4214.87,4291.79,4613.33,4385.13,1682,0,0.780457848
4297.44,3993.33,4264.1,4105.64,4325.13,4597.95,4091.79,4626.15,4213.85,4237.95,4207.69,4285.64,4616.92,4379.49,1683,1,0.69047619
4320,4022.05,4268.72,4134.87,4352.82,4576.41,4087.69,4618.97,4205.64,4230.77,4216.41,4295.38,4616.92,4374.36,1684,0,0.818631386
4297.95,4012.82,4280.51,4134.36,4332.82,4617.95,4058.46,4616.92,4201.54,4228.21,4156.41,4274.36,4600.51,4364.1,1685,0,0.638786602
4368.21,4056.92,4361.03,4160,4373.85,4669.74,4115.38,4653.33,4237.44,4284.62,4269.74,4334.36,4683.08,4424.1,1686,0,0.852380952
4387.69,4068.21,4329.74,4186.67,4402.05,4668.72,4126.67,4657.95,4229.74,4254.87,4217.95,4318.46,4634.36,4424.62,1687,1,0.835987147
4272.82,3980,4265.13,4114.36,4329.74,4615.9,4082.05,4621.54,4203.08,4223.59,4189.23,4271.79,4573.85,4322.05,1688,0,0.828510896
4287.69,4003.59,4258.97,4120,4358.46,4635.38,4085.13,4626.15,4205.64,4229.23,4206.67,4276.41,4607.69,4349.74,1689,0,0.744909169
4274.87,3990.26,4247.69,4100,4322.05,4591.28,4038.97,4607.18,4184.62,4202.56,4192.31,4266.67,4588.72,4344.1,1690,1,0.722798138
4304.62,4005.13,4280.51,4135.9,4330.26,4616.92,4077.95,4626.15,4210.77,4230.77,4200.51,4293.33,4616.92,4381.03,1691,0,0.503571429
4309.23,4005.64,4265.13,4127.69,4351.28,4623.08,4076.92,4628.21,4207.18,4253.33,4224.62,4285.64,4630.26,4373.85,1692,0,0.666354652
4293.33,3970.77,4233.85,4111.28,4335.9,4617.95,4084.62,4614.87,4209.23,4243.59,4189.74,4277.95,4618.46,4374.36,1693,1,0.60173016
4312.31,4018.46,4265.13,4122.56,4355.9,4583.08,4100.51,4610.26,4200.51,4233.85,4200,4284.1,4593.85,4356.41,1694,0,0.735911739
4366.15,4078.46,4324.1,4186.67,4402.56,4692.31,4120,4673.33,4265.64,4301.03,4274.36,4342.56,4674.87,4431.28,1695,1,0.78764405
4295.38,3990.26,4247.69,4095.9,4328.21,4614.36,4059.49,4617.44,4204.1,4229.23,4197.44,4265.64,4604.1,4360,1696,1,0.50297619
4279.49,3976.92,4251.28,4093.85,4325.64,4585.13,4039.49,4595.9,4174.87,4223.59,4187.18,4252.31,4591.28,4345.64,1697,0,0.716505858
4281.03,4027.69,4262.56,4127.69,4341.03,4620,4044.1,4611.79,4203.59,4242.56,4210.77,4275.38,4630.77,4351.28,1698,1,0.864761357
4281.54,3992.31,4264.1,4110.77,4337.95,4629.74,4056.92,4635.38,4223.59,4241.03,4193.33,4278.97,4574.87,4342.56,1699,0,0.826785714
4291.79,4013.85,4265.13,4122.56,4344.1,4617.44,4085.64,4615.38,4199.49,4231.28,4208.72,4280.51,4605.64,4362.56,1700,1,0.604985119
4268.21,3976.92,4268.21,4122.05,4348.72,4624.1,4065.64,4609.74,4199.49,4224.1,4174.87,4267.18,4586.67,4333.33,1701,0,0.69469192
4304.62,4008.72,4272.31,4134.87,4346.15,4629.23,4060,4617.95,4203.59,4231.79,4214.36,4276.41,4608.72,4359.49,1702,0,0.721428571
4262.05,3993.33,4244.62,4102.56,4335.38,4611.79,4063.08,4590.77,4176.92,4200,4180.51,4250.77,4576.41,4324.62,1703,1,0.702380952
4305.13,4008.21,4280,4152.82,4341.03,4620,4058.97,4604.62,4197.44,4225.64,4213.85,4284.1,4611.79,4359.49,1704,1,0.605952381
4296.41,4037.44,4266.15,4116.92,4344.62,4617.95,4065.13,4592.82,4195.9,4228.21,4197.95,4267.69,4597.44,4343.59,1705,0,0.729443861
4279.49,3996.41,4262.56,4120,4334.36,4624.1,4086.15,4618.97,4200.51,4232.31,4190.77,4266.67,4592.31,4342.05,1706,0,0.690189921
4328.21,4050.77,4275.9,4120.51,4348.21,4630.26,4115.9,4623.59,4215.9,4237.44,4229.23,4301.03,4631.79,4382.56,1707,1,0.937123667
4293.85,4016.92,4265.13,4123.08,4343.59,4615.9,4077.95,4600.51,4185.13,4220,4196.92,4265.64,4580,4349.74,1708,0,0.539081633
4304.62,3999.49,4265.13,4105.13,4344.1,4623.59,4078.46,4608.72,4203.08,4240,4213.33,4286.15,4603.08,4370.77,1709,0,0.759241071
4263.59,4054.87,4278.46,4167.18,4390.77,4661.54,4102.05,4652.31,4229.74,4242.05,4196.92,4277.44,4599.49,4311.79,1710,1,0.801190476
4295.9,4056.92,4264.1,4122.56,4345.64,4633.33,4075.38,4601.54,4194.36,4217.44,4183.59,4273.85,4611.28,4343.59,1711,0,0.957142857
4328.72,4023.08,4298.46,4127.18,4355.38,4648.72,4104.62,4636.41,4212.82,4240.51,4218.46,4283.59,4616.41,4372.31,1712,1,0.766666667
4276.92,3995.38,4248.72,4110.26,4340.51,4613.85,4046.67,4631.79,4222.56,4244.62,4195.38,4277.44,4574.87,4337.44,1713,1,0.721380984
4253.85,3989.23,4236.41,4104.1,4332.82,4604.62,4058.97,4603.08,4192.31,4207.18,4183.59,4248.72,4570.77,4323.59,1714,0,0.65952381
4436.41,4109.23,4311.28,4169.74,4347.69,4606.15,4046.67,4572.31,4168.21,4213.85,4236.92,4306.15,4679.49,4477.44,1715,1,0.532738095
4296.92,4012.82,4268.72,4112.31,4324.1,4614.36,4085.13,4602.05,4183.08,4205.13,4188.72,4274.87,4572.31,4355.38,1716,0,0.775595238
4276.92,4000.51,4255.38,4124.62,4346.15,4620,4064.1,4614.87,4209.23,4214.36,4189.23,4262.56,4573.33,4341.54,1717,0,0.758868039
4300.51,3995.9,4263.59,4101.54,4328.21,4602.05,4040,4606.67,4190.26,4223.08,4204.1,4270.77,4602.56,4349.23,1718,1,0.95
4315.9,4021.03,4277.95,4134.36,4346.15,4591.28,4095.9,4620,4208.72,4235.38,4212.31,4280.51,4625.64,4391.79,1719,0,0.751190476
4286.15,3993.85,4265.13,4124.1,4331.28,4618.46,4044.62,4614.87,4194.36,4218.97,4190.77,4283.08,4606.15,4351.28,1720,1,0.786904762
4283.59,3992.31,4265.13,4120.51,4330.26,4618.46,4087.69,4611.79,4201.03,4225.13,4195.9,4282.05,4592.82,4345.64,1721,0,0.603705455
4296.41,4007.18,4245.13,4123.59,4344.1,4628.72,4078.97,4596.41,4187.18,4237.44,4184.62,4277.95,4592.31,4363.08,1722,0,0.8113299
4327.69,4021.03,4282.56,4138.97,4361.03,4647.69,4082.05,4638.97,4224.62,4262.05,4252.82,4312.82,4638.46,4395.38,1723,0,0.803741553
4281.03,3997.44,4250.26,4094.87,4332.31,4602.05,4050.77,4590.77,4178.97,4216.41,4193.33,4270.77,4613.85,4333.85,1724,1,0.856022435
4451.28,4137.44,4301.54,4171.79,4329.74,4600,4056.41,4618.46,4193.33,4221.03,4210.26,4305.13,4657.95,4495.38,1725,0,0.905839452
4370.77,4073.33,4328.21,4185.64,4410.77,4710.26,4142.05,4697.95,4275.38,4309.23,4288.21,4347.18,4683.08,4429.23,1726,1,0.613095238
4362.56,3994.87,4280,4107.69,4335.38,4604.62,4054.36,4615.38,4230.26,4250.26,4250.26,4306.67,4682.56,4437.44,1727,1,0.77481894
4289.74,3984.62,4263.59,4116.92,4340,4629.23,4052.31,4605.64,4191.28,4225.64,4201.54,4261.03,4595.38,4354.87,1728,0,0.734488627
4221.54,4036.92,4245.13,4136.41,4333.33,4616.41,4055.9,4593.85,4173.33,4192.31,4128.72,4226.67,4492.82,4252.31,1729,0,0.939149866
4288.72,4009.74,4255.38,4121.54,4332.82,4621.03,4081.54,4598.46,4202.56,4243.59,4196.92,4280,4598.97,4345.64,1730,0,0.585714286
4282.56,4027.18,4248.72,4132.82,4348.72,4630.26,4097.95,4610.26,4203.59,4212.31,4178.97,4258.46,4570.26,4322.05,1731,0,0.704746956
4284.1,4004.1,4262.56,4116.92,4331.79,4603.59,4063.08,4615.38,4206.15,4233.85,4211.79,4276.92,4602.56,4355.9,1732,1,0.609307359
4311.79,4016.41,4247.18,4125.64,4342.56,4631.28,4076.41,4601.03,4197.44,4245.13,4205.13,4284.1,4607.69,4381.03,1733,0,0.857461101
4311.28,4013.85,4256.41,4121.54,4342.56,4633.85,4086.15,4615.9,4202.05,4246.15,4198.97,4286.15,4600.51,4385.13,1734,0,0.708749728
4294.87,3980,4248.72,4111.79,4338.97,4617.44,4064.62,4610.77,4203.08,4240,4208.21,4269.74,4608.72,4360,1735,0,0.604761905
4412.31,4094.36,4262.56,4149.23,4332.31,4591.79,4057.44,4611.28,4195.9,4215.9,4220,4292.82,4638.46,4437.44,1736,0,0.853978744
4282.05,3991.28,4263.08,4107.18,4326.67,4628.72,4065.64,4628.72,4211.28,4226.15,4197.44,4290.77,4612.82,4356.92,1737,0,0.847048698
4277.44,4000,4260.51,4113.85,4343.59,4613.85,4065.64,4591.79,4178.46,4210.77,4182.05,4271.79,4612.31,4349.23,1738,1,0.512006388
4306.15,4022.56,4258.46,4108.21,4346.67,4626.67,4085.13,4611.28,4204.62,4247.69,4197.44,4278.46,4597.44,4345.13,1739,0,0.667261905
4255.9,3981.54,4244.62,4094.87,4326.67,4612.82,4082.56,4609.23,4195.9,4212.82,4191.28,4261.54,4569.74,4316.41,1740,0,0.768353195
4270.26,3976.41,4232.31,4091.79,4320.51,4616.41,4061.03,4608.21,4192.82,4224.62,4194.87,4269.74,4593.85,4338.97,1741,1,0.508799534
4322.56,4002.56,4278.97,4121.03,4347.69,4631.28,4095.38,4630.26,4209.74,4236.92,4218.46,4293.85,4620.51,4396.92,1742,1,0.740473966
4328.21,3977.44,4246.15,4111.28,4347.18,4602.56,4059.49,4578.97,4165.13,4216.41,4182.56,4267.69,4573.33,4360,1743,1,0.863355074
4270.77,4005.64,4245.64,4109.23,4333.33,4609.23,4038.46,4582.05,4159.49,4196.92,4175.38,4253.33,4592.82,4323.08,1744,1,0.79047619
4291.79,3994.36,4260.51,4125.64,4335.9,4609.74,4052.31,4608.21,4191.28,4222.56,4197.95,4272.31,4600,4355.9,1745,1,0.853571429
4270.26,3988.21,4231.28,4116.41,4358.97,4635.38,4087.18,4623.59,4207.18,4244.62,4194.36,4251.79,4607.69,4327.69,1746,0,0.739285714
4344.62,3984.62,4275.9,4137.44,4325.64,4614.87,4067.18,4603.59,4195.38,4243.59,4183.08,4298.46,4641.54,4410.26,1747,1,0.88406452
4288.72,3990.77,4264.1,4118.46,4317.95,4601.54,4050.77,4602.56,4196.41,4211.28,4182.56,4274.87,4592.31,4351.28,1748,1,0.904761905
4267.18,4010.26,4243.08,4104.1,4332.82,4613.85,4041.03,4592.31,4180.51,4216.41,4190.77,4255.9,4608.21,4331.79,1749,1,0.919047619
4273.85,3993.33,4261.54,4123.59,4341.54,4623.59,4072.82,4616.41,4204.1,4230.77,4204.62,4268.21,4603.08,4330.77,1750,0,0.833702076
4337.95,4005.13,4292.82,4137.44,4357.44,4632.82,4090.77,4621.54,4215.38,4260,4231.79,4312.82,4637.44,4395.9,1751,1,0.735043744
4289.74,3999.49,4260.51,4117.44,4345.13,4622.56,4055.38,4610.26,4191.79,4221.54,4168.72,4271.28,4598.46,4350.77,1752,0,0.680059524
4288.21,4001.54,4263.59,4121.54,4348.21,4611.28,4055.38,4621.03,4207.18,4233.85,4199.49,4277.44,4604.1,4355.9,1753,0,0.536904762
4273.85,3997.44,4248.21,4107.18,4325.64,4621.54,4068.21,4613.33,4192.82,4229.23,4198.97,4270.77,4609.74,4347.69,1754,0,0.837836626
4277.95,3970.77,4258.46,4098.97,4331.28,4615.38,4074.87,4630.77,4207.18,4227.18,4198.97,4279.49,4591.28,4329.74,1755,0,0.719056786
4414.87,4077.95,4322.05,4173.33,4358.97,4615.9,4063.59,4595.9,4177.44,4223.59,4229.23,4312.31,4663.59,4453.33,1756,0,0.702206411
4294.87,4003.08,4272.31,4134.87,4332.31,4615.9,4083.59,4610.26,4185.13,4225.64,4190.77,4264.62,4592.31,4338.46,1757,0,0.583503401
4304.62,4026.67,4267.69,4127.18,4358.46,4580,4096.41,4616.92,4204.62,4244.1,4210.77,4282.56,4605.64,4358.97,1758,0,0.823214286
4299.49,4018.97,4248.21,4115.38,4346.15,4583.08,4093.85,4615.9,4199.49,4246.15,4206.67,4271.28,4599.49,4350.77,1759,0,0.81547619
4291.79,4042.56,4245.64,4117.44,4349.23,4627.18,4069.74,4605.64,4210.26,4235.9,4203.59,4262.56,4618.46,4352.31,1760,0,0.836194958
4286.15,3985.64,4251.28,4108.21,4349.23,4624.1,4072.31,4630.26,4215.38,4246.67,4214.36,4283.08,4605.64,4345.13,1761,0,0.772711099
4288.21,3995.38,4247.69,4119.49,4335.9,4616.41,4070.26,4598.46,4196.41,4230.77,4200,4267.18,4603.08,4348.21,1762,0,0.753144133
4326.15,4002.05,4273.85,4138.97,4342.56,4604.1,4068.72,4593.85,4193.33,4235.38,4222.05,4293.33,4624.62,4376.92,1763,1,0.641666667
4268.21,3968.21,4245.64,4118.46,4335.9,4622.56,4041.54,4610.26,4189.23,4224.1,4192.82,4244.62,4587.69,4328.21,1764,0,0.729047619
4432.31,3998.46,4281.54,4115.38,4314.87,4583.59,4063.59,4621.03,4204.1,4255.38,4304.1,4351.28,4795.9,4533.85,1765,1,0.718613365
4450.77,4130.77,4310.77,4171.28,4323.08,4598.97,4062.05,4616.41,4181.54,4215.38,4212.31,4314.36,4657.95,4496.41,1766,0,0.929513803
4253.33,4007.69,4250.26,4107.18,4343.59,4619.49,4062.56,4628.72,4191.79,4218.46,4179.49,4258.46,4553.33,4296.41,1767,0,0.845809645
4278.46,3983.08,4252.31,4120,4329.23,4601.03,4044.1,4626.67,4217.44,4230.26,4213.33,4283.08,4603.08,4354.36,1768,1,0.916666667
4281.03,4013.33,4264.1,4126.67,4351.79,4626.67,4082.56,4621.03,4205.13,4221.54,4203.59,4275.38,4587.18,4357.95,1769,0,0.754761905
4299.49,4002.56,4264.62,4111.28,4326.67,4617.44,4066.67,4604.62,4191.28,4231.28,4209.74,4284.1,4623.59,4368.72,1770,0,0.729304617
4272.82,3988.21,4246.67,4108.21,4324.1,4620.51,4063.59,4624.62,4205.64,4230.77,4202.05,4269.74,4605.64,4334.87,1771,0,0.813545548
4314.36,4040,4266.15,4125.13,4353.33,4616.92,4107.18,4627.69,4213.33,4237.44,4226.67,4292.82,4625.64,4365.13,1772,1,0.936904762
4302.05,4022.56,4262.05,4136.41,4345.13,4617.95,4073.33,4589.74,4196.92,4238.97,4197.44,4269.23,4604.62,4347.18,1773,1,0.764385394
4470.26,4131.28,4302.05,4169.74,4327.69,4586.15,4071.28,4595.38,4183.08,4211.79,4225.13,4307.69,4670.77,4508.21,1774,0,0.959607429
4268.21,3982.05,4233.85,4104.62,4334.87,4619.49,4064.1,4618.46,4183.08,4230.77,4204.62,4263.59,4584.62,4344.1,1775,0,0.654788069
4276.92,3988.72,4240,4090.26,4332.31,4616.41,4094.87,4615.38,4200,4214.36,4171.28,4273.33,4601.03,4338.46,1776,1,0.618214286
4330.26,4051.79,4303.08,4154.36,4385.13,4665.64,4117.95,4678.97,4266.67,4286.15,4242.56,4313.33,4665.13,4403.08,1777,1,0.762855791
4335.38,3972.31,4263.59,4094.36,4332.82,4626.15,4105.13,4629.74,4217.44,4238.97,4242.05,4311.79,4657.95,4410.77,1778,1,0.946329214
4238.97,4003.59,4236.41,4103.59,4342.56,4615.9,4044.62,4616.41,4181.54,4225.13,4177.95,4247.69,4556.92,4294.36,1779,0,0.844549881
4286.67,4006.67,4238.46,4114.36,4348.21,4578.97,4097.44,4603.59,4187.18,4222.56,4193.85,4271.28,4586.15,4337.44,1780,0,0.86952381
4284.62,3986.67,4249.74,4108.72,4334.36,4619.49,4054.87,4617.95,4200,4237.95,4195.38,4272.82,4596.41,4351.28,1781,0,0.605211618
4303.59,3996.92,4269.74,4124.62,4334.36,4610.26,4071.28,4606.15,4206.67,4241.54,4211.28,4294.36,4614.87,4360.51,1782,1,0.528571429
4306.67,4024.1,4256.41,4122.05,4333.33,4599.49,4084.1,4598.97,4183.59,4222.05,4178.46,4273.33,4598.97,4355.38,1783,0,0.679125423
4234.87,3998.97,4234.87,4101.03,4344.1,4627.18,4077.95,4614.36,4171.79,4213.85,4168.21,4250.26,4538.97,4286.15,1784,0,0.848913891
4293.33,4000.51,4263.08,4105.64,4345.64,4624.1,4101.54,4633.33,4211.28,4232.31,4185.64,4295.9,4620,4354.87,1785,1,0.74047619
4399.49,4022.56,4283.59,4138.97,4315.38,4594.36,4064.1,4613.85,4200,4258.97,4218.97,4319.49,4722.05,4483.08,1786,1,0.708809524
4270.26,3985.64,4255.38,4106.15,4341.54,4616.41,4064.62,4613.33,4201.03,4219.49,4165.13,4262.05,4583.08,4330.26,1787,0,0.719663434
4287.18,4020.51,4264.62,4107.18,4347.18,4629.23,4115.38,4633.33,4220.51,4238.97,4217.95,4295.38,4623.59,4350.77,1788,1,0.897619048
4283.08,3996.41,4264.1,4115.9,4339.49,4616.41,4068.72,4610.77,4191.79,4224.1,4208.21,4276.92,4610.26,4348.72,1789,0,0.830729167
4271.28,3967.69,4238.97,4085.64,4317.95,4598.97,4038.97,4586.15,4175.38,4209.74,4175.38,4237.44,4575.38,4329.23,1790,0,0.527142857
4282.56,4005.64,4257.44,4115.9,4346.15,4619.49,4076.41,4621.54,4206.15,4231.28,4205.13,4271.79,4595.9,4343.59,1791,0,0.760670753
4284.62,3994.36,4264.62,4125.13,4347.69,4628.72,4074.36,4620.51,4208.21,4236.92,4209.23,4274.87,4609.23,4343.59,1792,0,0.868777116
4264.62,3975.9,4243.08,4075.9,4318.97,4605.13,4046.67,4595.9,4181.54,4213.33,4170.26,4255.9,4580,4333.33,1793,1,0.612142857
4280.51,3951.79,4247.69,4075.38,4316.41,4600.51,4088.21,4623.08,4207.69,4234.36,4221.03,4281.03,4637.44,4387.69,1794,1,0.816573635
4260.51,4005.13,4247.69,4115.9,4349.23,4622.56,4073.33,4611.28,4191.79,4228.21,4187.18,4249.23,4587.69,4315.38,1795,0,0.849680035
4280,3993.33,4264.62,4108.72,4336.92,4617.44,4078.97,4603.59,4188.72,4207.18,4189.74,4268.72,4587.18,4350.77,1796,0,0.825493612
4308.21,4011.28,4265.64,4142.05,4353.33,4631.79,4055.38,4625.13,4221.03,4238.46,4210.77,4272.31,4605.64,4361.54,1797,0,0.696428571
4281.03,3991.28,4262.56,4107.18,4334.36,4600,4038.46,4592.82,4178.46,4215.9,4201.03,4283.59,4596.41,4351.79,1798,1,0.935714286
4389.23,4018.97,4274.36,4136.41,4319.49,4593.33,4053.85,4607.69,4196.92,4239.49,4200,4310.77,4701.54,4470.77,1799,1,0.531428571
4310.26,4032.31,4276.92,4143.59,4360.51,4641.03,4092.31,4661.54,4204.1,4227.69,4210.77,4286.67,4606.15,4355.38,1800,0,0.783972106
4273.85,3968.72,4260,4105.13,4342.05,4618.97,4097.95,4617.95,4198.97,4215.9,4187.69,4260,4563.59,4342.05,1801,1,0.623677022
4319.49,3996.92,4269.74,4120.51,4347.18,4630.77,4085.13,4616.41,4200,4245.64,4206.67,4285.64,4621.03,4373.33,1802,0,0.553571429
4245.64,4026.67,4228.21,4120.51,4336.41,4612.82,4050.77,4592.82,4174.36,4190.77,4161.54,4228.21,4565.13,4296.92,1803,0,0.859633746
4283.08,4022.05,4245.64,4120.51,4349.23,4629.74,4095.9,4589.74,4186.67,4215.38,4190.26,4262.56,4577.44,4332.82,1804,0,0.750798153
4311.28,3998.97,4274.36,4119.49,4361.54,4635.9,4097.95,4624.62,4195.9,4242.56,4222.05,4286.15,4630.77,4393.85,1805,1,0.829390815
4310.77,3971.28,4257.44,4135.9,4326.67,4611.79,4066.67,4602.56,4192.31,4212.31,4168.21,4278.97,4613.33,4386.15,1806,1,0.913095238
4281.03,4010.26,4262.05,4123.08,4325.64,4616.92,4068.21,4598.97,4190.26,4220,4156.92,4264.62,4585.64,4353.33,1807,0,0.762538537
4305.13,4010.77,4264.1,4128.72,4344.62,4584.1,4089.74,4618.97,4205.64,4230.77,4202.56,4284.1,4606.67,4361.03,1808,0,0.842857143
4298.97,4030.26,4259.49,4131.79,4351.79,4629.23,4088.21,4626.15,4213.33,4254.36,4197.95,4268.21,4606.67,4353.33,1809,1,0.557142857
4293.33,4012.31,4247.69,4124.1,4337.95,4628.21,4083.59,4613.33,4198.46,4239.49,4193.85,4263.59,4597.44,4341.03,1810,0,0.783618237
4303.59,4026.67,4264.1,4135.9,4334.36,4615.38,4085.13,4608.21,4192.82,4208.72,4176.41,4273.85,4562.56,4347.69,1811,0,0.635714286
4270.77,3993.33,4246.67,4128.21,4325.64,4610.77,4038.46,4599.49,4192.82,4226.15,4186.67,4255.9,4609.74,4322.56,1812,1,0.753624365
4281.03,3998.46,4254.36,4120,4330.77,4616.41,4084.62,4614.87,4205.13,4223.08,4207.18,4273.85,4596.92,4365.13,1813,0,0.577380952
4315.9,4012.82,4278.46,4122.05,4327.18,4613.85,4066.15,4610.77,4193.33,4223.08,4206.15,4287.18,4610.77,4377.44,1814,1,0.723214286
4330.26,4049.74,4288.21,4152.82,4349.74,4627.69,4074.36,4608.72,4202.56,4250.77,4215.38,4293.33,4618.97,4382.56,1815,0,0.568809524
4332.82,4030.77,4307.18,4168.21,4381.54,4652.31,4102.05,4645.13,4227.69,4252.31,4213.33,4315.38,4636.92,4394.87,1816,1,0.740641964
4265.13,3966.67,4245.13,4092.31,4331.79,4613.85,4075.38,4614.36,4199.49,4233.33,4192.82,4267.18,4597.95,4337.44,1817,1,0.691154152
4281.03,3992.82,4248.72,4104.1,4333.33,4612.82,4046.67,4605.13,4198.97,4218.97,4189.74,4261.54,4586.15,4330.26,1818,1,0.739285714
4295.9,4024.62,4250.26,4125.13,4338.46,4606.15,4053.85,4614.36,4190.26,4221.03,4195.9,4278.97,4585.64,4355.38,1819,1,0.623571429
