AF3,F7,F3,FC5,T7,P7,O1,02,P8,T8,FC6,F4,F8,AF4,index,label,probability
4390.26,4064.1,4341.03,4186.15,4427.18,4699.49,4153.85,4681.03,4275.38,4314.87,4301.54,4350.77,4704.1,4462.56,691.0,1,0.8472705130330789
4229.74,4041.54,4232.31,4127.69,4341.03,4618.46,4058.97,4586.15,4167.18,4192.31,4129.74,4228.72,4503.59,4258.46,692.0,0,0.8947465255954199
4439.49,4087.69,4293.85,4151.79,4348.21,4630.26,4082.56,4597.44,4195.9,4258.46,4228.21,4310.26,4658.46,4473.85,694.0,0,0.8246096757404581
4311.79,4042.56,4281.54,4160.51,4349.74,4621.03,4085.64,4603.08,4194.36,4232.82,4196.92,4271.28,4603.08,4350.26,696.0,1,0.7560191713486005
4287.18,4009.23,4267.18,4128.21,4342.05,4607.69,4061.54,4613.33,4193.85,4222.05,4199.49,4280.0,4595.9,4343.59,697.0,0,0.6809398864071248
4301.54,3976.92,4251.28,4086.15,4329.23,4617.95,4099.49,4628.72,4222.56,4226.15,4176.41,4294.36,4613.33,4373.33,698.0,1,0.8572805344096693
4394.87,4010.26,4276.41,4131.28,4358.97,4608.21,4082.56,4608.72,4204.62,4260.0,4241.03,4302.05,4664.1,4457.95,699.0,1,0.7532810174300254
4295.38,4000.51,4258.97,4122.05,4318.46,4596.41,4052.31,4591.79,4179.49,4197.95,4174.87,4260.0,4568.72,4346.15,704.0,1,0.9006606026157761
4276.41,3976.41,4261.03,4111.28,4345.13,4631.28,4072.31,4632.31,4197.44,4227.18,4201.54,4279.49,4596.41,4345.64,706.0,0,0.8516614407480916
4304.1,4012.82,4263.08,4127.18,4341.54,4585.13,4089.23,4616.92,4194.36,4231.28,4203.08,4283.59,4603.59,4357.95,710.0,0,0.8711808953638678
4285.64,4003.08,4249.74,4117.95,4357.44,4632.82,4083.59,4627.18,4206.15,4233.33,4192.31,4262.56,4603.08,4342.05,715.0,0,0.8456971139541986
4289.23,3989.23,4264.1,4112.31,4325.64,4617.95,4056.92,4605.13,4193.33,4228.72,4198.46,4283.08,4610.26,4346.15,716.0,0,0.7667695587989822
4298.46,4010.26,4265.13,4108.72,4330.77,4601.03,4083.59,4608.72,4193.85,4221.03,4198.97,4278.97,4594.36,4365.64,717.0,1,0.6504527745979644
4295.38,4005.13,4257.44,4096.92,4346.67,4628.21,4070.77,4613.33,4203.59,4245.64,4215.38,4274.87,4612.31,4358.46,722.0,0,0.8175029478473284
4287.18,3977.95,4233.33,4104.1,4340.51,4617.95,4057.95,4608.72,4198.46,4234.87,4173.33,4264.62,4600.51,4341.03,724.0,0,0.8132475380763358
4312.31,4009.74,4268.21,4122.56,4356.92,4630.77,4098.97,4628.21,4201.03,4238.97,4226.15,4291.28,4625.13,4387.69,727.0,1,0.7474952816488551
4277.95,4008.72,4262.56,4108.21,4345.13,4610.77,4075.9,4622.56,4202.56,4224.62,4186.15,4272.82,4581.54,4334.87,728.0,0,0.6506306459618322
4277.44,4012.82,4245.13,4113.33,4329.23,4617.95,4072.31,4615.38,4197.95,4226.15,4197.44,4265.13,4602.05,4338.97,733.0,0,0.8330777697913486
4328.72,3967.18,4260.0,4093.85,4331.79,4601.54,4096.41,4633.85,4228.72,4257.44,4249.23,4302.05,4680.0,4431.79,735.0,1,0.9695017197099237
4304.1,4010.26,4266.15,4131.28,4339.49,4584.62,4101.03,4606.15,4198.46,4231.79,4205.13,4291.28,4607.18,4361.03,736.0,0,0.7648495529949109
4300.0,4002.05,4284.62,4120.0,4344.1,4624.62,4072.31,4623.08,4198.97,4224.1,4216.41,4294.87,4615.38,4373.85,737.0,0,0.840070025091603
4329.23,4023.08,4299.49,4153.33,4383.59,4658.97,4110.26,4657.44,4235.9,4257.95,4208.21,4302.56,4625.64,4383.08,738.0,1,0.892046132399491
4438.46,4005.64,4287.69,4120.51,4321.03,4589.74,4070.77,4628.21,4224.1,4272.82,4319.49,4356.41,4811.28,4546.67,741.0,1,0.6966877613664123
4262.05,3991.28,4247.18,4108.21,4335.9,4614.36,4059.49,4604.62,4186.15,4213.85,4171.79,4255.38,4570.77,4315.38,743.0,0,0.7762907167099237
4436.41,4071.79,4300.0,4157.44,4363.08,4625.13,4072.82,4613.33,4212.31,4284.1,4264.1,4329.74,4705.64,4483.59,746.0,0,0.793123782384224
4283.59,4019.49,4247.18,4109.74,4328.21,4607.69,4066.67,4621.54,4195.9,4214.36,4195.9,4257.44,4593.33,4342.56,747.0,0,0.7765612894045802
4326.67,3953.85,4249.74,4105.64,4333.33,4602.05,4069.74,4598.97,4188.21,4224.1,4192.82,4283.08,4596.41,4387.69,748.0,1,0.8532500543282443
4294.36,3997.95,4277.44,4138.46,4356.41,4627.69,4081.54,4640.0,4213.33,4243.59,4211.79,4283.59,4612.82,4353.33,749.0,0,0.8733509660636133
4213.33,3979.49,4224.62,4123.59,4336.41,4616.92,4077.44,4608.72,4198.97,4209.74,4150.26,4249.23,4535.38,4274.87,750.0,0,0.7657559986870229
4355.9,4052.31,4278.97,4134.36,4335.9,4614.36,4070.26,4616.41,4185.64,4222.56,4210.77,4291.28,4595.38,4396.41,751.0,0,0.6230408152111959
4272.31,3988.21,4255.38,4117.95,4314.87,4606.15,4043.08,4595.38,4178.97,4196.41,4174.87,4256.41,4590.77,4328.21,754.0,1,0.7348594183180662
4278.46,3994.36,4262.05,4123.08,4328.21,4621.03,4062.05,4616.92,4199.49,4222.05,4196.41,4266.15,4599.49,4342.56,757.0,0,0.717756959302799
4358.46,3977.95,4278.46,4114.87,4328.72,4617.44,4094.36,4623.59,4209.74,4234.36,4247.69,4320.0,4671.79,4424.62,759.0,1,0.9303382568091604
4250.26,4031.79,4235.9,4127.69,4329.74,4614.36,4051.28,4598.46,4181.54,4200.51,4166.15,4239.49,4571.28,4301.03,760.0,0,0.828125895254453
4301.03,4002.05,4281.03,4123.08,4343.59,4617.95,4068.21,4614.36,4196.41,4221.54,4213.85,4295.9,4614.36,4375.38,761.0,0,0.7267917522519084
4290.26,4045.64,4268.21,4122.56,4342.56,4620.0,4060.51,4617.44,4212.31,4232.31,4202.56,4278.97,4603.08,4346.67,762.0,0,0.8355908345877863
4356.92,3978.97,4276.92,4114.87,4332.31,4619.49,4104.1,4626.67,4212.82,4222.56,4239.49,4315.9,4663.59,4418.46,763.0,1,0.943027022600509
4361.03,3984.1,4264.1,4125.13,4353.33,4608.21,4071.79,4613.33,4211.28,4251.28,4220.51,4295.38,4636.41,4424.1,764.0,1,0.8700505975445293
4253.85,4005.13,4246.15,4134.36,4349.74,4630.77,4106.67,4597.44,4195.38,4208.72,4177.44,4261.03,4556.41,4302.56,767.0,0,0.8597733442086515
4229.74,4027.69,4214.36,4105.13,4335.9,4613.85,4053.85,4604.1,4188.72,4198.46,4163.59,4236.92,4555.9,4287.18,768.0,0,0.8809383334605598
4306.15,4000.0,4269.23,4134.87,4350.77,4627.69,4081.54,4641.03,4216.92,4244.62,4222.56,4296.41,4630.26,4374.87,770.0,0,0.7520047937862596
4317.95,4046.15,4263.08,4143.59,4357.95,4620.51,4064.62,4614.87,4206.67,4234.87,4218.46,4287.18,4599.49,4371.28,771.0,0,0.6213487485521628
4307.18,3991.79,4275.38,4115.9,4361.54,4635.9,4091.28,4636.92,4220.0,4261.54,4236.41,4295.9,4655.9,4396.92,772.0,1,0.8094468245394402
4294.87,4038.97,4265.13,4151.79,4350.77,4624.1,4075.38,4614.36,4202.05,4237.44,4193.33,4265.64,4596.41,4332.31,774.0,0,0.8159535371145039
4296.41,4048.72,4265.64,4121.03,4342.05,4630.77,4075.9,4626.67,4217.95,4244.62,4212.82,4277.95,4612.31,4349.23,777.0,0,0.9486233131628499
4303.59,4057.95,4280.0,4138.97,4351.79,4626.67,4072.31,4615.9,4211.79,4241.54,4208.21,4288.72,4612.31,4358.97,778.0,0,0.8391485377277353
4332.82,3984.1,4271.28,4115.38,4348.72,4622.56,4083.59,4615.38,4200.0,4245.64,4207.18,4289.23,4614.87,4384.1,779.0,1,0.7470571624402036
4283.08,3966.15,4263.08,4105.13,4341.54,4632.82,4076.41,4626.15,4209.74,4240.0,4212.31,4283.59,4620.51,4351.79,782.0,0,0.8535732738422392
4363.08,4068.72,4295.9,4153.85,4334.36,4601.03,4038.46,4583.59,4167.18,4188.72,4174.87,4285.64,4562.05,4386.15,783.0,1,0.8108389555318066
4417.95,4096.41,4297.44,4153.33,4347.18,4615.38,4057.44,4613.85,4192.82,4216.92,4213.85,4294.87,4644.1,4455.9,785.0,0,0.7966641289923665
4370.26,4057.95,4282.56,4143.08,4321.03,4602.05,4066.15,4600.0,4200.51,4221.54,4204.1,4280.51,4609.23,4412.31,786.0,0,0.7187945240483461
4316.92,4012.82,4271.79,4120.0,4331.79,4608.72,4057.95,4610.77,4194.87,4229.74,4208.72,4285.13,4609.23,4380.51,791.0,1,0.7008690731653944
4350.77,4046.15,4349.74,4152.31,4365.13,4667.69,4113.33,4661.03,4237.44,4266.15,4247.18,4313.33,4648.72,4410.26,792.0,0,0.82922021356743
4303.59,4007.69,4262.56,4129.23,4346.67,4634.36,4075.9,4623.08,4207.69,4229.23,4211.79,4265.64,4590.77,4345.64,794.0,0,0.7878031664020356
4246.15,3992.31,4232.31,4106.15,4338.97,4620.0,4098.46,4596.41,4196.92,4201.54,4168.72,4245.64,4545.13,4301.03,795.0,0,0.9112623581272264
4225.64,3976.41,4229.23,4105.64,4331.79,4616.92,4067.18,4600.0,4195.38,4215.38,4173.33,4253.33,4552.31,4291.28,796.0,0,0.939435811086514
4329.23,3981.54,4280.0,4106.67,4329.23,4615.9,4076.41,4635.9,4215.38,4252.82,4223.59,4307.18,4623.08,4399.49,798.0,1,0.7288958328880408
4293.33,3993.85,4280.51,4107.69,4332.82,4618.46,4058.97,4615.9,4200.51,4234.36,4184.1,4280.0,4599.49,4366.15,799.0,0,0.6682577123536896
4286.67,4024.1,4260.51,4125.64,4338.46,4612.82,4041.03,4613.33,4202.56,4227.69,4205.13,4277.44,4623.59,4341.03,800.0,1,0.8402634914936387
4241.03,4024.62,4248.72,4136.41,4347.18,4617.95,4062.05,4607.69,4191.79,4187.18,4133.33,4251.28,4484.62,4275.9,801.0,0,0.9075425950432571
4348.21,3985.13,4270.26,4138.46,4325.13,4617.95,4083.59,4609.23,4196.41,4241.54,4193.85,4302.05,4646.67,4421.03,803.0,1,0.8186664509160306
4378.97,4067.18,4275.9,4140.0,4340.51,4620.0,4049.74,4591.79,4182.05,4215.9,4207.18,4277.44,4614.36,4420.51,804.0,0,0.7559096240127227
4378.46,4047.18,4328.72,4200.0,4392.31,4665.13,4129.74,4677.44,4256.41,4270.77,4211.28,4331.79,4623.59,4406.15,805.0,1,0.9644007075674301
4299.49,4007.69,4263.59,4107.69,4328.21,4600.0,4086.67,4615.9,4196.92,4222.05,4202.05,4281.54,4597.44,4368.72,807.0,1,0.6621360487582698
4254.36,3998.97,4231.79,4102.05,4343.08,4615.38,4103.59,4597.95,4200.51,4218.46,4186.15,4263.59,4566.67,4307.69,810.0,0,0.8873966310636133
4367.69,4026.15,4281.54,4122.56,4316.41,4601.03,4053.85,4608.21,4189.23,4231.79,4223.59,4298.46,4639.49,4439.49,811.0,1,0.7257470881119594
4296.92,4012.31,4264.62,4128.21,4336.92,4615.9,4066.67,4594.36,4190.77,4237.95,4197.44,4281.03,4601.03,4352.31,812.0,1,0.5692513028320612
4295.38,3995.9,4250.77,4108.72,4343.08,4624.1,4058.46,4599.49,4191.79,4237.44,4212.31,4262.56,4610.26,4355.38,814.0,0,0.7923086402519084
4267.69,3974.36,4246.15,4102.05,4316.41,4602.56,4058.97,4600.0,4167.18,4214.87,4190.26,4262.56,4572.82,4328.72,815.0,1,0.735424251226463
4268.21,4003.59,4250.77,4120.0,4328.21,4626.15,4069.23,4600.51,4184.1,4228.72,4187.18,4268.21,4591.79,4326.67,816.0,0,0.8501088941323157
4275.38,4001.03,4251.28,4091.28,4342.56,4610.77,4051.79,4589.23,4177.44,4218.97,4193.85,4268.72,4618.46,4334.87,818.0,1,0.837800951264631
4321.03,4025.13,4272.82,4140.0,4361.03,4635.9,4092.82,4629.74,4222.56,4270.77,4223.59,4295.9,4647.18,4389.74,819.0,1,0.7562540429898219
4265.64,4015.38,4230.77,4108.72,4345.13,4616.92,4067.18,4615.9,4180.51,4214.87,4178.46,4262.56,4555.9,4321.03,821.0,0,0.8049519580305344
4286.67,4003.08,4261.54,4113.85,4340.51,4618.46,4069.23,4616.92,4206.15,4236.41,4209.74,4272.31,4608.72,4345.13,822.0,0,0.7262468327989823
4282.56,3978.97,4229.74,4107.69,4339.49,4617.44,4054.36,4602.05,4192.31,4234.87,4204.1,4256.92,4607.69,4349.74,824.0,0,0.7804704228524174
4303.59,4018.46,4258.97,4122.05,4345.13,4584.62,4096.41,4615.38,4187.69,4224.1,4204.1,4280.0,4593.33,4350.26,825.0,0,0.867582703206107
4307.69,4000.0,4273.85,4124.62,4344.62,4617.95,4072.31,4599.49,4205.64,4235.9,4214.36,4288.21,4616.92,4361.03,826.0,0,0.6431124925852417
4303.08,4008.72,4248.72,4105.64,4333.85,4629.74,4087.18,4612.31,4203.08,4237.44,4204.1,4283.59,4594.87,4375.38,827.0,0,0.7545574157913487
4264.62,4052.31,4279.49,4163.59,4387.18,4657.44,4102.05,4656.41,4227.69,4237.95,4195.38,4280.0,4589.23,4308.72,829.0,1,0.7727391536997456
4294.87,3991.28,4261.54,4117.95,4342.56,4627.69,4084.1,4635.38,4194.36,4227.69,4215.38,4291.79,4621.03,4367.18,830.0,0,0.8510759913969466
4381.03,4062.05,4289.74,4148.21,4318.97,4613.33,4078.46,4606.15,4201.03,4210.77,4205.64,4300.51,4604.1,4413.85,832.0,0,0.7681688671323156
4286.67,3995.9,4253.33,4109.74,4329.74,4617.95,4056.41,4626.15,4201.54,4233.33,4204.1,4284.1,4605.13,4363.08,833.0,0,0.6726735551297709
4284.62,4000.0,4253.85,4108.72,4335.38,4606.67,4043.59,4611.28,4196.41,4233.33,4194.36,4269.23,4605.13,4360.51,836.0,1,0.6959119136234098
4281.54,3990.26,4262.56,4120.0,4328.21,4617.44,4071.28,4615.38,4193.85,4220.51,4194.87,4274.87,4599.49,4343.08,837.0,0,0.8398096106463104
4293.85,4006.67,4261.03,4124.1,4333.85,4613.33,4035.9,4604.62,4192.31,4222.56,4199.49,4272.31,4589.74,4351.79,838.0,1,0.7463964305776082
4291.79,3999.49,4267.69,4105.13,4336.41,4624.62,4058.97,4631.79,4216.92,4241.54,4166.67,4264.1,4600.51,4343.59,840.0,0,0.7874120569134861
4291.28,4010.26,4262.56,4137.95,4342.56,4628.21,4085.64,4611.28,4208.72,4248.21,4210.26,4284.1,4612.82,4354.36,841.0,0,0.700767603480916
4363.59,4054.36,4361.54,4153.33,4376.92,4672.31,4118.97,4658.97,4237.95,4285.13,4258.46,4327.18,4655.38,4411.28,842.0,0,0.7869271547048347
4317.95,4023.59,4276.92,4142.05,4378.46,4651.79,4102.56,4660.51,4245.13,4259.49,4223.08,4302.56,4641.03,4386.15,843.0,1,0.8038370764529262
4295.9,4002.56,4262.56,4108.21,4341.54,4615.9,4053.85,4604.62,4194.87,4215.38,4198.46,4273.85,4596.92,4348.21,845.0,0,0.7112177842239186
4284.62,3994.87,4254.36,4109.23,4330.77,4620.0,4068.72,4629.74,4213.85,4249.74,4204.1,4283.59,4604.1,4356.41,846.0,0,0.6402921437633589
4209.74,4060.51,4232.31,4137.95,4338.46,4614.36,4069.74,4595.9,4172.31,4193.85,4124.62,4226.15,4474.36,4233.85,847.0,0,0.8350957095318066
4312.82,4015.9,4263.08,4110.26,4344.1,4608.21,4066.15,4621.54,4200.51,4238.46,4203.08,4282.05,4611.28,4365.64,849.0,1,0.7507419394936388
4270.26,4015.38,4245.13,4109.23,4330.26,4608.72,4040.0,4596.41,4184.1,4220.0,4195.38,4266.67,4615.9,4323.59,850.0,1,0.8540744978346058
4348.21,4010.26,4278.97,4120.51,4317.44,4601.03,4052.31,4613.33,4206.15,4241.03,4237.44,4312.82,4640.0,4424.62,853.0,1,0.7983560729160306
4320.0,4046.67,4291.28,4153.33,4388.21,4660.0,4113.33,4672.82,4254.87,4279.49,4236.92,4305.64,4656.92,4397.44,855.0,1,0.8117425130687024
4457.95,4078.46,4309.23,4153.85,4319.49,4574.87,4058.97,4590.77,4183.08,4216.92,4251.79,4322.05,4711.79,4522.56,856.0,0,0.8921283635597963
4230.26,3997.95,4239.49,4138.97,4340.51,4616.92,4060.0,4596.41,4185.13,4198.97,4147.18,4250.26,4533.85,4278.97,858.0,0,0.8109279638931298
4386.15,4011.79,4258.46,4123.59,4359.49,4611.28,4070.26,4588.72,4186.67,4233.85,4216.41,4285.64,4630.26,4429.74,860.0,1,0.7131527347531808
4307.18,4014.87,4247.18,4132.82,4346.67,4623.59,4064.1,4592.82,4196.41,4247.18,4205.13,4280.0,4612.82,4376.92,861.0,0,0.6659474973409669
4265.64,4036.41,4244.62,4122.56,4343.59,4614.36,4073.85,4607.18,4190.26,4210.77,4183.59,4250.77,4583.59,4324.1,862.0,0,0.8587156881119593
4300.0,4004.62,4250.77,4118.97,4330.77,4615.9,4076.92,4600.51,4194.36,4237.95,4204.62,4285.64,4608.72,4360.51,863.0,0,0.7516488036157761
4328.21,4048.72,4263.59,4122.56,4356.41,4622.56,4109.23,4619.49,4215.9,4246.67,4240.0,4300.51,4636.92,4379.49,865.0,1,0.8351745400788804
4289.74,4023.08,4237.95,4122.05,4345.64,4625.64,4092.31,4597.95,4193.85,4222.56,4193.85,4270.26,4580.0,4341.03,866.0,0,0.6685177848218831
4408.72,4112.31,4372.31,4232.31,4461.03,4749.74,4170.77,4724.1,4312.82,4351.79,4321.03,4387.69,4721.03,4474.87,868.0,0,0.9805850321374046
4332.31,3990.26,4262.56,4110.77,4343.59,4628.72,4102.56,4630.26,4216.41,4223.08,4227.18,4297.95,4635.38,4389.23,869.0,1,0.8722816973282443
4281.03,4047.18,4251.79,4113.33,4344.1,4613.85,4066.67,4599.49,4200.0,4219.49,4192.82,4265.13,4597.95,4337.95,874.0,0,0.7753843881374046
4347.69,3922.05,4249.74,4064.62,4322.56,4587.69,4090.77,4627.69,4227.69,4266.67,4293.85,4331.79,4759.49,4472.82,876.0,1,0.9024722943307888
4330.26,3967.18,4261.54,4091.79,4327.18,4598.46,4087.69,4620.0,4217.95,4246.67,4240.0,4290.26,4677.95,4427.18,877.0,1,0.9177020242391858
4309.23,4022.05,4258.46,4128.21,4335.38,4604.1,4063.08,4605.64,4199.49,4229.74,4196.92,4266.67,4595.9,4362.05,878.0,1,0.6644707650966922
4291.28,3985.64,4258.97,4097.95,4334.36,4618.97,4101.03,4609.74,4193.85,4223.08,4179.49,4295.38,4616.41,4360.51,879.0,1,0.747122709692112
4317.95,4033.33,4264.62,4114.36,4345.13,4618.97,4100.51,4604.1,4204.1,4234.87,4221.03,4293.85,4627.18,4372.82,880.0,1,0.7083281109720102
4290.26,3931.28,4236.92,4074.87,4328.72,4615.38,4095.38,4638.97,4230.26,4247.18,4243.08,4300.0,4665.13,4376.41,881.0,1,0.90332631943257
4309.23,4001.03,4269.23,4134.36,4365.13,4637.95,4085.13,4637.95,4202.56,4237.95,4225.13,4287.18,4634.36,4372.82,883.0,0,0.6588755510356233
4351.79,4057.95,4275.9,4137.95,4327.18,4607.69,4057.44,4613.33,4188.72,4202.56,4175.38,4273.85,4597.44,4389.74,885.0,0,0.6385002548447837
4286.67,3970.77,4261.03,4096.41,4316.92,4615.9,4082.05,4629.74,4212.31,4245.13,4200.51,4285.64,4593.33,4356.41,890.0,1,0.541807915346056
4269.74,4008.21,4233.85,4109.74,4341.03,4622.05,4098.46,4598.46,4198.97,4220.51,4189.23,4267.69,4573.85,4313.33,892.0,0,0.8873422060992366
4287.18,3997.44,4251.79,4088.72,4343.08,4627.69,4073.85,4622.05,4202.05,4234.36,4208.72,4270.26,4605.13,4357.95,893.0,0,0.814140060989822
4262.56,4004.62,4231.28,4118.46,4347.69,4619.49,4100.51,4588.21,4195.38,4202.05,4171.79,4254.36,4555.9,4313.33,894.0,0,0.8548573710661578
4283.59,4009.74,4255.38,4120.51,4343.08,4626.15,4081.54,4611.79,4192.31,4215.9,4192.82,4257.95,4585.13,4349.74,896.0,0,0.799660165676845
4272.31,3984.1,4258.97,4106.15,4336.92,4618.97,4063.08,4610.26,4194.87,4223.08,4207.18,4273.85,4601.54,4350.26,904.0,0,0.7350334947913486
4289.23,3995.9,4258.46,4126.15,4351.28,4632.82,4075.9,4639.49,4202.05,4237.44,4218.46,4283.08,4623.59,4354.87,907.0,0,0.800485499692112
4320.0,3980.51,4256.41,4101.03,4330.26,4623.08,4101.54,4632.31,4216.92,4221.54,4170.77,4291.28,4609.74,4372.82,908.0,1,0.869627901081425
4276.41,4020.0,4248.72,4119.49,4328.21,4616.92,4069.74,4611.79,4189.23,4206.15,4192.82,4263.59,4592.31,4337.95,911.0,0,0.9128785270305344
4367.18,4026.15,4318.97,4183.08,4389.23,4670.77,4125.64,4666.15,4242.05,4275.38,4216.41,4321.54,4623.59,4396.41,913.0,1,0.9544283200025446
4276.41,4026.67,4252.82,4116.92,4338.46,4613.33,4041.54,4586.67,4175.38,4222.05,4200.0,4258.97,4616.41,4337.44,914.0,1,0.86923513
4282.05,3991.28,4263.08,4106.67,4337.95,4619.49,4067.69,4615.38,4203.59,4225.13,4198.97,4273.85,4595.38,4335.9,915.0,0,0.7712706447938931
4209.74,4051.28,4233.33,4124.62,4334.36,4613.33,4070.26,4594.87,4171.79,4190.77,4133.33,4223.08,4493.85,4236.41,916.0,0,0.8552785100763359
4355.9,4037.44,4287.69,4143.08,4340.51,4614.36,4048.72,4596.41,4188.21,4226.15,4216.41,4279.49,4618.97,4389.74,918.0,0,0.7215089721501273
4428.21,4093.85,4320.0,4173.85,4343.59,4609.23,4065.13,4596.41,4191.28,4230.77,4243.59,4320.0,4676.41,4468.21,921.0,0,0.8194051013002545
4274.36,3981.03,4248.21,4109.23,4336.41,4607.18,4060.0,4630.26,4208.72,4221.54,4207.69,4276.92,4590.77,4344.62,922.0,1,0.7765051973867685
4357.95,4001.03,4276.41,4128.21,4318.97,4604.1,4071.79,4610.26,4203.59,4237.95,4190.77,4295.9,4661.54,4431.28,928.0,1,0.7616918479770993
4383.08,4005.13,4296.41,4134.36,4347.69,4621.54,4083.59,4612.31,4207.18,4266.15,4231.79,4311.79,4661.54,4441.54,930.0,1,0.844868604038168
4311.79,4019.49,4263.59,4112.82,4347.18,4614.87,4063.59,4614.87,4190.77,4234.36,4204.62,4279.49,4616.92,4370.77,931.0,1,0.6701012188473283
4399.49,4090.77,4356.92,4204.1,4434.87,4722.05,4155.9,4705.13,4289.23,4336.92,4310.26,4375.9,4711.79,4459.49,932.0,0,0.97003434656743
4348.72,3926.15,4256.41,4075.38,4322.56,4604.1,4107.69,4650.26,4248.72,4284.62,4298.97,4332.82,4752.31,4460.51,934.0,1,0.9783239193969466
4241.03,4007.18,4233.85,4101.54,4336.92,4620.0,4066.15,4606.67,4171.28,4209.74,4166.15,4246.67,4541.03,4284.62,935.0,0,0.7924838307226463
4238.97,3976.92,4238.97,4103.59,4334.87,4618.46,4073.85,4610.77,4195.38,4219.49,4178.97,4257.95,4564.1,4301.03,936.0,0,0.9469421991272265
4341.54,3977.44,4264.62,4097.95,4336.41,4623.59,4102.56,4624.62,4202.05,4235.38,4241.03,4314.87,4659.49,4411.79,940.0,1,0.9217201017760814
4230.77,4051.28,4228.21,4137.44,4339.49,4617.95,4067.18,4581.03,4166.67,4194.36,4137.44,4228.21,4499.49,4257.44,942.0,0,0.8823508234529261
4263.08,3972.31,4262.56,4106.67,4333.85,4617.95,4067.18,4620.0,4197.95,4218.97,4166.15,4266.67,4576.92,4328.21,943.0,0,0.722323429307888
4269.23,4005.13,4246.15,4120.51,4335.9,4615.9,4064.62,4581.03,4175.9,4224.1,4181.03,4254.87,4585.64,4327.18,945.0,0,0.758049859951654
4266.67,3979.49,4229.23,4106.15,4322.56,4610.77,4063.08,4612.31,4190.77,4208.21,4192.82,4249.23,4576.92,4325.64,948.0,0,0.6369756375394403
4326.67,4043.59,4276.41,4123.59,4350.26,4612.82,4101.03,4610.77,4211.79,4243.08,4226.67,4295.9,4639.49,4380.0,957.0,1,0.6760890485394402
4292.82,3998.46,4241.54,4114.87,4322.56,4589.74,4052.82,4584.1,4171.79,4195.38,4161.03,4251.28,4561.03,4337.95,959.0,1,0.7991440009007633
4290.26,3971.28,4270.26,4109.74,4338.97,4626.67,4080.0,4632.31,4210.77,4247.18,4221.03,4296.41,4627.18,4358.46,964.0,0,0.8476958606488549
4334.87,3977.44,4267.69,4134.87,4324.62,4609.74,4071.79,4604.62,4191.79,4231.28,4181.03,4291.79,4636.41,4405.13,969.0,1,0.8698413355419848
4261.54,3969.23,4244.1,4105.13,4320.51,4597.44,4049.74,4626.15,4205.13,4211.79,4196.41,4273.85,4584.1,4342.05,972.0,1,0.7548574948880408
4300.0,4042.05,4263.08,4123.08,4344.62,4630.77,4082.56,4615.9,4206.15,4226.15,4212.31,4277.95,4608.72,4358.97,973.0,0,0.8175634637913487
4314.87,4017.44,4279.49,4131.79,4348.72,4638.46,4084.1,4640.51,4213.33,4245.64,4211.28,4289.74,4615.9,4374.36,975.0,0,0.7826682507557252
4309.23,4015.38,4261.03,4116.41,4343.59,4612.31,4067.18,4624.1,4206.15,4246.15,4211.28,4280.51,4626.67,4380.0,976.0,1,0.7429182328778626
4280.51,3993.85,4256.92,4106.67,4336.41,4618.46,4056.41,4615.9,4192.31,4210.77,4189.74,4273.85,4596.92,4349.74,977.0,0,0.7617708290254454
4370.77,4005.13,4292.31,4121.54,4357.44,4640.51,4100.0,4651.28,4234.36,4283.08,4273.85,4328.72,4731.79,4478.46,978.0,1,0.8839787130559797
4348.72,3984.62,4280.51,4136.41,4330.26,4615.38,4075.38,4610.77,4196.41,4237.44,4188.72,4305.64,4641.54,4420.0,979.0,1,0.8174700653816795
4318.97,4017.95,4277.44,4137.95,4350.26,4624.62,4071.28,4642.05,4216.92,4255.9,4205.13,4290.26,4624.1,4381.03,981.0,1,0.6498956240966921
4241.03,4031.28,4229.23,4109.23,4345.64,4625.13,4065.64,4605.13,4189.23,4197.95,4162.05,4243.08,4557.95,4296.92,982.0,0,0.9279668465801527
4248.21,4037.95,4251.28,4140.51,4349.23,4615.9,4053.85,4592.31,4175.38,4184.62,4134.36,4246.15,4489.23,4277.44,983.0,0,0.9381468977557252
4291.28,4010.77,4250.26,4105.64,4336.41,4628.21,4055.38,4613.33,4188.72,4224.1,4190.77,4258.46,4593.85,4335.38,985.0,0,0.8720717861832061
4292.82,4015.9,4247.69,4121.03,4351.28,4569.23,4096.92,4599.49,4189.23,4224.62,4187.69,4260.0,4584.62,4336.41,986.0,0,0.7905272291603054
4293.33,4005.13,4249.74,4129.74,4327.18,4606.67,4058.46,4588.72,4181.03,4197.95,4181.03,4260.0,4582.05,4350.26,987.0,1,0.7115954010814249
4289.23,3972.82,4247.69,4103.08,4337.44,4603.59,4071.79,4605.13,4187.18,4226.67,4194.36,4266.67,4590.77,4344.1,990.0,1,0.6984534648524174
4289.23,3986.15,4243.59,4099.49,4331.79,4616.41,4053.85,4613.33,4200.51,4225.13,4187.18,4267.18,4595.38,4338.97,991.0,0,0.6347313335521628
4273.33,4024.1,4258.46,4134.36,4337.44,4614.36,4035.9,4597.95,4181.03,4218.97,4188.21,4262.05,4610.77,4334.36,992.0,1,0.8142882308905852
4282.56,3986.67,4261.54,4103.59,4338.46,4618.97,4073.85,4623.08,4202.56,4229.23,4198.97,4268.72,4584.62,4348.72,997.0,0,0.675601673562341
